,city,date,moonphase,sunrise,sunset
463,Houston,2023-05-04,0.47,06:36:35,20:00:26
464,Houston,2023-05-05,0.5,06:35:46,20:01:05
465,Houston,2023-05-06,0.54,06:34:58,20:01:43
466,Houston,2023-05-07,0.57,06:34:11,20:02:22
467,Houston,2023-05-08,0.61,06:33:26,20:03:00
468,Houston,2023-05-09,0.64,06:32:41,20:03:38
469,Houston,2023-05-10,0.68,06:31:58,20:04:17
470,Houston,2023-05-11,0.71,06:31:16,20:04:55
471,Houston,2023-05-12,0.75,06:30:35,20:05:33
472,Houston,2023-05-13,0.79,06:29:55,20:06:11
473,Houston,2023-05-14,0.82,06:29:17,20:06:49
474,Houston,2023-05-15,0.86,06:28:40,20:07:27
475,Houston,2023-05-16,0.89,06:28:04,20:08:05
476,Houston,2023-05-17,0.93,06:27:29,20:08:43
477,Houston,2023-05-18,0.97,06:26:56,20:09:20
478,Houston,2023-05-19,0.0,06:26:24,20:09:57
479,Houston,2023-05-20,0.03,06:25:53,20:10:34
480,Houston,2023-05-21,0.07,06:25:24,20:11:10
481,Houston,2023-05-22,0.1,06:24:56,20:11:47
482,Houston,2023-05-23,0.13,06:24:29,20:12:23
483,Houston,2023-05-24,0.16,06:24:04,20:12:58
484,Houston,2023-05-25,0.2,06:23:40,20:13:33
485,Houston,2023-05-26,0.23,06:23:18,20:14:08
486,Houston,2023-05-27,0.25,06:22:56,20:14:42
487,Houston,2023-05-28,0.29,06:22:37,20:15:16
488,Houston,2023-05-29,0.32,06:22:18,20:15:50
489,Houston,2023-05-30,0.36,06:22:02,20:16:22
490,Houston,2023-05-31,0.39,06:21:46,20:16:55
491,Houston,2023-06-01,0.42,06:21:32,20:17:26
492,Houston,2023-06-02,0.45,06:21:19,20:17:57
493,Houston,2023-06-03,0.5,06:21:08,20:18:28
494,Houston,2023-06-04,0.52,06:20:58,20:18:57
495,Houston,2023-06-05,0.56,06:20:50,20:19:26
496,Houston,2023-06-06,0.59,06:20:43,20:19:54
497,Houston,2023-06-07,0.63,06:20:37,20:20:22
498,Houston,2023-06-08,0.66,06:20:32,20:20:48
499,Houston,2023-06-09,0.7,06:20:30,20:21:14
500,Houston,2023-06-10,0.75,06:20:28,20:21:39
501,Houston,2023-06-11,0.77,06:20:28,20:22:03
502,Houston,2023-06-12,0.8,06:20:29,20:22:25
503,Houston,2023-06-13,0.84,06:20:31,20:22:47
504,Houston,2023-06-14,0.88,06:20:35,20:23:08
505,Houston,2023-06-15,0.91,06:20:40,20:23:28
506,Houston,2023-06-16,0.95,06:20:46,20:23:47
507,Houston,2023-06-17,0.0,06:20:53,20:24:05
508,Houston,2023-06-18,0.02,06:21:02,20:24:21
509,Houston,2023-06-19,0.05,06:21:12,20:24:37
510,Houston,2023-06-20,0.08,06:21:23,20:24:51
511,Houston,2023-06-21,0.11,06:21:36,20:25:04
512,Houston,2023-06-22,0.15,06:21:49,20:25:16
513,Houston,2023-06-23,0.18,06:22:04,20:25:27
514,Houston,2023-06-24,0.21,06:22:19,20:25:37
515,Houston,2023-06-25,0.25,06:22:36,20:25:45
516,Houston,2023-06-26,0.25,06:22:54,20:25:52
517,Houston,2023-06-27,0.31,06:23:12,20:25:57
518,Houston,2023-06-28,0.34,06:23:32,20:26:01
519,Houston,2023-06-29,0.38,06:23:53,20:26:04
520,Houston,2023-06-30,0.41,06:24:15,20:26:06
521,Houston,2023-07-01,0.44,06:24:37,20:26:06
522,Houston,2023-07-02,0.47,06:25:00,20:26:05
523,Houston,2023-07-03,0.5,06:25:25,20:26:02
524,Houston,2023-07-04,0.54,06:25:50,20:25:58
525,Houston,2023-07-05,0.58,06:26:16,20:25:52
526,Houston,2023-07-06,0.61,06:26:42,20:25:45
527,Houston,2023-07-07,0.65,06:27:09,20:25:37
528,Houston,2023-07-08,0.68,06:27:37,20:25:27
529,Houston,2023-07-09,0.75,06:28:06,20:25:16
530,Houston,2023-07-10,0.75,06:28:35,20:25:03
531,Houston,2023-07-11,0.79,06:29:05,20:24:49
532,Houston,2023-07-12,0.82,06:29:35,20:24:34
533,Houston,2023-07-13,0.86,06:30:06,20:24:17
534,Houston,2023-07-14,0.89,06:30:38,20:23:58
535,Houston,2023-07-15,0.93,06:31:10,20:23:38
536,Houston,2023-07-16,0.96,06:31:42,20:23:17
537,Houston,2023-07-17,0.0,06:32:15,20:22:54
538,Houston,2023-07-18,0.03,06:32:48,20:22:30
539,Houston,2023-07-19,0.06,06:33:21,20:22:05
540,Houston,2023-07-20,0.1,06:33:55,20:21:38
541,Houston,2023-07-21,0.13,06:34:29,20:21:09
542,Houston,2023-07-22,0.16,06:35:03,20:20:39
543,Houston,2023-07-23,0.2,06:35:37,20:20:08
544,Houston,2023-07-24,0.23,06:36:12,20:19:36
545,Houston,2023-07-25,0.25,06:36:47,20:19:02
546,Houston,2023-07-26,0.3,06:37:22,20:18:27
547,Houston,2023-07-27,0.33,06:37:57,20:17:50
548,Houston,2023-07-28,0.36,06:38:33,20:17:12
549,Houston,2023-07-29,0.4,06:39:08,20:16:33
550,Houston,2023-07-30,0.43,06:39:43,20:15:53
551,Houston,2023-07-31,0.46,06:40:19,20:15:11
552,Kansas City,2023-05-01,0.37,06:20:19,20:11:16
553,Kansas City,2023-05-02,0.4,06:19:07,20:12:14
554,Kansas City,2023-05-03,0.43,06:17:56,20:13:12
555,Kansas City,2023-05-04,0.47,06:16:46,20:14:10
556,Kansas City,2023-05-05,0.5,06:15:38,20:15:07
557,Kansas City,2023-05-06,0.54,06:14:31,20:16:05
558,Kansas City,2023-05-07,0.57,06:13:25,20:17:02
559,Kansas City,2023-05-08,0.61,06:12:21,20:17:59
560,Kansas City,2023-05-09,0.64,06:11:18,20:18:56
561,Kansas City,2023-05-10,0.68,06:10:16,20:19:53
562,Kansas City,2023-05-11,0.71,06:09:16,20:20:49
563,Kansas City,2023-05-12,0.75,06:08:17,20:21:45
564,Kansas City,2023-05-13,0.79,06:07:20,20:22:40
565,Kansas City,2023-05-14,0.82,06:06:24,20:23:36
566,Kansas City,2023-05-15,0.86,06:05:30,20:24:30
567,Kansas City,2023-05-16,0.89,06:04:37,20:25:25
568,Kansas City,2023-05-17,0.93,06:03:46,20:26:18
569,Kansas City,2023-05-18,0.97,06:02:57,20:27:12
570,Kansas City,2023-05-19,0.0,06:02:09,20:28:05
571,Kansas City,2023-05-20,0.03,06:01:23,20:28:57
572,Kansas City,2023-05-21,0.07,06:00:38,20:29:48
573,Kansas City,2023-05-22,0.1,05:59:56,20:30:39
574,Kansas City,2023-05-23,0.13,05:59:15,20:31:29
575,Kansas City,2023-05-24,0.16,05:58:35,20:32:19
576,Kansas City,2023-05-25,0.2,05:57:58,20:33:07
577,Kansas City,2023-05-26,0.23,05:57:22,20:33:55
578,Kansas City,2023-05-27,0.25,05:56:48,20:34:42
579,Kansas City,2023-05-28,0.29,05:56:16,20:35:28
580,Kansas City,2023-05-29,0.32,05:55:45,20:36:13
581,Kansas City,2023-05-30,0.36,05:55:17,20:36:58
582,Kansas City,2023-05-31,0.39,05:54:50,20:37:41
583,Kansas City,2023-06-01,0.42,05:54:25,20:38:23
584,Kansas City,2023-06-02,0.45,05:54:02,20:39:04
585,Kansas City,2023-06-03,0.5,05:53:41,20:39:44
586,Kansas City,2023-06-04,0.52,05:53:22,20:40:23
587,Kansas City,2023-06-05,0.56,05:53:04,20:41:00
588,Kansas City,2023-06-06,0.59,05:52:49,20:41:36
589,Kansas City,2023-06-07,0.63,05:52:35,20:42:11
590,Kansas City,2023-06-08,0.66,05:52:23,20:42:45
591,Kansas City,2023-06-09,0.7,05:52:13,20:43:17
592,Kansas City,2023-06-10,0.75,05:52:05,20:43:48
593,Kansas City,2023-06-11,0.77,05:51:59,20:44:17
594,Kansas City,2023-06-12,0.8,05:51:55,20:44:45
595,Kansas City,2023-06-13,0.84,05:51:52,20:45:12
596,Kansas City,2023-06-14,0.88,05:51:52,20:45:36
597,Kansas City,2023-06-15,0.91,05:51:53,20:46:00
598,Kansas City,2023-06-16,0.95,05:51:56,20:46:21
599,Kansas City,2023-06-17,0.0,05:52:01,20:46:41
600,Kansas City,2023-06-18,0.02,05:52:08,20:47:00
601,Kansas City,2023-06-19,0.05,05:52:16,20:47:16
602,Kansas City,2023-06-20,0.08,05:52:26,20:47:31
603,Kansas City,2023-06-21,0.11,05:52:38,20:47:44
604,Kansas City,2023-06-22,0.15,05:52:52,20:47:56
605,Kansas City,2023-06-23,0.18,05:53:07,20:48:05
606,Kansas City,2023-06-24,0.21,05:53:24,20:48:13
607,Kansas City,2023-06-25,0.25,05:53:42,20:48:19
608,Kansas City,2023-06-26,0.25,05:54:03,20:48:23
609,Kansas City,2023-06-27,0.31,05:54:24,20:48:25
610,Kansas City,2023-06-28,0.34,05:54:48,20:48:26
611,Kansas City,2023-06-29,0.38,05:55:12,20:48:24
612,Kansas City,2023-06-30,0.41,05:55:39,20:48:21
613,Kansas City,2023-07-01,0.44,05:56:06,20:48:15
614,Kansas City,2023-07-02,0.47,05:56:35,20:48:08
615,Kansas City,2023-07-03,0.5,05:57:06,20:47:59
616,Kansas City,2023-07-04,0.54,05:57:37,20:47:48
617,Kansas City,2023-07-05,0.58,05:58:10,20:47:35
618,Kansas City,2023-07-06,0.61,05:58:45,20:47:20
619,Kansas City,2023-07-07,0.65,05:59:20,20:47:03
620,Kansas City,2023-07-08,0.68,05:59:57,20:46:44
621,Kansas City,2023-07-09,0.75,06:00:34,20:46:24
622,Kansas City,2023-07-10,0.75,06:01:13,20:46:01
623,Kansas City,2023-07-11,0.79,06:01:53,20:45:37
624,Kansas City,2023-07-12,0.82,06:02:34,20:45:10
625,Kansas City,2023-07-13,0.86,06:03:16,20:44:42
626,Kansas City,2023-07-14,0.89,06:03:59,20:44:12
627,Kansas City,2023-07-15,0.93,06:04:42,20:43:40
628,Kansas City,2023-07-16,0.96,06:05:27,20:43:06
629,Kansas City,2023-07-17,0.0,06:06:12,20:42:30
630,Kansas City,2023-07-18,0.03,06:06:58,20:41:53
631,Kansas City,2023-07-19,0.06,06:07:45,20:41:14
632,Kansas City,2023-07-20,0.1,06:08:33,20:40:33
633,Kansas City,2023-07-21,0.13,06:09:21,20:39:50
634,Kansas City,2023-07-22,0.16,06:10:10,20:39:05
635,Kansas City,2023-07-23,0.2,06:10:59,20:38:19
636,Kansas City,2023-07-24,0.23,06:11:49,20:37:31
637,Kansas City,2023-07-25,0.25,06:12:40,20:36:41
638,Kansas City,2023-07-26,0.3,06:13:30,20:35:50
639,Kansas City,2023-07-27,0.33,06:14:22,20:34:57
640,Kansas City,2023-07-28,0.36,06:15:14,20:34:03
641,Kansas City,2023-07-29,0.4,06:16:06,20:33:07
642,Kansas City,2023-07-30,0.43,06:16:58,20:32:09
643,Kansas City,2023-07-31,0.46,06:17:51,20:31:10
644,Minneapolis,2023-05-01,0.37,06:02:40,20:18:32
645,Minneapolis,2023-05-02,0.4,06:01:12,20:19:47
646,Minneapolis,2023-05-03,0.43,05:59:45,20:21:01
647,Minneapolis,2023-05-04,0.47,05:58:20,20:22:14
648,Minneapolis,2023-05-05,0.5,05:56:56,20:23:28
649,Minneapolis,2023-05-06,0.54,05:55:33,20:24:41
650,Minneapolis,2023-05-07,0.57,05:54:12,20:25:54
651,Minneapolis,2023-05-08,0.61,05:52:52,20:27:06
652,Minneapolis,2023-05-09,0.64,05:51:34,20:28:18
653,Minneapolis,2023-05-10,0.68,05:50:17,20:29:30
654,Minneapolis,2023-05-11,0.71,05:49:02,20:30:41
655,Minneapolis,2023-05-12,0.75,05:47:48,20:31:51
656,Minneapolis,2023-05-13,0.79,05:46:37,20:33:01
657,Minneapolis,2023-05-14,0.82,05:45:27,20:34:11
658,Minneapolis,2023-05-15,0.86,05:44:18,20:35:19
659,Minneapolis,2023-05-16,0.89,05:43:12,20:36:28
660,Minneapolis,2023-05-17,0.93,05:42:07,20:37:35
661,Minneapolis,2023-05-18,0.97,05:41:04,20:38:42
662,Minneapolis,2023-05-19,0.0,05:40:03,20:39:47
663,Minneapolis,2023-05-20,0.03,05:39:04,20:40:52
664,Minneapolis,2023-05-21,0.07,05:38:06,20:41:57
665,Minneapolis,2023-05-22,0.1,05:37:11,20:43:00
666,Minneapolis,2023-05-23,0.13,05:36:18,20:44:02
667,Minneapolis,2023-05-24,0.16,05:35:26,20:45:03
668,Minneapolis,2023-05-25,0.2,05:34:37,20:46:03
669,Minneapolis,2023-05-26,0.23,05:33:50,20:47:02
670,Minneapolis,2023-05-27,0.25,05:33:05,20:48:00
671,Minneapolis,2023-05-28,0.29,05:32:22,20:48:57
672,Minneapolis,2023-05-29,0.32,05:31:41,20:49:52
673,Minneapolis,2023-05-30,0.36,05:31:03,20:50:46
674,Minneapolis,2023-05-31,0.39,05:30:26,20:51:38
675,Minneapolis,2023-06-01,0.42,05:29:52,20:52:29
676,Minneapolis,2023-06-02,0.45,05:29:20,20:53:19
677,Minneapolis,2023-06-03,0.5,05:28:51,20:54:07
678,Minneapolis,2023-06-04,0.52,05:28:23,20:54:54
679,Minneapolis,2023-06-05,0.56,05:27:58,20:55:39
680,Minneapolis,2023-06-06,0.59,05:27:35,20:56:22
681,Minneapolis,2023-06-07,0.63,05:27:15,20:57:03
682,Minneapolis,2023-06-08,0.66,05:26:57,20:57:43
683,Minneapolis,2023-06-09,0.7,05:26:41,20:58:21
684,Minneapolis,2023-06-10,0.75,05:26:27,20:58:57
685,Minneapolis,2023-06-11,0.77,05:26:16,20:59:31
686,Minneapolis,2023-06-12,0.8,05:26:07,21:00:03
687,Minneapolis,2023-06-13,0.84,05:26:00,21:00:34
688,Minneapolis,2023-06-14,0.88,05:25:56,21:01:02
689,Minneapolis,2023-06-15,0.91,05:25:54,21:01:28
690,Minneapolis,2023-06-16,0.95,05:25:54,21:01:52
691,Minneapolis,2023-06-17,0.0,05:25:57,21:02:14
692,Minneapolis,2023-06-18,0.02,05:26:02,21:02:34
693,Minneapolis,2023-06-19,0.05,05:26:09,21:02:51
694,Minneapolis,2023-06-20,0.08,05:26:18,21:03:07
695,Minneapolis,2023-06-21,0.11,05:26:30,21:03:20
696,Minneapolis,2023-06-22,0.15,05:26:43,21:03:31
697,Minneapolis,2023-06-23,0.18,05:26:59,21:03:39
698,Minneapolis,2023-06-24,0.21,05:27:17,21:03:46
699,Minneapolis,2023-06-25,0.25,05:27:37,21:03:50
700,Minneapolis,2023-06-26,0.25,05:28:00,21:03:51
701,Minneapolis,2023-06-27,0.31,05:28:24,21:03:51
702,Minneapolis,2023-06-28,0.34,05:28:50,21:03:48
703,Minneapolis,2023-06-29,0.38,05:29:18,21:03:42
704,Minneapolis,2023-06-30,0.41,05:29:48,21:03:35
705,Minneapolis,2023-07-01,0.44,05:30:20,21:03:25
706,Minneapolis,2023-07-02,0.47,05:30:54,21:03:12
707,Minneapolis,2023-07-03,0.5,05:31:30,21:02:57
708,Minneapolis,2023-07-04,0.54,05:32:08,21:02:40
709,Minneapolis,2023-07-05,0.58,05:32:47,21:02:21
710,Minneapolis,2023-07-06,0.61,05:33:28,21:01:59
711,Minneapolis,2023-07-07,0.65,05:34:10,21:01:35
712,Minneapolis,2023-07-08,0.68,05:34:54,21:01:08
713,Minneapolis,2023-07-09,0.75,05:35:40,21:00:39
714,Minneapolis,2023-07-10,0.75,05:36:27,21:00:08
715,Minneapolis,2023-07-11,0.79,05:37:16,20:59:35
716,Minneapolis,2023-07-12,0.82,05:38:06,20:58:59
717,Minneapolis,2023-07-13,0.86,05:38:57,20:58:21
718,Minneapolis,2023-07-14,0.89,05:39:49,20:57:41
719,Minneapolis,2023-07-15,0.93,05:40:43,20:56:59
720,Minneapolis,2023-07-16,0.96,05:41:38,20:56:14
721,Minneapolis,2023-07-17,0.0,05:42:34,20:55:28
722,Minneapolis,2023-07-18,0.03,05:43:31,20:54:39
723,Minneapolis,2023-07-19,0.06,05:44:30,20:53:48
724,Minneapolis,2023-07-20,0.1,05:45:29,20:52:55
725,Minneapolis,2023-07-21,0.13,05:46:29,20:52:00
726,Minneapolis,2023-07-22,0.16,05:47:30,20:51:03
727,Minneapolis,2023-07-23,0.2,05:48:32,20:50:04
728,Minneapolis,2023-07-24,0.23,05:49:35,20:49:03
729,Minneapolis,2023-07-25,0.25,05:50:38,20:48:01
730,Minneapolis,2023-07-26,0.3,05:51:42,20:46:56
731,Minneapolis,2023-07-27,0.33,05:52:47,20:45:50
732,Minneapolis,2023-07-28,0.36,05:53:53,20:44:41
733,Minneapolis,2023-07-29,0.4,05:54:59,20:43:31
734,Minneapolis,2023-07-30,0.43,05:56:05,20:42:19
735,Minneapolis,2023-07-31,0.46,05:57:12,20:41:06
736,Denver,2023-05-01,0.37,06:00:41,19:54:10
737,Denver,2023-05-02,0.4,05:59:28,19:55:10
738,Denver,2023-05-03,0.44,05:58:15,19:56:09
739,Denver,2023-05-04,0.47,05:57:04,19:57:09
740,Denver,2023-05-05,0.5,05:55:54,19:58:08
741,Denver,2023-05-06,0.54,05:54:46,19:59:07
742,Denver,2023-05-07,0.57,05:53:39,20:00:06
743,Denver,2023-05-08,0.61,05:52:33,20:01:04
744,Denver,2023-05-09,0.64,05:51:28,20:02:03
745,Denver,2023-05-10,0.68,05:50:25,20:03:01
746,Denver,2023-05-11,0.72,05:49:24,20:03:58
747,Denver,2023-05-12,0.75,05:48:24,20:04:56
748,Denver,2023-05-13,0.79,05:47:25,20:05:53
749,Denver,2023-05-14,0.82,05:46:28,20:06:49
750,Denver,2023-05-15,0.86,05:45:32,20:07:45
751,Denver,2023-05-16,0.9,05:44:38,20:08:41
752,Denver,2023-05-17,0.93,05:43:46,20:09:36
753,Denver,2023-05-18,0.97,05:42:55,20:10:31
754,Denver,2023-05-19,0.0,05:42:06,20:11:25
755,Denver,2023-05-20,0.04,05:41:19,20:12:18
756,Denver,2023-05-21,0.07,05:40:33,20:13:11
757,Denver,2023-05-22,0.1,05:39:49,20:14:03
758,Denver,2023-05-23,0.13,05:39:07,20:14:54
759,Denver,2023-05-24,0.16,05:38:27,20:15:45
760,Denver,2023-05-25,0.2,05:37:48,20:16:34
761,Denver,2023-05-26,0.23,05:37:11,20:17:23
762,Denver,2023-05-27,0.25,05:36:36,20:18:11
763,Denver,2023-05-28,0.29,05:36:03,20:18:58
764,Denver,2023-05-29,0.33,05:35:32,20:19:44
765,Denver,2023-05-30,0.36,05:35:02,20:20:29
766,Denver,2023-05-31,0.39,05:34:35,20:21:14
767,Denver,2023-06-01,0.42,05:34:09,20:21:56
768,Denver,2023-06-02,0.45,05:33:45,20:22:38
769,Denver,2023-06-03,0.5,05:33:23,20:23:19
770,Denver,2023-06-04,0.52,05:33:03,20:23:58
771,Denver,2023-06-05,0.56,05:32:45,20:24:36
772,Denver,2023-06-06,0.59,05:32:29,20:25:13
773,Denver,2023-06-07,0.63,05:32:15,20:25:49
774,Denver,2023-06-08,0.66,05:32:02,20:26:23
775,Denver,2023-06-09,0.7,05:31:52,20:26:56
776,Denver,2023-06-10,0.75,05:31:43,20:27:27
777,Denver,2023-06-11,0.77,05:31:37,20:27:57
778,Denver,2023-06-12,0.81,05:31:32,20:28:25
779,Denver,2023-06-13,0.84,05:31:29,20:28:52
780,Denver,2023-06-14,0.88,05:31:29,20:29:17
781,Denver,2023-06-15,0.91,05:31:30,20:29:40
782,Denver,2023-06-16,0.95,05:31:32,20:30:02
783,Denver,2023-06-17,0.0,05:31:37,20:30:22
784,Denver,2023-06-18,0.02,05:31:44,20:30:41
785,Denver,2023-06-19,0.05,05:31:52,20:30:57
786,Denver,2023-06-20,0.08,05:32:02,20:31:12
787,Denver,2023-06-21,0.12,05:32:14,20:31:25
788,Denver,2023-06-22,0.15,05:32:28,20:31:37
789,Denver,2023-06-23,0.18,05:32:43,20:31:46
790,Denver,2023-06-24,0.21,05:33:00,20:31:54
791,Denver,2023-06-25,0.25,05:33:19,20:31:59
792,Denver,2023-06-26,0.25,05:33:39,20:32:03
793,Denver,2023-06-27,0.31,05:34:01,20:32:05
794,Denver,2023-06-28,0.35,05:34:25,20:32:05
795,Denver,2023-06-29,0.38,05:34:50,20:32:03
796,Denver,2023-06-30,0.41,05:35:17,20:31:59
797,Denver,2023-07-01,0.44,05:35:45,20:31:53
798,Denver,2023-07-02,0.48,05:36:14,20:31:46
799,Denver,2023-07-03,0.5,05:36:45,20:31:36
800,Denver,2023-07-04,0.54,05:37:17,20:31:24
801,Denver,2023-07-05,0.58,05:37:51,20:31:10
802,Denver,2023-07-06,0.61,05:38:26,20:30:55
803,Denver,2023-07-07,0.65,05:39:02,20:30:37
804,Denver,2023-07-08,0.68,05:39:40,20:30:18
805,Denver,2023-07-09,0.75,05:40:18,20:29:56
806,Denver,2023-07-10,0.75,05:40:58,20:29:33
807,Denver,2023-07-11,0.79,05:41:39,20:29:07
808,Denver,2023-07-12,0.82,05:42:20,20:28:40
809,Denver,2023-07-13,0.86,05:43:03,20:28:11
810,Denver,2023-07-14,0.89,05:43:47,20:27:40
811,Denver,2023-07-15,0.93,05:44:32,20:27:07
812,Denver,2023-07-16,0.96,05:45:17,20:26:32
813,Denver,2023-07-17,0.0,05:46:04,20:25:55
814,Denver,2023-07-18,0.03,05:46:51,20:25:16
815,Denver,2023-07-19,0.07,05:47:39,20:24:36
816,Denver,2023-07-20,0.1,05:48:27,20:23:54
817,Denver,2023-07-21,0.13,05:49:17,20:23:10
818,Denver,2023-07-22,0.17,05:50:07,20:22:24
819,Denver,2023-07-23,0.2,05:50:57,20:21:36
820,Denver,2023-07-24,0.23,05:51:48,20:20:47
821,Denver,2023-07-25,0.25,05:52:40,20:19:56
822,Denver,2023-07-26,0.3,05:53:32,20:19:04
823,Denver,2023-07-27,0.33,05:54:25,20:18:09
824,Denver,2023-07-28,0.37,05:55:18,20:17:14
825,Denver,2023-07-29,0.4,05:56:12,20:16:16
826,Denver,2023-07-30,0.43,05:57:05,20:15:17
827,Denver,2023-07-31,0.47,05:58:00,20:14:17
828,San Francisco,2023-05-01,0.37,06:14:03,20:00:10
829,San Francisco,2023-05-02,0.41,06:12:54,20:01:05
830,San Francisco,2023-05-03,0.44,06:11:47,20:02:00
831,San Francisco,2023-05-04,0.47,06:10:40,20:02:55
832,San Francisco,2023-05-05,0.5,06:09:35,20:03:49
833,San Francisco,2023-05-06,0.54,06:08:31,20:04:44
834,San Francisco,2023-05-07,0.57,06:07:29,20:05:38
835,San Francisco,2023-05-08,0.61,06:06:27,20:06:32
836,San Francisco,2023-05-09,0.65,06:05:27,20:07:26
837,San Francisco,2023-05-10,0.68,06:04:29,20:08:19
838,San Francisco,2023-05-11,0.72,06:03:32,20:09:13
839,San Francisco,2023-05-12,0.75,06:02:36,20:10:06
840,San Francisco,2023-05-13,0.79,06:01:42,20:10:59
841,San Francisco,2023-05-14,0.83,06:00:49,20:11:51
842,San Francisco,2023-05-15,0.86,05:59:57,20:12:43
843,San Francisco,2023-05-16,0.9,05:59:08,20:13:35
844,San Francisco,2023-05-17,0.93,05:58:19,20:14:26
845,San Francisco,2023-05-18,0.97,05:57:33,20:15:16
846,San Francisco,2023-05-19,0.0,05:56:47,20:16:07
847,San Francisco,2023-05-20,0.04,05:56:04,20:16:56
848,San Francisco,2023-05-21,0.07,05:55:22,20:17:45
849,San Francisco,2023-05-22,0.1,05:54:42,20:18:34
850,San Francisco,2023-05-23,0.13,05:54:03,20:19:22
851,San Francisco,2023-05-24,0.17,05:53:26,20:20:09
852,San Francisco,2023-05-25,0.2,05:52:51,20:20:55
853,San Francisco,2023-05-26,0.23,05:52:17,20:21:41
854,San Francisco,2023-05-27,0.25,05:51:46,20:22:26
855,San Francisco,2023-05-28,0.29,05:51:16,20:23:10
856,San Francisco,2023-05-29,0.33,05:50:47,20:23:53
857,San Francisco,2023-05-30,0.36,05:50:21,20:24:35
858,San Francisco,2023-05-31,0.39,05:49:56,20:25:16
859,San Francisco,2023-06-01,0.42,05:49:33,20:25:57
860,San Francisco,2023-06-02,0.46,05:49:12,20:26:36
861,San Francisco,2023-06-03,0.5,05:48:52,20:27:14
862,San Francisco,2023-06-04,0.52,05:48:35,20:27:51
863,San Francisco,2023-06-05,0.56,05:48:19,20:28:27
864,San Francisco,2023-06-06,0.59,05:48:05,20:29:02
865,San Francisco,2023-06-07,0.63,05:47:53,20:29:36
866,San Francisco,2023-06-08,0.67,05:47:42,20:30:08
867,San Francisco,2023-06-09,0.7,05:47:34,20:30:39
868,San Francisco,2023-06-10,0.75,05:47:27,20:31:09
869,San Francisco,2023-06-11,0.77,05:47:22,20:31:37
870,San Francisco,2023-06-12,0.81,05:47:19,20:32:04
871,San Francisco,2023-06-13,0.84,05:47:17,20:32:30
872,San Francisco,2023-06-14,0.88,05:47:17,20:32:54
873,San Francisco,2023-06-15,0.91,05:47:19,20:33:16
874,San Francisco,2023-06-16,0.95,05:47:23,20:33:38
875,San Francisco,2023-06-17,0.0,05:47:29,20:33:57
876,San Francisco,2023-06-18,0.02,05:47:36,20:34:15
877,San Francisco,2023-06-19,0.05,05:47:45,20:34:31
878,San Francisco,2023-06-20,0.08,05:47:55,20:34:46
879,San Francisco,2023-06-21,0.12,05:48:07,20:34:59
880,San Francisco,2023-06-22,0.15,05:48:21,20:35:10
881,San Francisco,2023-06-23,0.18,05:48:36,20:35:20
882,San Francisco,2023-06-24,0.22,05:48:53,20:35:28
883,San Francisco,2023-06-25,0.25,05:49:11,20:35:34
884,San Francisco,2023-06-26,0.25,05:49:31,20:35:38
885,San Francisco,2023-06-27,0.31,05:49:52,20:35:41
886,San Francisco,2023-06-28,0.35,05:50:15,20:35:42
887,San Francisco,2023-06-29,0.38,05:50:39,20:35:41
888,San Francisco,2023-06-30,0.41,05:51:05,20:35:38
889,San Francisco,2023-07-01,0.44,05:51:32,20:35:34
890,San Francisco,2023-07-02,0.48,05:52:00,20:35:27
891,San Francisco,2023-07-03,0.5,05:52:30,20:35:19
892,San Francisco,2023-07-04,0.55,05:53:00,20:35:09
893,San Francisco,2023-07-05,0.58,05:53:32,20:34:57
894,San Francisco,2023-07-06,0.62,05:54:05,20:34:43
895,San Francisco,2023-07-07,0.65,05:54:40,20:34:28
896,San Francisco,2023-07-08,0.69,05:55:15,20:34:10
897,San Francisco,2023-07-09,0.75,05:55:51,20:33:51
898,San Francisco,2023-07-10,0.76,05:56:29,20:33:30
899,San Francisco,2023-07-11,0.79,05:57:07,20:33:07
900,San Francisco,2023-07-12,0.83,05:57:46,20:32:42
901,San Francisco,2023-07-13,0.86,05:58:26,20:32:16
902,San Francisco,2023-07-14,0.9,05:59:07,20:31:47
903,San Francisco,2023-07-15,0.93,05:59:49,20:31:17
904,San Francisco,2023-07-16,0.97,06:00:32,20:30:45
905,San Francisco,2023-07-17,0.0,06:01:15,20:30:12
906,San Francisco,2023-07-18,0.03,06:01:59,20:29:36
907,San Francisco,2023-07-19,0.07,06:02:44,20:28:59
908,San Francisco,2023-07-20,0.1,06:03:29,20:28:20
909,San Francisco,2023-07-21,0.13,06:04:15,20:27:40
910,San Francisco,2023-07-22,0.17,06:05:01,20:26:57
911,San Francisco,2023-07-23,0.2,06:05:48,20:26:13
912,San Francisco,2023-07-24,0.23,06:06:36,20:25:28
913,San Francisco,2023-07-25,0.25,06:07:24,20:24:41
914,San Francisco,2023-07-26,0.3,06:08:12,20:23:52
915,San Francisco,2023-07-27,0.33,06:09:01,20:23:01
916,San Francisco,2023-07-28,0.37,06:09:50,20:22:10
917,San Francisco,2023-07-29,0.4,06:10:40,20:21:16
918,San Francisco,2023-07-30,0.43,06:11:29,20:20:21
919,San Francisco,2023-07-31,0.47,06:12:19,20:19:25
920,Seattle,2023-05-01,0.37,05:52:20,20:21:28
921,Seattle,2023-05-02,0.41,05:50:43,20:22:51
