,city,date,precipitation,precipitation_type,severe_risk
676,Minneapolis,6/2/23,0.013,['rain'],30
677,Minneapolis,6/3/23,0,,30
678,Minneapolis,6/4/23,0,,10
679,Minneapolis,6/5/23,0,,10
680,Minneapolis,6/6/23,0,,10
681,Minneapolis,6/7/23,0,,10
682,Minneapolis,6/8/23,0,,10
683,Minneapolis,6/9/23,0,,10
684,Minneapolis,6/10/23,0.147,['rain'],10
685,Minneapolis,6/11/23,0,,10
686,Minneapolis,6/12/23,0,,10
687,Minneapolis,6/13/23,0,,10
688,Minneapolis,6/14/23,0,,10
689,Minneapolis,6/15/23,0,,10
690,Minneapolis,6/16/23,0,,10
691,Minneapolis,6/17/23,0,,10
692,Minneapolis,6/18/23,0.01,['rain'],10
693,Minneapolis,6/19/23,0,,10
694,Minneapolis,6/20/23,0,,10
695,Minneapolis,6/21/23,0,,10
696,Minneapolis,6/22/23,0,,10
697,Minneapolis,6/23/23,0.061,['rain'],10
698,Minneapolis,6/24/23,0.014,['rain'],10
699,Minneapolis,6/25/23,0.82,['rain'],10
700,Minneapolis,6/26/23,0.039,['rain'],10
701,Minneapolis,6/27/23,0,,10
702,Minneapolis,6/28/23,0.013,['rain'],75
703,Minneapolis,6/29/23,0,,30
704,Minneapolis,6/30/23,0,,10
705,Minneapolis,7/1/23,0,,10
706,Minneapolis,7/2/23,0,,10
707,Minneapolis,7/3/23,0.046,['rain'],75
708,Minneapolis,7/4/23,0.267,['rain'],60
709,Minneapolis,7/5/23,0,,10
710,Minneapolis,7/6/23,0,,10
711,Minneapolis,7/7/23,0,,10
712,Minneapolis,7/8/23,0,,10
713,Minneapolis,7/9/23,0,,10
714,Minneapolis,7/10/23,0,,30
715,Minneapolis,7/11/23,0,,10
716,Minneapolis,7/12/23,0,,10
717,Minneapolis,7/13/23,0.152,['rain'],10
718,Minneapolis,7/14/23,0.046,['rain'],30
719,Minneapolis,7/15/23,0,,10
720,Minneapolis,7/16/23,0.004,['rain'],10
721,Minneapolis,7/17/23,0,,10
722,Minneapolis,7/18/23,0,,10
723,Minneapolis,7/19/23,0.172,['rain'],30
724,Minneapolis,7/20/23,0,,10
725,Minneapolis,7/21/23,0.052,['rain'],10
726,Minneapolis,7/22/23,0.001,['rain'],30
727,Minneapolis,7/23/23,0,,10
728,Minneapolis,7/24/23,0.271,['rain'],30
729,Minneapolis,7/25/23,0,,30
730,Minneapolis,7/26/23,1.103,['rain'],60
731,Minneapolis,7/27/23,0,,75
732,Minneapolis,7/28/23,0.458,['rain'],60
733,Minneapolis,7/29/23,0,,10
734,Minneapolis,7/30/23,0,,10
735,Minneapolis,7/31/23,0,,10
736,Denver,5/1/23,0,,10
737,Denver,5/2/23,0,,10
738,Denver,5/3/23,0,,10
739,Denver,5/4/23,0.012,['rain'],10
740,Denver,5/5/23,0,,10
741,Denver,5/6/23,0,,10
742,Denver,5/7/23,0,,10
743,Denver,5/8/23,0.083,['rain'],10
744,Denver,5/9/23,0,,10
745,Denver,5/10/23,0.478,['rain'],30
746,Denver,5/11/23,3.236,['rain'],10
747,Denver,5/12/23,1.075,['rain'],10
748,Denver,5/13/23,0.002,['rain'],10
749,Denver,5/14/23,0.245,['rain'],10
750,Denver,5/15/23,0.061,['rain'],10
751,Denver,5/16/23,0.073,['rain'],10
752,Denver,5/17/23,0.035,['rain'],10
753,Denver,5/18/23,0.459,['rain'],10
754,Denver,5/19/23,0.02,['rain'],10
755,Denver,5/20/23,0.008,['rain'],10
756,Denver,5/21/23,0,,10
757,Denver,5/22/23,0,,10
758,Denver,5/23/23,0,,10
759,Denver,5/24/23,0.098,['rain'],30
760,Denver,5/25/23,0.319,['rain'],30
761,Denver,5/26/23,0.185,['rain'],30
762,Denver,5/27/23,0.066,['rain'],30
763,Denver,5/28/23,0,,10
764,Denver,5/29/23,0,,10
765,Denver,5/30/23,0.174,['rain'],10
766,Denver,5/31/23,0.029,['rain'],10
767,Denver,6/1/23,0.215,['rain'],10
768,Denver,6/2/23,0.018,['rain'],10
769,Denver,6/3/23,0.412,['rain'],10
770,Denver,6/4/23,0.93,['rain'],10
771,Denver,6/5/23,0.049,['rain'],10
772,Denver,6/6/23,0.296,['rain'],10
773,Denver,6/7/23,0,,10
774,Denver,6/8/23,0.371,['rain'],10
775,Denver,6/9/23,0.198,['rain'],10
776,Denver,6/10/23,0.004,['rain'],30
777,Denver,6/11/23,0.436,['rain'],30
778,Denver,6/12/23,0.281,['rain'],30
779,Denver,6/13/23,0.019,['rain'],10
780,Denver,6/14/23,0.006,['rain'],10
781,Denver,6/15/23,0.247,['rain'],10
782,Denver,6/16/23,0.575,['rain'],10
783,Denver,6/17/23,0,,10
784,Denver,6/18/23,0,,10
785,Denver,6/19/23,0,,10
786,Denver,6/20/23,0,,10
787,Denver,6/21/23,0.721,['rain'],60
788,Denver,6/22/23,1.323,['rain'],60
789,Denver,6/23/23,0.002,['rain'],60
790,Denver,6/24/23,0,,10
791,Denver,6/25/23,0,,10
792,Denver,6/26/23,0,,30
793,Denver,6/27/23,0,,15
794,Denver,6/28/23,0,,30
795,Denver,6/29/23,0.206,['rain'],60
796,Denver,6/30/23,0.531,['rain'],30
797,Denver,7/1/23,0,,10
798,Denver,7/2/23,0,,10
799,Denver,7/3/23,0.131,['rain'],10
800,Denver,7/4/23,0.603,['rain'],10
801,Denver,7/5/23,0.38,['rain'],30
802,Denver,7/6/23,0.008,['rain'],60
803,Denver,7/7/23,0.153,['rain'],30
804,Denver,7/8/23,0.069,['rain'],30
805,Denver,7/9/23,0,,10
806,Denver,7/10/23,0,,10
807,Denver,7/11/23,0,,10
808,Denver,7/12/23,0,,10
809,Denver,7/13/23,0,,10
810,Denver,7/14/23,0,,10
811,Denver,7/15/23,0,,30
812,Denver,7/16/23,0,,10
813,Denver,7/17/23,0,,10
814,Denver,7/18/23,0.038,['rain'],10
815,Denver,7/19/23,0,,10
816,Denver,7/20/23,0.421,['rain'],30
817,Denver,7/21/23,0.078,['rain'],10
818,Denver,7/22/23,0,,10
819,Denver,7/23/23,0,,10
820,Denver,7/24/23,0.05,['rain'],10
821,Denver,7/25/23,0.023,['rain'],10
822,Denver,7/26/23,0.044,['rain'],10
823,Denver,7/27/23,0.077,['rain'],10
824,Denver,7/28/23,0.064,['rain'],10
825,Denver,7/29/23,0,,10
826,Denver,7/30/23,0,,10
827,Denver,7/31/23,0.324,['rain'],30
828,San Francisco,5/1/23,0.005,['rain'],10
829,San Francisco,5/2/23,0.29,['rain'],10
830,San Francisco,5/3/23,0.395,['rain'],10
831,San Francisco,5/4/23,0.005,['rain'],10
832,San Francisco,5/5/23,0.059,['rain'],10
833,San Francisco,5/6/23,0.073,['rain'],10
834,San Francisco,5/7/23,0,,10
835,San Francisco,5/8/23,0.012,['rain'],10
836,San Francisco,5/9/23,0,,10
837,San Francisco,5/10/23,0,,10
838,San Francisco,5/11/23,0,,10
839,San Francisco,5/12/23,0,,10
840,San Francisco,5/13/23,0,,10
841,San Francisco,5/14/23,0,,10
842,San Francisco,5/15/23,0,,10
843,San Francisco,5/16/23,0,,10
844,San Francisco,5/17/23,0,,10
845,San Francisco,5/18/23,0,,10
846,San Francisco,5/19/23,0,,10
847,San Francisco,5/20/23,0,,10
848,San Francisco,5/21/23,0,,10
849,San Francisco,5/22/23,0,,10
850,San Francisco,5/23/23,0,,10
851,San Francisco,5/24/23,0,,10
852,San Francisco,5/25/23,0,,10
853,San Francisco,5/26/23,0,,10
854,San Francisco,5/27/23,0,,10
855,San Francisco,5/28/23,0,,10
856,San Francisco,5/29/23,0,,10
857,San Francisco,5/30/23,0,,10
858,San Francisco,5/31/23,0,,10
859,San Francisco,6/1/23,0,,10
860,San Francisco,6/2/23,0,,10
861,San Francisco,6/3/23,0,,10
862,San Francisco,6/4/23,0,,10
863,San Francisco,6/5/23,0,,10
864,San Francisco,6/6/23,0.006,['rain'],10
865,San Francisco,6/7/23,0,,10
866,San Francisco,6/8/23,0,,10
867,San Francisco,6/9/23,0,,10
868,San Francisco,6/10/23,0,,10
869,San Francisco,6/11/23,0,,10
870,San Francisco,6/12/23,0,,10
871,San Francisco,6/13/23,0,,10
872,San Francisco,6/14/23,0,,10
873,San Francisco,6/15/23,0,,10
874,San Francisco,6/16/23,0,,10
875,San Francisco,6/17/23,0,,10
876,San Francisco,6/18/23,0,,10
877,San Francisco,6/19/23,0,,10
878,San Francisco,6/20/23,0,,10
879,San Francisco,6/21/23,0,,10
880,San Francisco,6/22/23,0,,10
881,San Francisco,6/23/23,0,,10
882,San Francisco,6/24/23,0,,10
883,San Francisco,6/25/23,0,,10
884,San Francisco,6/26/23,0,,10
885,San Francisco,6/27/23,0,,10
886,San Francisco,6/28/23,0,,10
887,San Francisco,6/29/23,0,,10
888,San Francisco,6/30/23,0,,10
889,San Francisco,7/1/23,0,,10
890,San Francisco,7/2/23,0,,10
891,San Francisco,7/3/23,0,,10
892,San Francisco,7/4/23,0,,10
893,San Francisco,7/5/23,0,,10
894,San Francisco,7/6/23,0,,10
895,San Francisco,7/7/23,0,,10
896,San Francisco,7/8/23,0,,10
897,San Francisco,7/9/23,0,,10
898,San Francisco,7/10/23,0,,10
899,San Francisco,7/11/23,0,,10
900,San Francisco,7/12/23,0,,10
901,San Francisco,7/13/23,0,,10
902,San Francisco,7/14/23,0,,10
903,San Francisco,7/15/23,0,,10
904,San Francisco,7/16/23,0,,10
905,San Francisco,7/17/23,0,,10
906,San Francisco,7/18/23,0,,10
907,San Francisco,7/19/23,0,,10
908,San Francisco,7/20/23,0,,10
909,San Francisco,7/21/23,0,,10
910,San Francisco,7/22/23,0,,10
911,San Francisco,7/23/23,0,,10
912,San Francisco,7/24/23,0,,10
913,San Francisco,7/25/23,0,,10
914,San Francisco,7/26/23,0,,10
915,San Francisco,7/27/23,0,,10
916,San Francisco,7/28/23,0,,10
917,San Francisco,7/29/23,0,,10
918,San Francisco,7/30/23,0,,10
919,San Francisco,7/31/23,0,,10
920,Seattle,5/1/23,0.019,['rain'],10
921,Seattle,5/2/23,0.002,['rain'],10
922,Seattle,5/3/23,0,,10
923,Seattle,5/4/23,0.004,['rain'],10
924,Seattle,5/5/23,0.336,['rain'],10
925,Seattle,5/6/23,0.008,['rain'],10
926,Seattle,5/7/23,0,,10
927,Seattle,5/8/23,0.002,['rain'],10
928,Seattle,5/9/23,0.008,['rain'],10
929,Seattle,5/10/23,0,,10
930,Seattle,5/11/23,0,,10
931,Seattle,5/12/23,0,,10
932,Seattle,5/13/23,0,,10
933,Seattle,5/14/23,0,,10
934,Seattle,5/15/23,0.009,['rain'],10
935,Seattle,5/16/23,0.016,['rain'],10
936,Seattle,5/17/23,0,,10
937,Seattle,5/18/23,0,,10
938,Seattle,5/19/23,0,,10
939,Seattle,5/20/23,0.002,['rain'],10
940,Seattle,5/21/23,0,,10
941,Seattle,5/22/23,0.032,['rain'],10
942,Seattle,5/23/23,0,,10
943,Seattle,5/24/23,0,,10
944,Seattle,5/25/23,0,,10
945,Seattle,5/26/23,0,,10
946,Seattle,5/27/23,0,,10
947,Seattle,5/28/23,0,,10
948,Seattle,5/29/23,0,,10
949,Seattle,5/30/23,0,,10
950,Seattle,5/31/23,0,,10
951,Seattle,6/1/23,0,,10
952,Seattle,6/2/23,0,,10
953,Seattle,6/3/23,0,,10
954,Seattle,6/4/23,0,,10
955,Seattle,6/5/23,0,,10
956,Seattle,6/6/23,0,,10
957,Seattle,6/7/23,0,,10
958,Seattle,6/8/23,0,,10
959,Seattle,6/9/23,0.127,['rain'],10
960,Seattle,6/10/23,0.192,['rain'],10
961,Seattle,6/11/23,0,,10
962,Seattle,6/12/23,0,,10
963,Seattle,6/13/23,0,,10
964,Seattle,6/14/23,0,,10
965,Seattle,6/15/23,0,,10
966,Seattle,6/16/23,0.106,['rain'],10
967,Seattle,6/17/23,0.029,['rain'],10
968,Seattle,6/18/23,0.167,['rain'],10
969,Seattle,6/19/23,0.042,['rain'],10
970,Seattle,6/20/23,0.169,['rain'],10
971,Seattle,6/21/23,0,,10
972,Seattle,6/22/23,0,,10
973,Seattle,6/23/23,0,,10
974,Seattle,6/24/23,0,,10
975,Seattle,6/25/23,0,,10
976,Seattle,6/26/23,0,,10
977,Seattle,6/27/23,0,,10
978,Seattle,6/28/23,0,,10
979,Seattle,6/29/23,0,,10
980,Seattle,6/30/23,0,,10
981,Seattle,7/1/23,0,,10
982,Seattle,7/2/23,0,,10
983,Seattle,7/3/23,0,,10
984,Seattle,7/4/23,0,,10
985,Seattle,7/5/23,0,,10
986,Seattle,7/6/23,0,,10
987,Seattle,7/7/23,0,,10
988,Seattle,7/8/23,0,,10
989,Seattle,7/9/23,0,,10
990,Seattle,7/10/23,0,,10
991,Seattle,7/11/23,0,,10
992,Seattle,7/12/23,0,,10
993,Seattle,7/13/23,0,,10
994,Seattle,7/14/23,0,,10
995,Seattle,7/15/23,0,,10
996,Seattle,7/16/23,0,,10
997,Seattle,7/17/23,0,,10
998,Seattle,7/18/23,0,,10
999,Seattle,7/19/23,0,,10
1000,Seattle,7/20/23,0,,10
1001,Seattle,7/21/23,0,,10
1002,Seattle,7/22/23,0,,10
1003,Seattle,7/23/23,0,,10
1004,Seattle,7/24/23,0.08,['rain'],10
1005,Seattle,7/25/23,0,,10
1006,Seattle,7/26/23,0,,10
1007,Seattle,7/27/23,0,,10
1008,Seattle,7/28/23,0,,10
1009,Seattle,7/29/23,0,,10
1010,Seattle,7/30/23,0,,10
1011,Seattle,7/31/23,0,,10
1012,Phoenix,5/1/23,0,,10
1013,Phoenix,5/2/23,0,,10
1014,Phoenix,5/3/23,0,,10
1015,Phoenix,5/4/23,0,,10
1016,Phoenix,5/5/23,0,,10
1017,Phoenix,5/6/23,0,,10
1018,Phoenix,5/7/23,0,,10
1019,Phoenix,5/8/23,0,,10
1020,Phoenix,5/9/23,0,,10
1021,Phoenix,5/10/23,0,,10
1022,Phoenix,5/11/23,0,,10
1023,Phoenix,5/12/23,0,,10
1024,Phoenix,5/13/23,0,,10
1025,Phoenix,5/14/23,0,,10
1026,Phoenix,5/15/23,0,,10
1027,Phoenix,5/16/23,0,,10
1028,Phoenix,5/17/23,0.011,['rain'],10
1029,Phoenix,5/18/23,0.002,['rain'],10
1030,Phoenix,5/19/23,0,,10
1031,Phoenix,5/20/23,0,,10
1032,Phoenix,5/21/23,0,,10
1033,Phoenix,5/22/23,0,,10
1034,Phoenix,5/23/23,0,,10
1035,Phoenix,5/24/23,0,,10
1036,Phoenix,5/25/23,0,,10
1037,Phoenix,5/26/23,0,,10
1038,Phoenix,5/27/23,0,,10
1039,Phoenix,5/28/23,0,,10
1040,Phoenix,5/29/23,0,,10
1041,Phoenix,5/30/23,0,,10
1042,Phoenix,5/31/23,0,,10
1043,Phoenix,6/1/23,0,,10
1044,Phoenix,6/2/23,0,,10
1045,Phoenix,6/3/23,0,,10
1046,Phoenix,6/4/23,0,,10
1047,Phoenix,6/5/23,0,,10
1048,Phoenix,6/6/23,0,,10
1049,Phoenix,6/7/23,0,,10
1050,Phoenix,6/8/23,0,,10
1051,Phoenix,6/9/23,0,,10
1052,Phoenix,6/10/23,0,,10
1053,Phoenix,6/11/23,0,,10
1054,Phoenix,6/12/23,0,,10
1055,Phoenix,6/13/23,0,,10
1056,Phoenix,6/14/23,0,,10
1057,Phoenix,6/15/23,0,,10
1058,Phoenix,6/16/23,0,,10
1059,Phoenix,6/17/23,0,,10
1060,Phoenix,6/18/23,0,,10
1061,Phoenix,6/19/23,0,,10
1062,Phoenix,6/20/23,0,,10
1063,Phoenix,6/21/23,0,,10
1064,Phoenix,6/22/23,0,,10
1065,Phoenix,6/23/23,0,,10
1066,Phoenix,6/24/23,0,,10
1067,Phoenix,6/25/23,0,,10
1068,Phoenix,6/26/23,0,,10
1069,Phoenix,6/27/23,0,,10
1070,Phoenix,6/28/23,0,,10
1071,Phoenix,6/29/23,0,,10
1072,Phoenix,6/30/23,0,,10
1073,Phoenix,7/1/23,0,,10
1074,Phoenix,7/2/23,0,,10
1075,Phoenix,7/3/23,0,,10
1076,Phoenix,7/4/23,0,,10
1077,Phoenix,7/5/23,0,,10
1078,Phoenix,7/6/23,0,,10
1079,Phoenix,7/7/23,0,,10
1080,Phoenix,7/8/23,0,,10
1081,Phoenix,7/9/23,0,,10
1082,Phoenix,7/10/23,0,,10
1083,Phoenix,7/11/23,0,,10
1084,Phoenix,7/12/23,0,,10
1085,Phoenix,7/13/23,0,,10
1086,Phoenix,7/14/23,0,,10
1087,Phoenix,7/15/23,0,,10
1088,Phoenix,7/16/23,0,,15
1089,Phoenix,7/17/23,0,,30
1090,Phoenix,7/18/23,0,,30
1091,Phoenix,7/19/23,0,,10
1092,Phoenix,7/20/23,0,,10
1093,Phoenix,7/21/23,0,,10
1094,Phoenix,7/22/23,0,,10
1095,Phoenix,7/23/23,0,,10
1096,Phoenix,7/24/23,0,,10
1097,Phoenix,7/25/23,0,,10
1098,Phoenix,7/26/23,0.001,['rain'],30
1099,Phoenix,7/27/23,0.001,['rain'],30
1100,Phoenix,7/28/23,0,,10
1101,Phoenix,7/29/23,0,,10
1102,Phoenix,7/30/23,0,,30
1103,Phoenix,7/31/23,0.001,['rain'],30
