,city,latitude,longitude,date,wind_direction,wind_speed,wind_gust
371,Miami,25.7748,-80.1977,2023-05-04,324.2,9.5,18.3
372,Miami,25.7748,-80.1977,2023-05-05,88.7,15.5,19.7
373,Miami,25.7748,-80.1977,2023-05-06,67.0,14.2,25.3
374,Miami,25.7748,-80.1977,2023-05-07,72.2,20.5,27.5
375,Miami,25.7748,-80.1977,2023-05-08,84.1,12.6,24.2
376,Miami,25.7748,-80.1977,2023-05-09,100.4,10.2,19.7
377,Miami,25.7748,-80.1977,2023-05-10,80.4,14.0,20.0
378,Miami,25.7748,-80.1977,2023-05-11,86.3,13.9,23.0
379,Miami,25.7748,-80.1977,2023-05-12,85.9,16.5,25.2
380,Miami,25.7748,-80.1977,2023-05-13,81.6,16.4,23.0
381,Miami,25.7748,-80.1977,2023-05-14,67.0,17.1,27.7
382,Miami,25.7748,-80.1977,2023-05-15,70.9,16.9,25.3
383,Miami,25.7748,-80.1977,2023-05-16,143.9,11.3,19.7
384,Miami,25.7748,-80.1977,2023-05-17,212.1,14.6,33.3
385,Miami,25.7748,-80.1977,2023-05-18,172.8,11.5,28.4
386,Miami,25.7748,-80.1977,2023-05-19,106.2,11.0,24.2
387,Miami,25.7748,-80.1977,2023-05-20,91.0,13.0,17.2
388,Miami,25.7748,-80.1977,2023-05-21,73.0,12.2,18.3
389,Miami,25.7748,-80.1977,2023-05-22,91.7,13.1,20.8
390,Miami,25.7748,-80.1977,2023-05-23,116.6,12.0,24.7
391,Miami,25.7748,-80.1977,2023-05-24,135.2,18.8,31.1
392,Miami,25.7748,-80.1977,2023-05-25,173.8,32.6,44.9
393,Miami,25.7748,-80.1977,2023-05-26,45.7,9.6,19.7
394,Miami,25.7748,-80.1977,2023-05-27,42.5,11.0,29.8
395,Miami,25.7748,-80.1977,2023-05-28,234.4,10.6,16.1
396,Miami,25.7748,-80.1977,2023-05-29,309.7,12.4,17.2
397,Miami,25.7748,-80.1977,2023-05-30,65.2,16.0,24.2
398,Miami,25.7748,-80.1977,2023-05-31,108.7,12.3,24.2
399,Miami,25.7748,-80.1977,2023-06-01,251.7,9.6,35.3
400,Miami,25.7748,-80.1977,2023-06-02,25.8,10.7,32.3
401,Miami,25.7748,-80.1977,2023-06-03,29.4,12.9,41.1
402,Miami,25.7748,-80.1977,2023-06-04,64.5,13.6,20.2
403,Miami,25.7748,-80.1977,2023-06-05,23.1,14.3,25.3
404,Miami,25.7748,-80.1977,2023-06-06,80.4,10.4,30.7
405,Miami,25.7748,-80.1977,2023-06-07,207.1,11.3,18.3
406,Miami,25.7748,-80.1977,2023-06-08,203.1,15.9,29.5
407,Miami,25.7748,-80.1977,2023-06-09,217.1,12.2,30.8
408,Miami,25.7748,-80.1977,2023-06-10,183.6,14.9,23.0
409,Miami,25.7748,-80.1977,2023-06-11,152.1,10.3,18.3
410,Miami,25.7748,-80.1977,2023-06-12,188.0,16.7,32.2
411,Miami,25.7748,-80.1977,2023-06-13,176.3,15.8,24.2
412,Miami,25.7748,-80.1977,2023-06-14,161.8,14.9,22.8
413,Miami,25.7748,-80.1977,2023-06-15,165.9,14.2,21.6
414,Miami,25.7748,-80.1977,2023-06-16,229.6,15.4,29.8
415,Miami,25.7748,-80.1977,2023-06-17,187.6,16.7,32.9
416,Miami,25.7748,-80.1977,2023-06-18,236.1,14.7,31.9
417,Miami,25.7748,-80.1977,2023-06-19,217.1,25.7,38.7
418,Miami,25.7748,-80.1977,2023-06-20,131.1,16.1,27.3
419,Miami,25.7748,-80.1977,2023-06-21,136.3,14.4,19.7
420,Miami,25.7748,-80.1977,2023-06-22,124.2,14.4,17.2
421,Miami,25.7748,-80.1977,2023-06-23,121.5,13.7,21.9
422,Miami,25.7748,-80.1977,2023-06-24,116.2,13.7,20.8
423,Miami,25.7748,-80.1977,2023-06-25,174.8,13.7,29.8
424,Miami,25.7748,-80.1977,2023-06-26,101.3,10.0,18.3
425,Miami,25.7748,-80.1977,2023-06-27,149.8,11.7,18.3
426,Miami,25.7748,-80.1977,2023-06-28,233.7,12.3,24.2
427,Miami,25.7748,-80.1977,2023-06-29,103.2,15.2,40.3
428,Miami,25.7748,-80.1977,2023-06-30,165.7,13.9,40.3
429,Miami,25.7748,-80.1977,2023-07-01,112.3,9.5,13.9
430,Miami,25.7748,-80.1977,2023-07-02,111.1,13.0,36.7
431,Miami,25.7748,-80.1977,2023-07-03,104.0,10.5,13.9
432,Miami,25.7748,-80.1977,2023-07-04,99.8,10.6,15.0
433,Miami,25.7748,-80.1977,2023-07-05,113.1,9.9,17.2
434,Miami,25.7748,-80.1977,2023-07-06,166.4,9.6,29.8
435,Miami,25.7748,-80.1977,2023-07-07,266.3,15.5,21.9
436,Miami,25.7748,-80.1977,2023-07-08,277.5,13.9,28.4
437,Miami,25.7748,-80.1977,2023-07-09,203.0,13.6,21.9
438,Miami,25.7748,-80.1977,2023-07-10,171.8,14.3,28.9
439,Miami,25.7748,-80.1977,2023-07-11,141.8,10.7,13.9
440,Miami,25.7748,-80.1977,2023-07-12,115.5,10.1,15.0
441,Miami,25.7748,-80.1977,2023-07-13,125.2,10.5,19.7
442,Miami,25.7748,-80.1977,2023-07-14,84.1,15.4,19.7
443,Miami,25.7748,-80.1977,2023-07-15,147.3,10.5,16.1
444,Miami,25.7748,-80.1977,2023-07-16,195.7,14.7,25.3
445,Miami,25.7748,-80.1977,2023-07-17,129.0,13.0,37.4
446,Miami,25.7748,-80.1977,2023-07-18,95.8,11.6,24.2
447,Miami,25.7748,-80.1977,2023-07-19,119.8,13.7,27.7
448,Miami,25.7748,-80.1977,2023-07-20,113.9,12.2,23.0
449,Miami,25.7748,-80.1977,2023-07-21,167.1,10.0,35.6
450,Miami,25.7748,-80.1977,2023-07-22,254.0,12.7,25.3
451,Miami,25.7748,-80.1977,2023-07-23,255.0,10.3,18.3
452,Miami,25.7748,-80.1977,2023-07-24,166.7,11.2,19.0
453,Miami,25.7748,-80.1977,2023-07-25,72.7,13.0,17.4
454,Miami,25.7748,-80.1977,2023-07-26,45.2,13.3,30.8
455,Miami,25.7748,-80.1977,2023-07-27,50.5,12.5,32.7
456,Miami,25.7748,-80.1977,2023-07-28,94.1,10.7,29.9
457,Miami,25.7748,-80.1977,2023-07-29,113.0,11.4,17.2
458,Miami,25.7748,-80.1977,2023-07-30,131.5,11.6,18.2
459,Miami,25.7748,-80.1977,2023-07-31,189.4,11.3,25.4
460,Houston,29.7608,-95.3695,2023-05-01,158.7,13.7,20.8
461,Houston,29.7608,-95.3695,2023-05-02,133.0,13.8,18.3
462,Houston,29.7608,-95.3695,2023-05-03,124.0,13.9,24.2
463,Houston,29.7608,-95.3695,2023-05-04,141.4,20.0,25.0
464,Houston,29.7608,-95.3695,2023-05-05,169.6,20.0,27.7
465,Houston,29.7608,-95.3695,2023-05-06,144.4,20.8,37.9
466,Houston,29.7608,-95.3695,2023-05-07,143.6,22.3,36.3
467,Houston,29.7608,-95.3695,2023-05-08,140.1,26.4,46.1
468,Houston,29.7608,-95.3695,2023-05-09,145.4,16.7,29.8
469,Houston,29.7608,-95.3695,2023-05-10,136.3,14.6,23.0
470,Houston,29.7608,-95.3695,2023-05-11,149.7,17.7,24.2
471,Houston,29.7608,-95.3695,2023-05-12,141.9,20.5,30.2
472,Houston,29.7608,-95.3695,2023-05-13,127.6,18.9,27.7
473,Houston,29.7608,-95.3695,2023-05-14,153.8,22.3,36.9
474,Houston,29.7608,-95.3695,2023-05-15,103.2,13.2,24.2
475,Houston,29.7608,-95.3695,2023-05-16,295.5,15.4,57.5
476,Houston,29.7608,-95.3695,2023-05-17,341.8,11.4,18.3
477,Houston,29.7608,-95.3695,2023-05-18,114.6,12.1,21.9
478,Houston,29.7608,-95.3695,2023-05-19,198.8,15.8,24.2
479,Houston,29.7608,-95.3695,2023-05-20,327.0,13.7,20.7
480,Houston,29.7608,-95.3695,2023-05-21,22.9,12.4,17.2
481,Houston,29.7608,-95.3695,2023-05-22,64.7,10.4,9.2
482,Houston,29.7608,-95.3695,2023-05-23,42.0,10.7,34.4
483,Houston,29.7608,-95.3695,2023-05-24,45.9,11.3,20.8
484,Houston,29.7608,-95.3695,2023-05-25,61.4,12.3,17.2
485,Houston,29.7608,-95.3695,2023-05-26,52.9,11.6,20.8
486,Houston,29.7608,-95.3695,2023-05-27,116.0,9.0,15.0
487,Houston,29.7608,-95.3695,2023-05-28,153.6,15.7,21.9
488,Houston,29.7608,-95.3695,2023-05-29,127.3,12.0,19.7
489,Houston,29.7608,-95.3695,2023-05-30,129.3,14.9,23.0
490,Houston,29.7608,-95.3695,2023-05-31,140.0,13.8,20.8
491,Houston,29.7608,-95.3695,2023-06-01,152.3,13.8,21.8
492,Houston,29.7608,-95.3695,2023-06-02,158.9,12.5,19.7
493,Houston,29.7608,-95.3695,2023-06-03,222.1,13.7,19.7
494,Houston,29.7608,-95.3695,2023-06-04,330.5,20.2,38.3
495,Houston,29.7608,-95.3695,2023-06-05,352.2,15.7,44.7
496,Houston,29.7608,-95.3695,2023-06-06,87.3,17.2,31.1
497,Houston,29.7608,-95.3695,2023-06-07,295.5,9.0,33.3
498,Houston,29.7608,-95.3695,2023-06-08,267.8,20.3,47.2
499,Houston,29.7608,-95.3695,2023-06-09,190.8,18.8,24.2
500,Houston,29.7608,-95.3695,2023-06-10,195.9,26.7,51.4
501,Houston,29.7608,-95.3695,2023-06-11,188.0,17.6,30.0
502,Houston,29.7608,-95.3695,2023-06-12,179.8,17.0,28.9
503,Houston,29.7608,-95.3695,2023-06-13,160.9,21.5,27.7
504,Houston,29.7608,-95.3695,2023-06-14,179.6,18.0,25.3
505,Houston,29.7608,-95.3695,2023-06-15,185.7,15.9,24.7
506,Houston,29.7608,-95.3695,2023-06-16,179.6,18.7,25.0
507,Houston,29.7608,-95.3695,2023-06-17,187.7,15.6,21.9
508,Houston,29.7608,-95.3695,2023-06-18,191.6,17.6,26.5
509,Houston,29.7608,-95.3695,2023-06-19,197.2,15.9,28.5
510,Houston,29.7608,-95.3695,2023-06-20,180.2,13.9,23.0
511,Houston,29.7608,-95.3695,2023-06-21,169.2,23.0,50.7
512,Houston,29.7608,-95.3695,2023-06-22,151.3,15.7,26.1
513,Houston,29.7608,-95.3695,2023-06-23,159.8,22.8,28.7
514,Houston,29.7608,-95.3695,2023-06-24,185.2,18.5,30.0
515,Houston,29.7608,-95.3695,2023-06-25,197.9,13.9,21.9
516,Houston,29.7608,-95.3695,2023-06-26,192.5,19.1,27.8
517,Houston,29.7608,-95.3695,2023-06-27,206.2,11.4,23.0
518,Houston,29.7608,-95.3695,2023-06-28,185.7,16.9,25.3
519,Houston,29.7608,-95.3695,2023-06-29,181.7,17.3,25.3
520,Houston,29.7608,-95.3695,2023-06-30,168.5,18.4,26.4
521,Houston,29.7608,-95.3695,2023-07-01,173.5,13.7,20.8
522,Houston,29.7608,-95.3695,2023-07-02,228.4,12.3,29.8
523,Houston,29.7608,-95.3695,2023-07-03,157.8,18.6,24.2
524,Houston,29.7608,-95.3695,2023-07-04,160.1,14.1,20.8
525,Houston,29.7608,-95.3695,2023-07-05,157.9,26.6,40.9
526,Houston,29.7608,-95.3695,2023-07-06,174.7,14.4,29.8
527,Houston,29.7608,-95.3695,2023-07-07,156.4,16.4,33.2
528,Houston,29.7608,-95.3695,2023-07-08,170.1,13.1,20.8
529,Houston,29.7608,-95.3695,2023-07-09,200.1,14.2,23.0
530,Houston,29.7608,-95.3695,2023-07-10,190.9,19.4,25.1
531,Houston,29.7608,-95.3695,2023-07-11,201.9,16.5,24.4
532,Houston,29.7608,-95.3695,2023-07-12,187.2,25.3,34.2
533,Houston,29.7608,-95.3695,2023-07-13,189.6,18.1,35.8
534,Houston,29.7608,-95.3695,2023-07-14,184.3,19.3,26.2
535,Houston,29.7608,-95.3695,2023-07-15,201.6,15.3,23.0
536,Houston,29.7608,-95.3695,2023-07-16,220.3,14.9,23.0
537,Houston,29.7608,-95.3695,2023-07-17,193.8,18.0,25.3
538,Houston,29.7608,-95.3695,2023-07-18,193.0,18.1,26.4
539,Houston,29.7608,-95.3695,2023-07-19,178.7,18.2,29.4
540,Houston,29.7608,-95.3695,2023-07-20,169.1,19.8,26.4
541,Houston,29.7608,-95.3695,2023-07-21,201.0,16.2,26.4
542,Houston,29.7608,-95.3695,2023-07-22,249.1,14.2,18.3
543,Houston,29.7608,-95.3695,2023-07-23,162.6,16.9,35.6
544,Houston,29.7608,-95.3695,2023-07-24,158.7,15.8,24.2
545,Houston,29.7608,-95.3695,2023-07-25,161.8,17.6,40.3
546,Houston,29.7608,-95.3695,2023-07-26,175.5,18.8,30.0
547,Houston,29.7608,-95.3695,2023-07-27,155.1,18.2,22.2
548,Houston,29.7608,-95.3695,2023-07-28,155.9,17.4,24.2
549,Houston,29.7608,-95.3695,2023-07-29,172.1,19.9,23.0
550,Houston,29.7608,-95.3695,2023-07-30,198.8,15.5,20.8
551,Houston,29.7608,-95.3695,2023-07-31,200.5,15.6,18.3
552,Kansas City,39.1034,-94.5831,2023-05-01,300.1,19.6,32.2
553,Kansas City,39.1034,-94.5831,2023-05-02,314.9,16.1,28.8
554,Kansas City,39.1034,-94.5831,2023-05-03,351.0,5.8,10.3
555,Kansas City,39.1034,-94.5831,2023-05-04,177.7,18.4,31.0
556,Kansas City,39.1034,-94.5831,2023-05-05,158.1,15.0,26.4
557,Kansas City,39.1034,-94.5831,2023-05-06,178.3,20.7,31.1
558,Kansas City,39.1034,-94.5831,2023-05-07,199.5,23.0,30.0
559,Kansas City,39.1034,-94.5831,2023-05-08,32.0,13.9,29.8
560,Kansas City,39.1034,-94.5831,2023-05-09,83.7,22.9,37.8
561,Kansas City,39.1034,-94.5831,2023-05-10,124.4,16.1,28.9
562,Kansas City,39.1034,-94.5831,2023-05-11,102.3,10.3,21.9
563,Kansas City,39.1034,-94.5831,2023-05-12,140.8,12.8,21.9
564,Kansas City,39.1034,-94.5831,2023-05-13,220.9,11.4,21.9
565,Kansas City,39.1034,-94.5831,2023-05-14,135.9,10.3,25.3
566,Kansas City,39.1034,-94.5831,2023-05-15,36.5,11.4,18.3
567,Kansas City,39.1034,-94.5831,2023-05-16,320.6,8.0,12.8
568,Kansas City,39.1034,-94.5831,2023-05-17,350.4,8.1,9.2
569,Kansas City,39.1034,-94.5831,2023-05-18,191.0,10.3,16.1
570,Kansas City,39.1034,-94.5831,2023-05-19,349.8,16.1,25.3
571,Kansas City,39.1034,-94.5831,2023-05-20,357.7,10.3,17.2
572,Kansas City,39.1034,-94.5831,2023-05-21,169.1,8.0,8.1
573,Kansas City,39.1034,-94.5831,2023-05-22,160.9,11.4,18.3
574,Kansas City,39.1034,-94.5831,2023-05-23,112.2,11.3,21.9
575,Kansas City,39.1034,-94.5831,2023-05-24,112.0,9.2,45.9
576,Kansas City,39.1034,-94.5831,2023-05-25,87.1,13.8,21.9
577,Kansas City,39.1034,-94.5831,2023-05-26,80.6,11.4,20.8
578,Kansas City,39.1034,-94.5831,2023-05-27,101.2,11.4,21.9
579,Kansas City,39.1034,-94.5831,2023-05-28,104.8,9.1,17.2
580,Kansas City,39.1034,-94.5831,2023-05-29,159.2,10.3,16.1
581,Kansas City,39.1034,-94.5831,2023-05-30,193.8,14.9,41.4
582,Kansas City,39.1034,-94.5831,2023-05-31,185.5,14.9,25.3
583,Kansas City,39.1034,-94.5831,2023-06-01,166.8,12.7,21.9
584,Kansas City,39.1034,-94.5831,2023-06-02,104.9,12.8,42.7
585,Kansas City,39.1034,-94.5831,2023-06-03,73.7,16.1,26.4
586,Kansas City,39.1034,-94.5831,2023-06-04,34.6,11.4,19.7
587,Kansas City,39.1034,-94.5831,2023-06-05,41.4,13.8,27.7
588,Kansas City,39.1034,-94.5831,2023-06-06,316.8,6.9,29.8
589,Kansas City,39.1034,-94.5831,2023-06-07,338.7,8.0,12.8
590,Kansas City,39.1034,-94.5831,2023-06-08,89.8,12.8,19.7
591,Kansas City,39.1034,-94.5831,2023-06-09,96.4,10.3,13.9
592,Kansas City,39.1034,-94.5831,2023-06-10,270.4,10.3,12.8
593,Kansas City,39.1034,-94.5831,2023-06-11,358.4,12.7,23.0
594,Kansas City,39.1034,-94.5831,2023-06-12,343.8,11.4,18.3
595,Kansas City,39.1034,-94.5831,2023-06-13,246.5,11.3,20.8
596,Kansas City,39.1034,-94.5831,2023-06-14,156.2,9.1,9.2
597,Kansas City,39.1034,-94.5831,2023-06-15,236.7,8.0,9.2
598,Kansas City,39.1034,-94.5831,2023-06-16,43.9,8.0,11.4
599,Kansas City,39.1034,-94.5831,2023-06-17,174.0,12.8,23.0
600,Kansas City,39.1034,-94.5831,2023-06-18,321.4,11.4,23.0
601,Kansas City,39.1034,-94.5831,2023-06-19,80.7,9.2,16.1
602,Kansas City,39.1034,-94.5831,2023-06-20,84.3,12.8,20.8
603,Kansas City,39.1034,-94.5831,2023-06-21,69.9,17.1,25.2
604,Kansas City,39.1034,-94.5831,2023-06-22,89.6,9.2,21.9
605,Kansas City,39.1034,-94.5831,2023-06-23,193.0,10.3,17.2
606,Kansas City,39.1034,-94.5831,2023-06-24,203.9,23.0,30.0
607,Kansas City,39.1034,-94.5831,2023-06-25,293.4,18.3,28.9
608,Kansas City,39.1034,-94.5831,2023-06-26,319.4,17.2,29.9
609,Kansas City,39.1034,-94.5831,2023-06-27,91.6,12.7,18.3
610,Kansas City,39.1034,-94.5831,2023-06-28,146.1,13.9,24.2
611,Kansas City,39.1034,-94.5831,2023-06-29,196.5,12.8,39.3
612,Kansas City,39.1034,-94.5831,2023-06-30,52.5,18.3,36.8
613,Kansas City,39.1034,-94.5831,2023-07-01,305.9,16.1,42.2
614,Kansas City,39.1034,-94.5831,2023-07-02,301.1,13.8,20.8
615,Kansas City,39.1034,-94.5831,2023-07-03,46.3,11.4,17.2
616,Kansas City,39.1034,-94.5831,2023-07-04,180.9,12.7,21.9
617,Kansas City,39.1034,-94.5831,2023-07-05,310.3,29.9,66.3
618,Kansas City,39.1034,-94.5831,2023-07-06,6.8,8.1,13.9
619,Kansas City,39.1034,-94.5831,2023-07-07,81.4,11.4,20.8
620,Kansas City,39.1034,-94.5831,2023-07-08,8.9,11.4,15.0
621,Kansas City,39.1034,-94.5831,2023-07-09,355.2,8.0,10.3
622,Kansas City,39.1034,-94.5831,2023-07-10,212.3,9.2,17.2
623,Kansas City,39.1034,-94.5831,2023-07-11,196.9,15.0,24.2
624,Kansas City,39.1034,-94.5831,2023-07-12,182.6,16.1,34.4
625,Kansas City,39.1034,-94.5831,2023-07-13,37.5,10.3,11.4
626,Kansas City,39.1034,-94.5831,2023-07-14,159.4,18.3,58.4
627,Kansas City,39.1034,-94.5831,2023-07-15,287.1,8.1,15.0
628,Kansas City,39.1034,-94.5831,2023-07-16,234.3,11.4,32.2
629,Kansas City,39.1034,-94.5831,2023-07-17,63.8,12.7,19.7
630,Kansas City,39.1034,-94.5831,2023-07-18,80.4,16.1,23.1
631,Kansas City,39.1034,-94.5831,2023-07-19,64.7,9.2,18.3
632,Kansas City,39.1034,-94.5831,2023-07-20,342.7,12.7,20.8
633,Kansas City,39.1034,-94.5831,2023-07-21,352.4,11.4,20.8
634,Kansas City,39.1034,-94.5831,2023-07-22,255.1,11.4,15.0
635,Kansas City,39.1034,-94.5831,2023-07-23,253.7,13.8,19.7
636,Kansas City,39.1034,-94.5831,2023-07-24,202.0,18.3,33.6
637,Kansas City,39.1034,-94.5831,2023-07-25,167.5,15.0,26.4
638,Kansas City,39.1034,-94.5831,2023-07-26,220.9,20.8,33.7
639,Kansas City,39.1034,-94.5831,2023-07-27,204.6,16.1,28.9
640,Kansas City,39.1034,-94.5831,2023-07-28,205.7,18.3,29.3
641,Kansas City,39.1034,-94.5831,2023-07-29,304.5,18.4,40.1
642,Kansas City,39.1034,-94.5831,2023-07-30,70.5,15.0,28.9
643,Kansas City,39.1034,-94.5831,2023-07-31,93.2,12.8,29.8
644,Minneapolis,44.979,-93.2649,2023-05-01,337.5,26.3,42.1
645,Minneapolis,44.979,-93.2649,2023-05-02,336.6,22.7,38.9
646,Minneapolis,44.979,-93.2649,2023-05-03,257.5,8.1,10.3
647,Minneapolis,44.979,-93.2649,2023-05-04,8.2,12.6,31.1
648,Minneapolis,44.979,-93.2649,2023-05-05,85.1,13.6,25.7
649,Minneapolis,44.979,-93.2649,2023-05-06,107.4,14.3,27.8
650,Minneapolis,44.979,-93.2649,2023-05-07,195.7,10.3,10.3
651,Minneapolis,44.979,-93.2649,2023-05-08,17.5,14.8,32.2
652,Minneapolis,44.979,-93.2649,2023-05-09,136.1,11.9,11.4
653,Minneapolis,44.979,-93.2649,2023-05-10,150.0,13.4,19.7
654,Minneapolis,44.979,-93.2649,2023-05-11,144.3,9.2,16.1
655,Minneapolis,44.979,-93.2649,2023-05-12,108.7,14.3,34.4
656,Minneapolis,44.979,-93.2649,2023-05-13,70.6,14.6,31.1
657,Minneapolis,44.979,-93.2649,2023-05-14,66.1,11.8,25.3
658,Minneapolis,44.979,-93.2649,2023-05-15,275.9,8.6,11.4
659,Minneapolis,44.979,-93.2649,2023-05-16,319.7,11.2,22.6
660,Minneapolis,44.979,-93.2649,2023-05-17,127.4,13.2,34.4
661,Minneapolis,44.979,-93.2649,2023-05-18,201.5,14.5,31.1
662,Minneapolis,44.979,-93.2649,2023-05-19,324.1,16.4,31.1
663,Minneapolis,44.979,-93.2649,2023-05-20,262.6,10.1,21.9
664,Minneapolis,44.979,-93.2649,2023-05-21,183.9,8.5,9.2
665,Minneapolis,44.979,-93.2649,2023-05-22,159.4,10.7,21.9
666,Minneapolis,44.979,-93.2649,2023-05-23,174.4,9.9,19.7
667,Minneapolis,44.979,-93.2649,2023-05-24,78.6,14.4,27.2
668,Minneapolis,44.979,-93.2649,2023-05-25,128.9,12.9,29.8
669,Minneapolis,44.979,-93.2649,2023-05-26,146.8,11.0,18.9
670,Minneapolis,44.979,-93.2649,2023-05-27,150.0,11.5,22.1
671,Minneapolis,44.979,-93.2649,2023-05-28,129.4,13.2,34.4
672,Minneapolis,44.979,-93.2649,2023-05-29,162.3,14.5,36.7
673,Minneapolis,44.979,-93.2649,2023-05-30,170.9,16.3,27.4
674,Minneapolis,44.979,-93.2649,2023-05-31,160.2,14.5,31.2
675,Minneapolis,44.979,-93.2649,2023-06-01,151.0,14.8,32.2
676,Minneapolis,44.979,-93.2649,2023-06-02,138.5,11.8,32.2
677,Minneapolis,44.979,-93.2649,2023-06-03,96.2,9.3,18.3
678,Minneapolis,44.979,-93.2649,2023-06-04,92.5,8.6,12.8
679,Minneapolis,44.979,-93.2649,2023-06-05,61.6,11.2,29.0
680,Minneapolis,44.979,-93.2649,2023-06-06,48.9,8.4,13.9
681,Minneapolis,44.979,-93.2649,2023-06-07,90.4,11.0,20.8
682,Minneapolis,44.979,-93.2649,2023-06-08,100.6,8.6,17.2
683,Minneapolis,44.979,-93.2649,2023-06-09,231.4,8.7,19.7
684,Minneapolis,44.979,-93.2649,2023-06-10,33.8,17.5,37.8
685,Minneapolis,44.979,-93.2649,2023-06-11,28.8,17.6,33.5
686,Minneapolis,44.979,-93.2649,2023-06-12,330.3,16.7,28.4
687,Minneapolis,44.979,-93.2649,2023-06-13,341.3,14.5,24.1
688,Minneapolis,44.979,-93.2649,2023-06-14,355.5,8.8,23.0
689,Minneapolis,44.979,-93.2649,2023-06-15,60.6,13.4,31.1
690,Minneapolis,44.979,-93.2649,2023-06-16,109.0,8.8,16.1
691,Minneapolis,44.979,-93.2649,2023-06-17,145.5,10.1,21.4
692,Minneapolis,44.979,-93.2649,2023-06-18,124.6,11.1,28.9
693,Minneapolis,44.979,-93.2649,2023-06-19,138.6,11.2,19.7
694,Minneapolis,44.979,-93.2649,2023-06-20,145.2,13.7,27.9
695,Minneapolis,44.979,-93.2649,2023-06-21,146.1,11.4,18.8
696,Minneapolis,44.979,-93.2649,2023-06-22,174.3,9.0,17.2
697,Minneapolis,44.979,-93.2649,2023-06-23,117.9,15.5,50.5
698,Minneapolis,44.979,-93.2649,2023-06-24,157.2,27.9,49.0
699,Minneapolis,44.979,-93.2649,2023-06-25,340.0,17.2,39.1
700,Minneapolis,44.979,-93.2649,2023-06-26,350.4,17.5,29.1
701,Minneapolis,44.979,-93.2649,2023-06-27,176.5,10.5,19.1
702,Minneapolis,44.979,-93.2649,2023-06-28,184.4,17.2,32.8
703,Minneapolis,44.979,-93.2649,2023-06-29,289.3,13.6,25.3
704,Minneapolis,44.979,-93.2649,2023-06-30,296.5,10.3,17.3
705,Minneapolis,44.979,-93.2649,2023-07-01,6.2,8.4,11.4
706,Minneapolis,44.979,-93.2649,2023-07-02,334.1,8.9,9.2
707,Minneapolis,44.979,-93.2649,2023-07-03,223.3,15.3,35.6
708,Minneapolis,44.979,-93.2649,2023-07-04,78.0,12.5,35.5
709,Minneapolis,44.979,-93.2649,2023-07-05,323.5,14.1,29.8
710,Minneapolis,44.979,-93.2649,2023-07-06,314.3,11.3,21.9
711,Minneapolis,44.979,-93.2649,2023-07-07,232.4,10.7,13.9
712,Minneapolis,44.979,-93.2649,2023-07-08,308.8,12.9,19.5
713,Minneapolis,44.979,-93.2649,2023-07-09,233.3,18.6,35.6
714,Minneapolis,44.979,-93.2649,2023-07-10,257.0,19.0,31.6
715,Minneapolis,44.979,-93.2649,2023-07-11,8.3,7.8,31.1
716,Minneapolis,44.979,-93.2649,2023-07-12,84.9,9.6,11.4
717,Minneapolis,44.979,-93.2649,2023-07-13,243.0,15.5,59.8
718,Minneapolis,44.979,-93.2649,2023-07-14,240.4,14.6,34.6
719,Minneapolis,44.979,-93.2649,2023-07-15,290.9,18.5,32.2
720,Minneapolis,44.979,-93.2649,2023-07-16,282.5,22.0,39.6
721,Minneapolis,44.979,-93.2649,2023-07-17,311.0,15.0,24.8
722,Minneapolis,44.979,-93.2649,2023-07-18,259.9,8.0,10.3
723,Minneapolis,44.979,-93.2649,2023-07-19,213.4,15.8,41.2
724,Minneapolis,44.979,-93.2649,2023-07-20,324.0,15.1,26.4
725,Minneapolis,44.979,-93.2649,2023-07-21,281.5,11.2,33.3
726,Minneapolis,44.979,-93.2649,2023-07-22,266.8,15.4,32.4
727,Minneapolis,44.979,-93.2649,2023-07-23,311.4,7.6,11.4
728,Minneapolis,44.979,-93.2649,2023-07-24,154.8,9.6,37.8
729,Minneapolis,44.979,-93.2649,2023-07-25,153.1,12.3,22.0
730,Minneapolis,44.979,-93.2649,2023-07-26,261.4,17.1,40.0
731,Minneapolis,44.979,-93.2649,2023-07-27,169.5,17.7,37.3
732,Minneapolis,44.979,-93.2649,2023-07-28,69.3,14.3,46.6
733,Minneapolis,44.979,-93.2649,2023-07-29,354.4,11.1,27.7
734,Minneapolis,44.979,-93.2649,2023-07-30,6.8,7.7,13.9
735,Minneapolis,44.979,-93.2649,2023-07-31,133.8,7.4,9.2
736,Denver,39.74,-104.992,2023-05-01,55.0,10.0,20.8
737,Denver,39.74,-104.992,2023-05-02,182.3,18.7,33.1
738,Denver,39.74,-104.992,2023-05-03,192.7,14.7,36.7
739,Denver,39.74,-104.992,2023-05-04,220.5,25.0,44.0
740,Denver,39.74,-104.992,2023-05-05,218.7,19.4,33.8
741,Denver,39.74,-104.992,2023-05-06,79.8,11.9,32.2
742,Denver,39.74,-104.992,2023-05-07,29.0,16.0,32.5
743,Denver,39.74,-104.992,2023-05-08,154.3,14.7,37.8
744,Denver,39.74,-104.992,2023-05-09,80.7,18.2,31.2
745,Denver,39.74,-104.992,2023-05-10,5.5,24.6,39.4
746,Denver,39.74,-104.992,2023-05-11,341.4,19.8,38.1
747,Denver,39.74,-104.992,2023-05-12,350.0,26.3,39.2
748,Denver,39.74,-104.992,2023-05-13,29.9,14.2,21.9
