,city,latitude,longitude,date,conditions,description
287,Atlanta,33.7483,-84.3911,2023-05-12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
288,Atlanta,33.7483,-84.3911,2023-05-13,Partially cloudy,Partly cloudy throughout the day.
289,Atlanta,33.7483,-84.3911,2023-05-14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
290,Atlanta,33.7483,-84.3911,2023-05-15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
291,Atlanta,33.7483,-84.3911,2023-05-16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
292,Atlanta,33.7483,-84.3911,2023-05-17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
293,Atlanta,33.7483,-84.3911,2023-05-18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
294,Atlanta,33.7483,-84.3911,2023-05-19,Partially cloudy,Partly cloudy throughout the day.
295,Atlanta,33.7483,-84.3911,2023-05-20,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
296,Atlanta,33.7483,-84.3911,2023-05-21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
297,Atlanta,33.7483,-84.3911,2023-05-22,"Rain, Overcast",Cloudy skies throughout the day with rain.
298,Atlanta,33.7483,-84.3911,2023-05-23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
299,Atlanta,33.7483,-84.3911,2023-05-24,Partially cloudy,Partly cloudy throughout the day.
300,Atlanta,33.7483,-84.3911,2023-05-25,Partially cloudy,Partly cloudy throughout the day.
301,Atlanta,33.7483,-84.3911,2023-05-26,Partially cloudy,Partly cloudy throughout the day.
302,Atlanta,33.7483,-84.3911,2023-05-27,Partially cloudy,Partly cloudy throughout the day.
303,Atlanta,33.7483,-84.3911,2023-05-28,Partially cloudy,Partly cloudy throughout the day.
304,Atlanta,33.7483,-84.3911,2023-05-29,Partially cloudy,Partly cloudy throughout the day.
305,Atlanta,33.7483,-84.3911,2023-05-30,Partially cloudy,Partly cloudy throughout the day.
306,Atlanta,33.7483,-84.3911,2023-05-31,Partially cloudy,Partly cloudy throughout the day.
307,Atlanta,33.7483,-84.3911,2023-06-01,Partially cloudy,Partly cloudy throughout the day.
308,Atlanta,33.7483,-84.3911,2023-06-02,Partially cloudy,Becoming cloudy in the afternoon.
309,Atlanta,33.7483,-84.3911,2023-06-03,Partially cloudy,Partly cloudy throughout the day.
310,Atlanta,33.7483,-84.3911,2023-06-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
311,Atlanta,33.7483,-84.3911,2023-06-05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
312,Atlanta,33.7483,-84.3911,2023-06-06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
313,Atlanta,33.7483,-84.3911,2023-06-07,Partially cloudy,Partly cloudy throughout the day.
314,Atlanta,33.7483,-84.3911,2023-06-08,Partially cloudy,Clearing in the afternoon.
315,Atlanta,33.7483,-84.3911,2023-06-09,Partially cloudy,Clearing in the afternoon.
316,Atlanta,33.7483,-84.3911,2023-06-10,Partially cloudy,Becoming cloudy in the afternoon.
317,Atlanta,33.7483,-84.3911,2023-06-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
318,Atlanta,33.7483,-84.3911,2023-06-12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
319,Atlanta,33.7483,-84.3911,2023-06-13,Partially cloudy,Partly cloudy throughout the day.
320,Atlanta,33.7483,-84.3911,2023-06-14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
321,Atlanta,33.7483,-84.3911,2023-06-15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
322,Atlanta,33.7483,-84.3911,2023-06-16,Partially cloudy,Partly cloudy throughout the day.
323,Atlanta,33.7483,-84.3911,2023-06-17,Partially cloudy,Partly cloudy throughout the day.
324,Atlanta,33.7483,-84.3911,2023-06-18,Partially cloudy,Partly cloudy throughout the day.
325,Atlanta,33.7483,-84.3911,2023-06-19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
326,Atlanta,33.7483,-84.3911,2023-06-20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
327,Atlanta,33.7483,-84.3911,2023-06-21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
328,Atlanta,33.7483,-84.3911,2023-06-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
329,Atlanta,33.7483,-84.3911,2023-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
330,Atlanta,33.7483,-84.3911,2023-06-24,Partially cloudy,Partly cloudy throughout the day.
331,Atlanta,33.7483,-84.3911,2023-06-25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
332,Atlanta,33.7483,-84.3911,2023-06-26,Partially cloudy,Partly cloudy throughout the day.
333,Atlanta,33.7483,-84.3911,2023-06-27,Clear,Clear conditions throughout the day.
334,Atlanta,33.7483,-84.3911,2023-06-28,Clear,Clear conditions throughout the day.
335,Atlanta,33.7483,-84.3911,2023-06-29,Clear,Clear conditions throughout the day.
336,Atlanta,33.7483,-84.3911,2023-06-30,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
337,Atlanta,33.7483,-84.3911,2023-07-01,Partially cloudy,Partly cloudy throughout the day.
338,Atlanta,33.7483,-84.3911,2023-07-02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
339,Atlanta,33.7483,-84.3911,2023-07-03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
340,Atlanta,33.7483,-84.3911,2023-07-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
341,Atlanta,33.7483,-84.3911,2023-07-05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
342,Atlanta,33.7483,-84.3911,2023-07-06,Partially cloudy,Partly cloudy throughout the day.
343,Atlanta,33.7483,-84.3911,2023-07-07,Partially cloudy,Becoming cloudy in the afternoon.
344,Atlanta,33.7483,-84.3911,2023-07-08,Partially cloudy,Partly cloudy throughout the day.
345,Atlanta,33.7483,-84.3911,2023-07-09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
346,Atlanta,33.7483,-84.3911,2023-07-10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
347,Atlanta,33.7483,-84.3911,2023-07-11,Partially cloudy,Partly cloudy throughout the day.
348,Atlanta,33.7483,-84.3911,2023-07-12,Partially cloudy,Partly cloudy throughout the day.
349,Atlanta,33.7483,-84.3911,2023-07-13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
350,Atlanta,33.7483,-84.3911,2023-07-14,Partially cloudy,Partly cloudy throughout the day.
351,Atlanta,33.7483,-84.3911,2023-07-15,Partially cloudy,Partly cloudy throughout the day.
352,Atlanta,33.7483,-84.3911,2023-07-16,Partially cloudy,Partly cloudy throughout the day.
353,Atlanta,33.7483,-84.3911,2023-07-17,Partially cloudy,Partly cloudy throughout the day.
354,Atlanta,33.7483,-84.3911,2023-07-18,Clear,Clear conditions throughout the day.
355,Atlanta,33.7483,-84.3911,2023-07-19,Partially cloudy,Partly cloudy throughout the day.
356,Atlanta,33.7483,-84.3911,2023-07-20,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
357,Atlanta,33.7483,-84.3911,2023-07-21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
358,Atlanta,33.7483,-84.3911,2023-07-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
359,Atlanta,33.7483,-84.3911,2023-07-23,Partially cloudy,Partly cloudy throughout the day.
360,Atlanta,33.7483,-84.3911,2023-07-24,Clear,Clear conditions throughout the day.
361,Atlanta,33.7483,-84.3911,2023-07-25,Clear,Clear conditions throughout the day.
362,Atlanta,33.7483,-84.3911,2023-07-26,Clear,Clear conditions throughout the day.
363,Atlanta,33.7483,-84.3911,2023-07-27,Clear,Clear conditions throughout the day.
364,Atlanta,33.7483,-84.3911,2023-07-28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
365,Atlanta,33.7483,-84.3911,2023-07-29,Partially cloudy,Partly cloudy throughout the day.
366,Atlanta,33.7483,-84.3911,2023-07-30,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
367,Atlanta,33.7483,-84.3911,2023-07-31,Clear,Clear conditions throughout the day.
368,Miami,25.7748,-80.1977,2023-05-01,Clear,Clear conditions throughout the day.
369,Miami,25.7748,-80.1977,2023-05-02,Partially cloudy,Partly cloudy throughout the day.
370,Miami,25.7748,-80.1977,2023-05-03,Partially cloudy,Partly cloudy throughout the day.
371,Miami,25.7748,-80.1977,2023-05-04,Partially cloudy,Partly cloudy throughout the day.
372,Miami,25.7748,-80.1977,2023-05-05,Partially cloudy,Partly cloudy throughout the day.
373,Miami,25.7748,-80.1977,2023-05-06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
374,Miami,25.7748,-80.1977,2023-05-07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
375,Miami,25.7748,-80.1977,2023-05-08,Partially cloudy,Partly cloudy throughout the day.
376,Miami,25.7748,-80.1977,2023-05-09,Partially cloudy,Partly cloudy throughout the day.
377,Miami,25.7748,-80.1977,2023-05-10,Clear,Clear conditions throughout the day.
378,Miami,25.7748,-80.1977,2023-05-11,Partially cloudy,Partly cloudy throughout the day.
379,Miami,25.7748,-80.1977,2023-05-12,Partially cloudy,Partly cloudy throughout the day.
380,Miami,25.7748,-80.1977,2023-05-13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
381,Miami,25.7748,-80.1977,2023-05-14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
382,Miami,25.7748,-80.1977,2023-05-15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
383,Miami,25.7748,-80.1977,2023-05-16,Partially cloudy,Partly cloudy throughout the day.
384,Miami,25.7748,-80.1977,2023-05-17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
385,Miami,25.7748,-80.1977,2023-05-18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
386,Miami,25.7748,-80.1977,2023-05-19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
387,Miami,25.7748,-80.1977,2023-05-20,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
388,Miami,25.7748,-80.1977,2023-05-21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
389,Miami,25.7748,-80.1977,2023-05-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
390,Miami,25.7748,-80.1977,2023-05-23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
391,Miami,25.7748,-80.1977,2023-05-24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
392,Miami,25.7748,-80.1977,2023-05-25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
393,Miami,25.7748,-80.1977,2023-05-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
394,Miami,25.7748,-80.1977,2023-05-27,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
395,Miami,25.7748,-80.1977,2023-05-28,Partially cloudy,Partly cloudy throughout the day.
396,Miami,25.7748,-80.1977,2023-05-29,Partially cloudy,Partly cloudy throughout the day.
397,Miami,25.7748,-80.1977,2023-05-30,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
398,Miami,25.7748,-80.1977,2023-05-31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
399,Miami,25.7748,-80.1977,2023-06-01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
400,Miami,25.7748,-80.1977,2023-06-02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
401,Miami,25.7748,-80.1977,2023-06-03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
402,Miami,25.7748,-80.1977,2023-06-04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
403,Miami,25.7748,-80.1977,2023-06-05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
404,Miami,25.7748,-80.1977,2023-06-06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
405,Miami,25.7748,-80.1977,2023-06-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
406,Miami,25.7748,-80.1977,2023-06-08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
407,Miami,25.7748,-80.1977,2023-06-09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
408,Miami,25.7748,-80.1977,2023-06-10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
409,Miami,25.7748,-80.1977,2023-06-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
410,Miami,25.7748,-80.1977,2023-06-12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
411,Miami,25.7748,-80.1977,2023-06-13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
412,Miami,25.7748,-80.1977,2023-06-14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
413,Miami,25.7748,-80.1977,2023-06-15,Partially cloudy,Partly cloudy throughout the day.
414,Miami,25.7748,-80.1977,2023-06-16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
415,Miami,25.7748,-80.1977,2023-06-17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
416,Miami,25.7748,-80.1977,2023-06-18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
417,Miami,25.7748,-80.1977,2023-06-19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
418,Miami,25.7748,-80.1977,2023-06-20,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
419,Miami,25.7748,-80.1977,2023-06-21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
420,Miami,25.7748,-80.1977,2023-06-22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
421,Miami,25.7748,-80.1977,2023-06-23,Partially cloudy,Partly cloudy throughout the day.
422,Miami,25.7748,-80.1977,2023-06-24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
423,Miami,25.7748,-80.1977,2023-06-25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
424,Miami,25.7748,-80.1977,2023-06-26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
425,Miami,25.7748,-80.1977,2023-06-27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
426,Miami,25.7748,-80.1977,2023-06-28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
427,Miami,25.7748,-80.1977,2023-06-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
428,Miami,25.7748,-80.1977,2023-06-30,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
429,Miami,25.7748,-80.1977,2023-07-01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
430,Miami,25.7748,-80.1977,2023-07-02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
431,Miami,25.7748,-80.1977,2023-07-03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
432,Miami,25.7748,-80.1977,2023-07-04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
433,Miami,25.7748,-80.1977,2023-07-05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
434,Miami,25.7748,-80.1977,2023-07-06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
435,Miami,25.7748,-80.1977,2023-07-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
436,Miami,25.7748,-80.1977,2023-07-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
437,Miami,25.7748,-80.1977,2023-07-09,Partially cloudy,Partly cloudy throughout the day.
438,Miami,25.7748,-80.1977,2023-07-10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
439,Miami,25.7748,-80.1977,2023-07-11,Partially cloudy,Partly cloudy throughout the day.
440,Miami,25.7748,-80.1977,2023-07-12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
441,Miami,25.7748,-80.1977,2023-07-13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
442,Miami,25.7748,-80.1977,2023-07-14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
443,Miami,25.7748,-80.1977,2023-07-15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
444,Miami,25.7748,-80.1977,2023-07-16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
445,Miami,25.7748,-80.1977,2023-07-17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
446,Miami,25.7748,-80.1977,2023-07-18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
447,Miami,25.7748,-80.1977,2023-07-19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
448,Miami,25.7748,-80.1977,2023-07-20,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
449,Miami,25.7748,-80.1977,2023-07-21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
450,Miami,25.7748,-80.1977,2023-07-22,Partially cloudy,Partly cloudy throughout the day.
451,Miami,25.7748,-80.1977,2023-07-23,Partially cloudy,Partly cloudy throughout the day.
452,Miami,25.7748,-80.1977,2023-07-24,Partially cloudy,Partly cloudy throughout the day.
453,Miami,25.7748,-80.1977,2023-07-25,Partially cloudy,Partly cloudy throughout the day.
454,Miami,25.7748,-80.1977,2023-07-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
455,Miami,25.7748,-80.1977,2023-07-27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
456,Miami,25.7748,-80.1977,2023-07-28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
457,Miami,25.7748,-80.1977,2023-07-29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
458,Miami,25.7748,-80.1977,2023-07-30,Partially cloudy,Partly cloudy throughout the day.
459,Miami,25.7748,-80.1977,2023-07-31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
460,Houston,29.7608,-95.3695,2023-05-01,Clear,Clear conditions throughout the day.
461,Houston,29.7608,-95.3695,2023-05-02,Partially cloudy,Partly cloudy throughout the day.
462,Houston,29.7608,-95.3695,2023-05-03,Partially cloudy,Partly cloudy throughout the day.
463,Houston,29.7608,-95.3695,2023-05-04,Overcast,Cloudy skies throughout the day.
464,Houston,29.7608,-95.3695,2023-05-05,Partially cloudy,Partly cloudy throughout the day.
465,Houston,29.7608,-95.3695,2023-05-06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
466,Houston,29.7608,-95.3695,2023-05-07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
467,Houston,29.7608,-95.3695,2023-05-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
468,Houston,29.7608,-95.3695,2023-05-09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
469,Houston,29.7608,-95.3695,2023-05-10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
470,Houston,29.7608,-95.3695,2023-05-11,Partially cloudy,Partly cloudy throughout the day.
471,Houston,29.7608,-95.3695,2023-05-12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
472,Houston,29.7608,-95.3695,2023-05-13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
473,Houston,29.7608,-95.3695,2023-05-14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
474,Houston,29.7608,-95.3695,2023-05-15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
475,Houston,29.7608,-95.3695,2023-05-16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
476,Houston,29.7608,-95.3695,2023-05-17,Partially cloudy,Partly cloudy throughout the day.
477,Houston,29.7608,-95.3695,2023-05-18,Partially cloudy,Partly cloudy throughout the day.
478,Houston,29.7608,-95.3695,2023-05-19,Partially cloudy,Partly cloudy throughout the day.
479,Houston,29.7608,-95.3695,2023-05-20,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
480,Houston,29.7608,-95.3695,2023-05-21,Partially cloudy,Partly cloudy throughout the day.
481,Houston,29.7608,-95.3695,2023-05-22,Partially cloudy,Partly cloudy throughout the day.
482,Houston,29.7608,-95.3695,2023-05-23,Partially cloudy,Partly cloudy throughout the day.
483,Houston,29.7608,-95.3695,2023-05-24,Partially cloudy,Clearing in the afternoon.
484,Houston,29.7608,-95.3695,2023-05-25,Partially cloudy,Partly cloudy throughout the day.
485,Houston,29.7608,-95.3695,2023-05-26,Partially cloudy,Clearing in the afternoon.
486,Houston,29.7608,-95.3695,2023-05-27,Partially cloudy,Partly cloudy throughout the day.
487,Houston,29.7608,-95.3695,2023-05-28,Partially cloudy,Partly cloudy throughout the day.
488,Houston,29.7608,-95.3695,2023-05-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
489,Houston,29.7608,-95.3695,2023-05-30,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
490,Houston,29.7608,-95.3695,2023-05-31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
491,Houston,29.7608,-95.3695,2023-06-01,Partially cloudy,Partly cloudy throughout the day.
492,Houston,29.7608,-95.3695,2023-06-02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
493,Houston,29.7608,-95.3695,2023-06-03,Partially cloudy,Partly cloudy throughout the day.
494,Houston,29.7608,-95.3695,2023-06-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
495,Houston,29.7608,-95.3695,2023-06-05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
496,Houston,29.7608,-95.3695,2023-06-06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
497,Houston,29.7608,-95.3695,2023-06-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
498,Houston,29.7608,-95.3695,2023-06-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
499,Houston,29.7608,-95.3695,2023-06-09,Partially cloudy,Partly cloudy throughout the day.
500,Houston,29.7608,-95.3695,2023-06-10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
501,Houston,29.7608,-95.3695,2023-06-11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
502,Houston,29.7608,-95.3695,2023-06-12,Partially cloudy,Partly cloudy throughout the day.
503,Houston,29.7608,-95.3695,2023-06-13,Partially cloudy,Partly cloudy throughout the day.
504,Houston,29.7608,-95.3695,2023-06-14,Partially cloudy,Partly cloudy throughout the day.
505,Houston,29.7608,-95.3695,2023-06-15,Partially cloudy,Clearing in the afternoon.
506,Houston,29.7608,-95.3695,2023-06-16,Partially cloudy,Partly cloudy throughout the day.
507,Houston,29.7608,-95.3695,2023-06-17,Partially cloudy,Partly cloudy throughout the day.
508,Houston,29.7608,-95.3695,2023-06-18,Partially cloudy,Clearing in the afternoon.
509,Houston,29.7608,-95.3695,2023-06-19,Partially cloudy,Clearing in the afternoon.
510,Houston,29.7608,-95.3695,2023-06-20,Partially cloudy,Clearing in the afternoon.
511,Houston,29.7608,-95.3695,2023-06-21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
512,Houston,29.7608,-95.3695,2023-06-22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
513,Houston,29.7608,-95.3695,2023-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
514,Houston,29.7608,-95.3695,2023-06-24,Partially cloudy,Clearing in the afternoon.
515,Houston,29.7608,-95.3695,2023-06-25,Partially cloudy,Clearing in the afternoon.
516,Houston,29.7608,-95.3695,2023-06-26,Partially cloudy,Partly cloudy throughout the day.
517,Houston,29.7608,-95.3695,2023-06-27,Partially cloudy,Clearing in the afternoon.
518,Houston,29.7608,-95.3695,2023-06-28,Partially cloudy,Clearing in the afternoon.
519,Houston,29.7608,-95.3695,2023-06-29,Clear,Clear conditions throughout the day.
520,Houston,29.7608,-95.3695,2023-06-30,Clear,Partly cloudy throughout the day.
521,Houston,29.7608,-95.3695,2023-07-01,Clear,Clear conditions throughout the day.
522,Houston,29.7608,-95.3695,2023-07-02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
523,Houston,29.7608,-95.3695,2023-07-03,Partially cloudy,Clearing in the afternoon.
524,Houston,29.7608,-95.3695,2023-07-04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
525,Houston,29.7608,-95.3695,2023-07-05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
526,Houston,29.7608,-95.3695,2023-07-06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
527,Houston,29.7608,-95.3695,2023-07-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
528,Houston,29.7608,-95.3695,2023-07-08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
529,Houston,29.7608,-95.3695,2023-07-09,Partially cloudy,Partly cloudy throughout the day.
530,Houston,29.7608,-95.3695,2023-07-10,Partially cloudy,Partly cloudy throughout the day.
531,Houston,29.7608,-95.3695,2023-07-11,Partially cloudy,Partly cloudy throughout the day.
532,Houston,29.7608,-95.3695,2023-07-12,Partially cloudy,Partly cloudy throughout the day.
533,Houston,29.7608,-95.3695,2023-07-13,Partially cloudy,Clearing in the afternoon.
534,Houston,29.7608,-95.3695,2023-07-14,Partially cloudy,Partly cloudy throughout the day.
535,Houston,29.7608,-95.3695,2023-07-15,Partially cloudy,Partly cloudy throughout the day.
536,Houston,29.7608,-95.3695,2023-07-16,Partially cloudy,Clearing in the afternoon.
537,Houston,29.7608,-95.3695,2023-07-17,Clear,Clear conditions throughout the day.
538,Houston,29.7608,-95.3695,2023-07-18,Partially cloudy,Clearing in the afternoon.
539,Houston,29.7608,-95.3695,2023-07-19,Partially cloudy,Clearing in the afternoon.
540,Houston,29.7608,-95.3695,2023-07-20,Partially cloudy,Partly cloudy throughout the day.
541,Houston,29.7608,-95.3695,2023-07-21,Partially cloudy,Partly cloudy throughout the day.
542,Houston,29.7608,-95.3695,2023-07-22,Partially cloudy,Partly cloudy throughout the day.
543,Houston,29.7608,-95.3695,2023-07-23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
544,Houston,29.7608,-95.3695,2023-07-24,Partially cloudy,Partly cloudy throughout the day.
545,Houston,29.7608,-95.3695,2023-07-25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
546,Houston,29.7608,-95.3695,2023-07-26,Clear,Clear conditions throughout the day.
547,Houston,29.7608,-95.3695,2023-07-27,Clear,Clear conditions throughout the day.
548,Houston,29.7608,-95.3695,2023-07-28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
549,Houston,29.7608,-95.3695,2023-07-29,Partially cloudy,Partly cloudy throughout the day.
550,Houston,29.7608,-95.3695,2023-07-30,Partially cloudy,Partly cloudy throughout the day.
551,Houston,29.7608,-95.3695,2023-07-31,Partially cloudy,Partly cloudy throughout the day.
552,Kansas City,39.1034,-94.5831,2023-05-01,Clear,Clear conditions throughout the day.
553,Kansas City,39.1034,-94.5831,2023-05-02,Clear,Clear conditions throughout the day.
