,city,latitude,longitude,date,cloudcover,dewpoint,pressure,uv_index,visibility
302,Atlanta,33.7483,-84.3911,2023-05-27,23.8,43.6,1018.8,5.0,9.9
303,Atlanta,33.7483,-84.3911,2023-05-28,38.9,51.9,1015.4,5.0,9.9
304,Atlanta,33.7483,-84.3911,2023-05-29,51.8,54.5,1012.8,5.0,9.9
305,Atlanta,33.7483,-84.3911,2023-05-30,45.4,58.3,1013.7,5.0,9.9
306,Atlanta,33.7483,-84.3911,2023-05-31,73.1,61.9,1016.7,5.0,9.9
307,Atlanta,33.7483,-84.3911,2023-06-01,48.5,61.2,1016.2,5.0,9.9
308,Atlanta,33.7483,-84.3911,2023-06-02,29.6,59.5,1012.6,5.0,9.9
309,Atlanta,33.7483,-84.3911,2023-06-03,24.2,54.9,1009.6,5.0,9.9
310,Atlanta,33.7483,-84.3911,2023-06-04,47.8,61.5,1011.5,5.0,9.5
311,Atlanta,33.7483,-84.3911,2023-06-05,43.1,63.5,1014.1,5.0,8.8
312,Atlanta,33.7483,-84.3911,2023-06-06,31.8,64.1,1012.0,5.0,9.6
313,Atlanta,33.7483,-84.3911,2023-06-07,27.0,61.6,1007.9,5.0,9.3
314,Atlanta,33.7483,-84.3911,2023-06-08,42.6,56.8,1006.9,5.0,9.5
315,Atlanta,33.7483,-84.3911,2023-06-09,23.1,48.3,1010.3,5.0,9.6
316,Atlanta,33.7483,-84.3911,2023-06-10,29.6,52.8,1011.9,5.0,9.2
317,Atlanta,33.7483,-84.3911,2023-06-11,69.1,63.3,1009.8,5.0,8.9
318,Atlanta,33.7483,-84.3911,2023-06-12,70.0,64.7,1009.2,5.0,9.8
319,Atlanta,33.7483,-84.3911,2023-06-13,38.6,57.7,1011.7,5.0,9.9
320,Atlanta,33.7483,-84.3911,2023-06-14,72.0,66.5,1009.5,5.0,9.2
321,Atlanta,33.7483,-84.3911,2023-06-15,75.4,66.2,1008.8,5.0,9.8
322,Atlanta,33.7483,-84.3911,2023-06-16,61.7,65.8,1009.8,8.0,9.7
323,Atlanta,33.7483,-84.3911,2023-06-17,26.2,63.2,1011.0,5.0,9.8
324,Atlanta,33.7483,-84.3911,2023-06-18,28.1,64.0,1011.3,5.0,8.4
325,Atlanta,33.7483,-84.3911,2023-06-19,78.1,69.3,1009.9,5.0,9.1
326,Atlanta,33.7483,-84.3911,2023-06-20,85.2,67.9,1008.9,5.0,9.3
327,Atlanta,33.7483,-84.3911,2023-06-21,99.6,66.6,1009.8,5.0,8.2
328,Atlanta,33.7483,-84.3911,2023-06-22,84.9,65.3,1011.0,5.0,8.0
329,Atlanta,33.7483,-84.3911,2023-06-23,63.0,65.8,1013.3,5.0,9.1
330,Atlanta,33.7483,-84.3911,2023-06-24,27.7,63.0,1014.6,5.0,9.9
331,Atlanta,33.7483,-84.3911,2023-06-25,40.7,65.5,1014.2,5.0,9.1
332,Atlanta,33.7483,-84.3911,2023-06-26,47.9,68.3,1010.7,5.0,9.3
333,Atlanta,33.7483,-84.3911,2023-06-27,12.1,63.4,1010.9,5.0,9.9
334,Atlanta,33.7483,-84.3911,2023-06-28,9.2,63.4,1013.7,5.0,9.7
335,Atlanta,33.7483,-84.3911,2023-06-29,17.7,66.1,1015.8,5.0,6.1
336,Atlanta,33.7483,-84.3911,2023-06-30,29.4,69.0,1016.6,5.0,6.5
337,Atlanta,33.7483,-84.3911,2023-07-01,37.5,70.0,1015.7,5.0,9.6
338,Atlanta,33.7483,-84.3911,2023-07-02,44.0,69.8,1014.6,5.0,9.7
339,Atlanta,33.7483,-84.3911,2023-07-03,53.7,70.8,1015.5,5.0,9.5
340,Atlanta,33.7483,-84.3911,2023-07-04,50.5,70.6,1017.0,5.0,9.2
341,Atlanta,33.7483,-84.3911,2023-07-05,41.6,71.4,1016.6,5.0,7.8
342,Atlanta,33.7483,-84.3911,2023-07-06,33.5,71.2,1014.2,5.0,9.8
343,Atlanta,33.7483,-84.3911,2023-07-07,37.6,70.8,1012.2,5.0,9.9
344,Atlanta,33.7483,-84.3911,2023-07-08,34.3,69.9,1011.2,5.0,9.9
345,Atlanta,33.7483,-84.3911,2023-07-09,57.5,69.1,1011.5,5.0,9.7
346,Atlanta,33.7483,-84.3911,2023-07-10,71.0,68.0,1012.0,5.0,8.9
347,Atlanta,33.7483,-84.3911,2023-07-11,20.1,65.8,1015.1,5.0,9.9
348,Atlanta,33.7483,-84.3911,2023-07-12,34.9,67.9,1015.6,5.0,9.9
349,Atlanta,33.7483,-84.3911,2023-07-13,33.1,71.5,1013.5,5.0,9.9
350,Atlanta,33.7483,-84.3911,2023-07-14,52.2,72.7,1013.1,5.0,9.9
351,Atlanta,33.7483,-84.3911,2023-07-15,44.4,71.9,1012.2,5.0,9.9
352,Atlanta,33.7483,-84.3911,2023-07-16,32.2,69.3,1013.8,5.0,9.7
353,Atlanta,33.7483,-84.3911,2023-07-17,24.6,65.3,1015.8,5.0,5.9
354,Atlanta,33.7483,-84.3911,2023-07-18,18.1,67.9,1017.4,5.0,5.3
355,Atlanta,33.7483,-84.3911,2023-07-19,36.4,67.8,1018.7,5.0,9.9
356,Atlanta,33.7483,-84.3911,2023-07-20,37.1,71.7,1017.6,5.0,9.4
357,Atlanta,33.7483,-84.3911,2023-07-21,58.5,71.0,1013.9,5.0,9.7
358,Atlanta,33.7483,-84.3911,2023-07-22,71.3,69.1,1012.2,5.0,9.7
359,Atlanta,33.7483,-84.3911,2023-07-23,38.4,66.6,1013.5,5.0,9.9
360,Atlanta,33.7483,-84.3911,2023-07-24,12.9,64.3,1017.8,5.0,9.9
361,Atlanta,33.7483,-84.3911,2023-07-25,15.1,64.7,1019.8,5.0,9.8
362,Atlanta,33.7483,-84.3911,2023-07-26,19.4,68.7,1018.9,5.0,9.7
363,Atlanta,33.7483,-84.3911,2023-07-27,13.8,68.3,1018.3,5.0,9.6
364,Atlanta,33.7483,-84.3911,2023-07-28,35.2,70.6,1018.9,5.0,9.6
365,Atlanta,33.7483,-84.3911,2023-07-29,38.1,71.7,1017.7,5.0,9.6
366,Atlanta,33.7483,-84.3911,2023-07-30,31.0,69.0,1015.5,5.0,9.9
367,Atlanta,33.7483,-84.3911,2023-07-31,18.0,66.6,1015.4,5.0,9.9
368,Miami,25.7748,-80.1977,2023-05-01,19.5,61.3,1012.6,9.0,9.9
369,Miami,25.7748,-80.1977,2023-05-02,34.5,63.8,1013.1,9.0,9.9
370,Miami,25.7748,-80.1977,2023-05-03,48.4,64.7,1012.2,9.0,9.9
371,Miami,25.7748,-80.1977,2023-05-04,24.2,58.2,1014.5,9.0,9.9
372,Miami,25.7748,-80.1977,2023-05-05,35.5,63.9,1017.0,9.0,9.9
373,Miami,25.7748,-80.1977,2023-05-06,48.6,66.9,1018.3,9.0,9.7
374,Miami,25.7748,-80.1977,2023-05-07,68.0,67.4,1019.0,7.0,9.8
375,Miami,25.7748,-80.1977,2023-05-08,32.5,63.8,1017.7,8.0,9.9
376,Miami,25.7748,-80.1977,2023-05-09,39.2,67.1,1017.0,9.0,9.9
377,Miami,25.7748,-80.1977,2023-05-10,19.9,67.0,1016.5,8.0,9.9
378,Miami,25.7748,-80.1977,2023-05-11,34.1,67.5,1017.2,8.0,9.9
379,Miami,25.7748,-80.1977,2023-05-12,50.0,68.3,1018.0,9.0,9.9
380,Miami,25.7748,-80.1977,2023-05-13,54.4,66.2,1017.9,9.0,9.9
381,Miami,25.7748,-80.1977,2023-05-14,64.6,67.9,1017.9,6.0,9.9
382,Miami,25.7748,-80.1977,2023-05-15,71.6,70.7,1018.1,9.0,9.8
383,Miami,25.7748,-80.1977,2023-05-16,35.8,67.6,1015.4,9.0,9.9
384,Miami,25.7748,-80.1977,2023-05-17,47.6,70.7,1012.3,7.0,9.6
385,Miami,25.7748,-80.1977,2023-05-18,28.5,69.6,1013.7,9.0,9.9
386,Miami,25.7748,-80.1977,2023-05-19,50.1,72.8,1015.6,8.0,9.8
387,Miami,25.7748,-80.1977,2023-05-20,50.8,72.4,1015.2,8.0,9.9
388,Miami,25.7748,-80.1977,2023-05-21,51.4,71.8,1013.7,9.0,9.9
389,Miami,25.7748,-80.1977,2023-05-22,64.0,72.0,1012.7,9.0,9.8
390,Miami,25.7748,-80.1977,2023-05-23,69.3,72.9,1012.0,6.0,9.5
391,Miami,25.7748,-80.1977,2023-05-24,54.4,70.7,1009.7,8.0,9.7
392,Miami,25.7748,-80.1977,2023-05-25,55.4,69.8,1007.8,8.0,9.4
393,Miami,25.7748,-80.1977,2023-05-26,62.5,70.6,1009.0,5.0,9.7
394,Miami,25.7748,-80.1977,2023-05-27,48.8,70.3,1011.9,7.0,9.9
395,Miami,25.7748,-80.1977,2023-05-28,33.9,69.2,1013.3,8.0,9.9
396,Miami,25.7748,-80.1977,2023-05-29,46.3,68.7,1012.4,8.0,9.9
397,Miami,25.7748,-80.1977,2023-05-30,74.5,71.3,1011.9,9.0,9.7
398,Miami,25.7748,-80.1977,2023-05-31,67.6,72.9,1011.8,7.0,9.8
399,Miami,25.7748,-80.1977,2023-06-01,64.1,72.1,1010.7,6.0,9.9
400,Miami,25.7748,-80.1977,2023-06-02,63.2,71.2,1008.0,6.0,9.7
401,Miami,25.7748,-80.1977,2023-06-03,51.8,72.9,1005.6,7.0,9.6
402,Miami,25.7748,-80.1977,2023-06-04,68.0,72.0,1005.2,8.0,9.7
403,Miami,25.7748,-80.1977,2023-06-05,57.7,71.8,1010.0,7.0,9.6
404,Miami,25.7748,-80.1977,2023-06-06,78.7,71.5,1013.3,6.0,9.8
405,Miami,25.7748,-80.1977,2023-06-07,53.9,72.6,1011.2,8.0,9.7
406,Miami,25.7748,-80.1977,2023-06-08,56.1,73.4,1010.5,9.0,9.5
407,Miami,25.7748,-80.1977,2023-06-09,56.4,72.0,1010.5,8.0,9.9
408,Miami,25.7748,-80.1977,2023-06-10,35.3,72.5,1011.9,7.0,9.7
409,Miami,25.7748,-80.1977,2023-06-11,43.2,74.1,1013.4,9.0,9.8
410,Miami,25.7748,-80.1977,2023-06-12,60.0,74.8,1014.1,8.0,9.5
411,Miami,25.7748,-80.1977,2023-06-13,63.0,74.9,1015.0,9.0,9.9
412,Miami,25.7748,-80.1977,2023-06-14,51.7,75.6,1014.9,9.0,9.9
413,Miami,25.7748,-80.1977,2023-06-15,31.0,75.5,1015.0,10.0,9.9
414,Miami,25.7748,-80.1977,2023-06-16,52.5,74.5,1015.4,5.0,9.9
415,Miami,25.7748,-80.1977,2023-06-17,60.1,73.8,1015.4,6.0,9.7
416,Miami,25.7748,-80.1977,2023-06-18,59.0,73.8,1014.6,7.0,9.9
417,Miami,25.7748,-80.1977,2023-06-19,59.2,73.4,1015.3,10.0,9.3
418,Miami,25.7748,-80.1977,2023-06-20,51.7,73.2,1014.9,10.0,9.5
419,Miami,25.7748,-80.1977,2023-06-21,61.0,72.8,1014.2,9.0,9.9
420,Miami,25.7748,-80.1977,2023-06-22,59.0,75.5,1015.7,5.0,9.8
421,Miami,25.7748,-80.1977,2023-06-23,60.5,77.6,1017.0,7.0,9.9
422,Miami,25.7748,-80.1977,2023-06-24,62.6,76.8,1016.8,9.0,9.6
423,Miami,25.7748,-80.1977,2023-06-25,65.0,75.5,1015.7,6.0,9.8
424,Miami,25.7748,-80.1977,2023-06-26,48.0,75.7,1014.8,9.0,9.6
425,Miami,25.7748,-80.1977,2023-06-27,33.9,75.6,1014.4,9.0,9.9
426,Miami,25.7748,-80.1977,2023-06-28,45.9,75.1,1014.1,7.0,9.9
427,Miami,25.7748,-80.1977,2023-06-29,73.0,74.4,1014.0,5.0,9.7
428,Miami,25.7748,-80.1977,2023-06-30,56.0,74.5,1014.6,6.0,9.9
429,Miami,25.7748,-80.1977,2023-07-01,58.2,75.6,1014.8,8.0,9.7
430,Miami,25.7748,-80.1977,2023-07-02,63.4,76.1,1015.3,9.0,9.5
431,Miami,25.7748,-80.1977,2023-07-03,54.8,77.0,1016.4,9.0,9.9
432,Miami,25.7748,-80.1977,2023-07-04,51.9,76.6,1017.5,9.0,9.8
433,Miami,25.7748,-80.1977,2023-07-05,49.4,76.6,1017.5,9.0,9.9
434,Miami,25.7748,-80.1977,2023-07-06,59.5,76.0,1016.1,8.0,9.9
435,Miami,25.7748,-80.1977,2023-07-07,57.5,74.7,1015.3,9.0,9.8
436,Miami,25.7748,-80.1977,2023-07-08,56.5,75.1,1015.5,9.0,9.9
437,Miami,25.7748,-80.1977,2023-07-09,59.3,74.7,1016.5,9.0,9.9
438,Miami,25.7748,-80.1977,2023-07-10,42.1,75.6,1017.1,8.0,9.9
439,Miami,25.7748,-80.1977,2023-07-11,42.8,74.9,1017.8,8.0,9.9
440,Miami,25.7748,-80.1977,2023-07-12,46.6,75.8,1017.0,8.0,9.9
441,Miami,25.7748,-80.1977,2023-07-13,48.9,76.3,1015.5,8.0,9.8
442,Miami,25.7748,-80.1977,2023-07-14,52.5,74.7,1015.7,8.0,9.8
443,Miami,25.7748,-80.1977,2023-07-15,54.3,74.6,1016.8,9.0,9.6
444,Miami,25.7748,-80.1977,2023-07-16,56.0,75.3,1017.4,9.0,9.9
445,Miami,25.7748,-80.1977,2023-07-17,69.2,75.4,1018.0,9.0,9.7
446,Miami,25.7748,-80.1977,2023-07-18,61.3,76.0,1018.9,8.0,9.9
447,Miami,25.7748,-80.1977,2023-07-19,56.4,75.7,1019.9,10.0,9.8
448,Miami,25.7748,-80.1977,2023-07-20,53.5,76.2,1018.9,8.0,9.8
449,Miami,25.7748,-80.1977,2023-07-21,48.8,75.3,1016.4,9.0,9.9
450,Miami,25.7748,-80.1977,2023-07-22,42.8,74.9,1015.1,9.0,9.9
451,Miami,25.7748,-80.1977,2023-07-23,24.5,74.4,1017.0,8.0,9.9
452,Miami,25.7748,-80.1977,2023-07-24,40.7,73.8,1020.0,9.0,9.9
453,Miami,25.7748,-80.1977,2023-07-25,42.2,73.9,1019.9,7.0,9.9
454,Miami,25.7748,-80.1977,2023-07-26,70.8,74.9,1018.0,4.0,9.8
455,Miami,25.7748,-80.1977,2023-07-27,80.7,74.2,1017.1,10.0,9.6
456,Miami,25.7748,-80.1977,2023-07-28,66.9,76.0,1018.4,5.0,9.6
457,Miami,25.7748,-80.1977,2023-07-29,55.7,76.0,1018.7,7.0,9.8
458,Miami,25.7748,-80.1977,2023-07-30,47.3,76.0,1016.9,9.0,9.9
459,Miami,25.7748,-80.1977,2023-07-31,58.1,75.6,1016.3,8.0,9.9
460,Houston,29.7608,-95.3695,2023-05-01,13.6,57.7,1011.0,9.0,8.9
461,Houston,29.7608,-95.3695,2023-05-02,51.7,64.9,1012.1,4.0,7.7
462,Houston,29.7608,-95.3695,2023-05-03,32.5,60.4,1013.2,7.0,8.8
463,Houston,29.7608,-95.3695,2023-05-04,96.5,68.3,1012.4,7.0,7.1
464,Houston,29.7608,-95.3695,2023-05-05,73.9,73.1,1011.7,7.0,4.4
465,Houston,29.7608,-95.3695,2023-05-06,85.7,71.3,1014.0,6.0,5.4
466,Houston,29.7608,-95.3695,2023-05-07,64.6,72.8,1014.8,3.0,3.8
467,Houston,29.7608,-95.3695,2023-05-08,83.8,71.0,1013.4,3.0,4.7
468,Houston,29.7608,-95.3695,2023-05-09,67.6,69.3,1013.0,5.0,5.2
469,Houston,29.7608,-95.3695,2023-05-10,93.4,68.1,1011.5,2.0,6.8
470,Houston,29.7608,-95.3695,2023-05-11,81.7,72.7,1010.1,7.0,7.2
471,Houston,29.7608,-95.3695,2023-05-12,86.5,73.8,1012.6,8.0,6.7
472,Houston,29.7608,-95.3695,2023-05-13,84.3,71.9,1014.4,3.0,7.5
473,Houston,29.7608,-95.3695,2023-05-14,76.3,70.8,1017.2,8.0,7.1
474,Houston,29.7608,-95.3695,2023-05-15,67.8,71.0,1019.6,7.0,8.8
475,Houston,29.7608,-95.3695,2023-05-16,52.2,67.4,1015.9,10.0,9.7
476,Houston,29.7608,-95.3695,2023-05-17,59.6,64.0,1011.6,8.0,9.9
477,Houston,29.7608,-95.3695,2023-05-18,41.7,64.6,1012.5,9.0,9.9
478,Houston,29.7608,-95.3695,2023-05-19,42.5,67.9,1015.0,10.0,9.9
479,Houston,29.7608,-95.3695,2023-05-20,51.2,67.6,1017.3,9.0,9.8
480,Houston,29.7608,-95.3695,2023-05-21,85.6,65.0,1017.1,1.0,9.6
481,Houston,29.7608,-95.3695,2023-05-22,85.5,62.9,1014.7,3.0,9.2
482,Houston,29.7608,-95.3695,2023-05-23,69.6,66.1,1013.4,3.0,8.7
483,Houston,29.7608,-95.3695,2023-05-24,54.8,63.7,1012.6,8.0,9.5
484,Houston,29.7608,-95.3695,2023-05-25,42.0,63.6,1012.6,10.0,9.7
485,Houston,29.7608,-95.3695,2023-05-26,34.3,59.9,1014.4,9.0,9.4
486,Houston,29.7608,-95.3695,2023-05-27,65.5,63.3,1015.6,6.0,9.3
487,Houston,29.7608,-95.3695,2023-05-28,50.9,63.5,1014.6,9.0,9.8
488,Houston,29.7608,-95.3695,2023-05-29,67.3,66.8,1013.1,5.0,9.6
489,Houston,29.7608,-95.3695,2023-05-30,49.3,65.1,1012.1,7.0,9.8
490,Houston,29.7608,-95.3695,2023-05-31,54.7,66.7,1012.1,8.0,9.8
491,Houston,29.7608,-95.3695,2023-06-01,45.7,66.0,1011.9,9.0,9.9
492,Houston,29.7608,-95.3695,2023-06-02,45.1,67.0,1011.8,8.0,9.6
493,Houston,29.7608,-95.3695,2023-06-03,51.4,65.8,1009.7,9.0,9.9
494,Houston,29.7608,-95.3695,2023-06-04,52.4,64.4,1010.4,7.0,9.2
495,Houston,29.7608,-95.3695,2023-06-05,44.3,66.1,1011.6,10.0,9.8
496,Houston,29.7608,-95.3695,2023-06-06,50.8,67.8,1012.2,9.0,8.8
497,Houston,29.7608,-95.3695,2023-06-07,54.0,66.9,1010.5,9.0,9.7
498,Houston,29.7608,-95.3695,2023-06-08,47.0,67.8,1009.9,9.0,9.5
499,Houston,29.7608,-95.3695,2023-06-09,28.3,68.3,1010.3,9.0,9.9
500,Houston,29.7608,-95.3695,2023-06-10,48.8,71.5,1009.4,6.0,9.9
501,Houston,29.7608,-95.3695,2023-06-11,36.4,70.4,1009.5,9.0,9.9
502,Houston,29.7608,-95.3695,2023-06-12,40.9,74.0,1010.5,9.0,9.9
503,Houston,29.7608,-95.3695,2023-06-13,56.0,73.3,1009.7,9.0,9.9
504,Houston,29.7608,-95.3695,2023-06-14,71.7,74.8,1007.2,9.0,8.7
505,Houston,29.7608,-95.3695,2023-06-15,51.0,76.3,1007.6,9.0,8.2
506,Houston,29.7608,-95.3695,2023-06-16,59.4,76.8,1009.9,8.0,8.6
507,Houston,29.7608,-95.3695,2023-06-17,53.2,76.8,1010.5,8.0,9.2
508,Houston,29.7608,-95.3695,2023-06-18,53.7,76.1,1008.3,9.0,9.4
509,Houston,29.7608,-95.3695,2023-06-19,30.8,76.5,1009.2,9.0,8.9
510,Houston,29.7608,-95.3695,2023-06-20,46.3,76.0,1008.8,9.0,8.4
511,Houston,29.7608,-95.3695,2023-06-21,48.5,75.8,1008.3,8.0,8.7
512,Houston,29.7608,-95.3695,2023-06-22,24.3,73.1,1009.3,9.0,9.9
513,Houston,29.7608,-95.3695,2023-06-23,69.0,76.3,1012.7,9.0,8.9
514,Houston,29.7608,-95.3695,2023-06-24,46.7,75.9,1013.7,9.0,9.8
515,Houston,29.7608,-95.3695,2023-06-25,45.3,76.4,1013.3,9.0,9.8
516,Houston,29.7608,-95.3695,2023-06-26,44.5,75.1,1013.0,8.0,9.7
517,Houston,29.7608,-95.3695,2023-06-27,41.7,75.1,1012.5,9.0,9.7
518,Houston,29.7608,-95.3695,2023-06-28,32.0,74.3,1013.2,9.0,9.9
519,Houston,29.7608,-95.3695,2023-06-29,18.9,74.0,1014.1,9.0,9.9
520,Houston,29.7608,-95.3695,2023-06-30,20.0,74.2,1014.4,9.0,9.9
521,Houston,29.7608,-95.3695,2023-07-01,18.4,73.4,1014.2,8.0,9.9
522,Houston,29.7608,-95.3695,2023-07-02,52.7,74.4,1013.1,6.0,9.8
523,Houston,29.7608,-95.3695,2023-07-03,43.4,73.1,1013.2,8.0,9.9
524,Houston,29.7608,-95.3695,2023-07-04,36.8,74.7,1015.1,7.0,9.9
525,Houston,29.7608,-95.3695,2023-07-05,38.0,74.5,1016.1,9.0,9.8
526,Houston,29.7608,-95.3695,2023-07-06,34.4,73.9,1016.0,1.0,8.9
527,Houston,29.7608,-95.3695,2023-07-07,53.5,74.2,1014.3,8.0,9.4
528,Houston,29.7608,-95.3695,2023-07-08,29.4,75.7,1013.2,9.0,9.8
529,Houston,29.7608,-95.3695,2023-07-09,54.8,76.4,1012.4,9.0,9.8
530,Houston,29.7608,-95.3695,2023-07-10,55.8,75.9,1013.4,9.0,9.3
531,Houston,29.7608,-95.3695,2023-07-11,56.0,76.4,1014.0,10.0,9.6
532,Houston,29.7608,-95.3695,2023-07-12,54.9,76.5,1013.1,10.0,9.4
533,Houston,29.7608,-95.3695,2023-07-13,48.8,75.7,1012.3,9.0,9.6
534,Houston,29.7608,-95.3695,2023-07-14,43.1,75.7,1012.8,10.0,9.4
535,Houston,29.7608,-95.3695,2023-07-15,28.8,74.8,1014.0,9.0,9.3
536,Houston,29.7608,-95.3695,2023-07-16,26.0,74.6,1015.6,9.0,8.6
537,Houston,29.7608,-95.3695,2023-07-17,17.6,73.8,1016.1,9.0,9.3
538,Houston,29.7608,-95.3695,2023-07-18,28.4,74.8,1016.4,9.0,9.6
539,Houston,29.7608,-95.3695,2023-07-19,23.7,74.5,1017.5,9.0,9.5
540,Houston,29.7608,-95.3695,2023-07-20,22.7,73.2,1017.4,9.0,9.8
541,Houston,29.7608,-95.3695,2023-07-21,35.6,74.0,1014.7,9.0,9.9
542,Houston,29.7608,-95.3695,2023-07-22,45.8,73.3,1013.2,9.0,9.9
543,Houston,29.7608,-95.3695,2023-07-23,45.1,71.1,1015.0,9.0,9.9
544,Houston,29.7608,-95.3695,2023-07-24,52.5,73.2,1018.1,10.0,9.9
545,Houston,29.7608,-95.3695,2023-07-25,43.7,73.8,1018.8,10.0,9.9
546,Houston,29.7608,-95.3695,2023-07-26,19.7,72.3,1017.6,9.0,9.3
547,Houston,29.7608,-95.3695,2023-07-27,18.2,72.0,1017.0,8.0,9.3
548,Houston,29.7608,-95.3695,2023-07-28,33.8,70.8,1017.5,9.0,9.6
549,Houston,29.7608,-95.3695,2023-07-29,46.7,71.9,1018.5,10.0,9.7
550,Houston,29.7608,-95.3695,2023-07-30,29.4,72.8,1017.5,9.0,9.9
551,Houston,29.7608,-95.3695,2023-07-31,39.0,72.0,1016.3,9.0,9.9
552,Kansas City,39.1034,-94.5831,2023-05-01,0.0,27.4,1010.8,10.0,9.9
553,Kansas City,39.1034,-94.5831,2023-05-02,0.0,27.0,1013.5,10.0,9.9
554,Kansas City,39.1034,-94.5831,2023-05-03,0.1,30.4,1014.7,10.0,9.9
555,Kansas City,39.1034,-94.5831,2023-05-04,28.3,42.6,1012.6,5.0,9.8
556,Kansas City,39.1034,-94.5831,2023-05-05,82.6,56.5,1010.6,9.0,9.9
557,Kansas City,39.1034,-94.5831,2023-05-06,48.8,61.7,1007.6,10.0,9.3
558,Kansas City,39.1034,-94.5831,2023-05-07,1.4,63.9,1008.1,9.0,9.8
559,Kansas City,39.1034,-94.5831,2023-05-08,31.5,60.2,1009.9,9.0,9.9
560,Kansas City,39.1034,-94.5831,2023-05-09,12.3,57.4,1015.0,8.0,9.9
561,Kansas City,39.1034,-94.5831,2023-05-10,2.6,61.1,1014.1,9.0,9.9
562,Kansas City,39.1034,-94.5831,2023-05-11,67.7,62.9,1011.0,3.0,9.1
563,Kansas City,39.1034,-94.5831,2023-05-12,63.1,67.5,1010.2,6.0,9.9
564,Kansas City,39.1034,-94.5831,2023-05-13,9.0,62.8,1013.8,9.0,9.8
565,Kansas City,39.1034,-94.5831,2023-05-14,37.4,65.2,1019.3,9.0,9.9
566,Kansas City,39.1034,-94.5831,2023-05-15,94.4,60.1,1021.8,2.0,8.0
567,Kansas City,39.1034,-94.5831,2023-05-16,81.3,56.9,1016.4,6.0,8.5
568,Kansas City,39.1034,-94.5831,2023-05-17,29.5,52.5,1012.7,10.0,9.6
569,Kansas City,39.1034,-94.5831,2023-05-18,31.8,57.5,1012.9,10.0,8.7
570,Kansas City,39.1034,-94.5831,2023-05-19,59.1,55.1,1017.7,2.0,8.2
571,Kansas City,39.1034,-94.5831,2023-05-20,0.0,45.2,1023.3,10.0,9.9
572,Kansas City,39.1034,-94.5831,2023-05-21,1.4,50.0,1020.4,10.0,9.8
573,Kansas City,39.1034,-94.5831,2023-05-22,22.1,52.1,1017.2,10.0,9.8
574,Kansas City,39.1034,-94.5831,2023-05-23,3.3,51.6,1016.6,10.0,9.7
575,Kansas City,39.1034,-94.5831,2023-05-24,25.4,57.1,1017.1,9.0,9.9
576,Kansas City,39.1034,-94.5831,2023-05-25,12.9,58.0,1017.6,9.0,9.5
577,Kansas City,39.1034,-94.5831,2023-05-26,0.0,41.5,1021.1,10.0,9.9
578,Kansas City,39.1034,-94.5831,2023-05-27,0.1,41.4,1020.2,10.0,9.9
579,Kansas City,39.1034,-94.5831,2023-05-28,1.5,48.7,1016.6,10.0,9.9
580,Kansas City,39.1034,-94.5831,2023-05-29,27.0,54.9,1013.5,10.0,9.9
581,Kansas City,39.1034,-94.5831,2023-05-30,40.2,62.7,1012.1,10.0,9.9
582,Kansas City,39.1034,-94.5831,2023-05-31,35.1,64.4,1012.1,8.0,9.3
583,Kansas City,39.1034,-94.5831,2023-06-01,15.9,65.2,1013.2,10.0,9.9
584,Kansas City,39.1034,-94.5831,2023-06-02,11.4,64.7,1013.9,9.0,9.9
585,Kansas City,39.1034,-94.5831,2023-06-03,2.4,60.6,1012.8,10.0,9.9
586,Kansas City,39.1034,-94.5831,2023-06-04,8.8,59.2,1013.7,10.0,9.9
587,Kansas City,39.1034,-94.5831,2023-06-05,11.4,61.5,1015.2,10.0,9.9
588,Kansas City,39.1034,-94.5831,2023-06-06,16.8,61.5,1014.0,10.0,9.4
589,Kansas City,39.1034,-94.5831,2023-06-07,5.6,62.9,1009.7,10.0,9.4
590,Kansas City,39.1034,-94.5831,2023-06-08,30.1,61.5,1009.5,9.0,9.3
591,Kansas City,39.1034,-94.5831,2023-06-09,11.4,50.6,1011.0,10.0,9.9
592,Kansas City,39.1034,-94.5831,2023-06-10,78.9,61.3,1006.8,5.0,9.8
593,Kansas City,39.1034,-94.5831,2023-06-11,89.9,62.1,1008.8,4.0,8.9
594,Kansas City,39.1034,-94.5831,2023-06-12,9.3,51.5,1014.2,10.0,9.9
595,Kansas City,39.1034,-94.5831,2023-06-13,0.3,52.2,1010.8,10.0,9.9
596,Kansas City,39.1034,-94.5831,2023-06-14,7.1,55.4,1006.1,10.0,9.9
597,Kansas City,39.1034,-94.5831,2023-06-15,15.2,59.1,1007.3,10.0,9.9
598,Kansas City,39.1034,-94.5831,2023-06-16,10.7,60.5,1010.1,10.0,9.9
599,Kansas City,39.1034,-94.5831,2023-06-17,25.2,64.1,1010.6,10.0,9.9
600,Kansas City,39.1034,-94.5831,2023-06-18,35.9,64.2,1005.5,7.0,9.1
601,Kansas City,39.1034,-94.5831,2023-06-19,0.1,64.0,1009.3,10.0,9.9
602,Kansas City,39.1034,-94.5831,2023-06-20,0.0,62.4,1012.4,10.0,9.9
603,Kansas City,39.1034,-94.5831,2023-06-21,3.5,62.6,1013.2,10.0,9.9
604,Kansas City,39.1034,-94.5831,2023-06-22,3.5,61.5,1014.1,10.0,9.9
605,Kansas City,39.1034,-94.5831,2023-06-23,16.8,62.5,1012.9,9.0,9.9
