,city,date,conditions,description,cloudcover,dewpoint,pressure,humidity,uv_index,visibility,feelslike,feelslikemin,feelslikemax,temp,tempmin,tempmax,precipitation,precipitation_type,wind_direction,wind_speed,wind_gust,severe_risk,moonphase,sunrise,sunset
237,Los Angeles,2023-06-23,Partially cloudy,Clearing in the afternoon.,33.9,51.5,1016.3,62.3,7.0,9.9,65.3,59.4,72.5,65.3,59.4,72.5,0.0,,227.9,8.8,23.0,10.0,0.18,05:42:34,20:07:58
238,Los Angeles,2023-06-24,Clear,Clear conditions throughout the day.,7.7,54.4,1016.4,66.8,7.0,9.9,66.4,58.4,76.3,66.4,58.4,76.3,0.0,,238.8,7.0,21.9,10.0,0.22,05:42:51,20:08:06
239,Los Angeles,2023-06-25,Partially cloudy,Clearing in the afternoon.,27.9,54.6,1016.7,67.9,7.0,9.8,66.1,60.5,74.8,66.1,60.5,74.8,0.0,,243.6,13.9,23.0,10.0,0.25,05:43:08,20:08:14
240,Los Angeles,2023-06-26,Clear,Clear conditions throughout the day.,1.9,55.6,1013.7,69.4,7.0,9.9,66.3,59.5,73.0,66.3,59.5,73.0,0.0,,241.0,11.3,21.9,10.0,0.25,05:43:27,20:08:19
241,Los Angeles,2023-06-27,Clear,Clear conditions throughout the day.,9.9,55.8,1011.5,68.2,7.0,9.6,67.1,60.6,74.8,67.1,60.6,74.8,0.0,,245.0,6.8,18.3,10.0,0.31,05:43:47,20:08:23
242,Los Angeles,2023-06-28,Partially cloudy,Partly cloudy throughout the day.,47.0,56.0,1012.1,70.1,7.0,9.9,66.3,61.9,73.6,66.3,61.9,73.6,0.0,,225.0,11.4,18.3,10.0,0.35,05:44:08,20:08:26
243,Los Angeles,2023-06-29,Partially cloudy,Clearing in the afternoon.,36.0,56.7,1012.5,70.3,7.0,9.1,67.2,61.4,75.3,67.2,61.4,75.3,0.0,,236.6,9.7,19.7,10.0,0.38,05:44:31,20:08:27
244,Los Angeles,2023-06-30,Partially cloudy,Clearing in the afternoon.,30.4,58.3,1012.0,76.4,8.0,7.0,66.4,59.3,75.5,66.4,59.3,75.5,0.0,,248.3,12.5,18.3,10.0,0.41,05:44:54,20:08:26
245,Los Angeles,2023-07-01,Partially cloudy,Clearing in the afternoon.,43.2,59.7,1012.3,74.0,7.0,6.2,68.8,62.9,77.4,68.8,62.9,77.4,0.0,,236.2,9.6,18.3,10.0,0.44,05:45:19,20:08:24
246,Los Angeles,2023-07-02,Partially cloudy,Clearing in the afternoon.,38.2,59.9,1012.4,76.1,7.0,7.0,68.1,62.4,78.2,68.1,62.4,78.2,0.0,,245.9,13.0,20.8,10.0,0.48,05:45:45,20:08:20
247,Los Angeles,2023-07-03,Partially cloudy,Clearing in the afternoon.,52.3,59.0,1012.1,78.4,7.0,6.6,66.6,60.3,77.7,66.6,60.3,77.7,0.0,,248.3,6.5,20.8,10.0,0.5,05:46:12,20:08:14
248,Los Angeles,2023-07-04,Partially cloudy,Clearing in the afternoon.,45.6,56.9,1013.2,72.4,7.0,7.2,66.6,60.9,75.9,66.6,60.9,75.9,0.0,,230.7,6.6,22.1,10.0,0.55,05:46:40,20:08:07
249,Los Angeles,2023-07-05,Partially cloudy,Clearing in the afternoon.,46.6,56.1,1013.9,69.7,7.0,7.8,66.9,60.6,76.9,66.9,60.6,76.9,0.0,,243.2,8.5,19.7,10.0,0.58,05:47:09,20:07:59
250,Los Angeles,2023-07-06,Partially cloudy,Clearing in the afternoon.,30.1,56.6,1012.9,71.6,8.0,8.1,66.5,60.7,74.9,66.5,60.7,74.9,0.0,,240.7,10.5,19.1,10.0,0.62,05:47:39,20:07:48
251,Los Angeles,2023-07-07,Partially cloudy,Clearing in the afternoon.,41.6,56.1,1011.0,68.0,7.0,9.5,67.5,61.6,75.2,67.5,61.6,75.2,0.0,,246.0,10.7,19.7,10.0,0.65,05:48:09,20:07:36
252,Los Angeles,2023-07-08,Partially cloudy,Clearing in the afternoon.,27.1,57.2,1010.5,69.3,8.0,9.7,68.0,62.3,76.9,68.0,62.3,76.9,0.0,,239.1,7.2,13.9,10.0,0.69,05:48:41,20:07:23
253,Los Angeles,2023-07-09,Partially cloudy,Clearing in the afternoon.,38.3,57.6,1012.3,69.0,7.0,9.2,68.4,63.1,76.2,68.4,63.1,76.2,0.0,,241.3,11.5,20.8,10.0,0.75,05:49:14,20:07:07
254,Los Angeles,2023-07-10,Clear,Clear conditions throughout the day.,2.1,57.6,1012.7,65.5,7.0,9.8,70.2,61.6,81.9,70.2,61.6,81.5,0.0,,241.8,7.8,13.9,10.0,0.76,05:49:47,20:06:50
255,Los Angeles,2023-07-11,Clear,Clear conditions throughout the day.,9.9,57.8,1014.3,64.5,7.0,9.0,71.5,62.6,81.0,71.5,62.6,81.2,0.0,,254.9,8.8,16.1,10.0,0.79,05:50:21,20:06:32
256,Los Angeles,2023-07-12,Clear,Clear conditions throughout the day.,3.6,53.1,1014.6,51.5,7.0,9.5,74.1,64.3,83.8,74.9,64.3,86.1,0.0,,250.8,6.4,19.7,10.0,0.83,05:50:56,20:06:12
257,Los Angeles,2023-07-13,Clear,Clear conditions throughout the day.,6.2,55.5,1013.5,53.6,7.0,9.9,74.5,67.6,86.0,75.0,67.6,88.1,0.0,,244.8,12.7,19.7,10.0,0.86,05:51:31,20:05:50
258,Los Angeles,2023-07-14,Clear,Clear conditions throughout the day.,2.0,57.1,1011.2,56.9,7.0,9.9,74.6,64.8,85.7,75.0,64.8,87.1,0.0,,243.3,5.5,18.3,10.0,0.9,05:52:08,20:05:26
259,Los Angeles,2023-07-15,Clear,Clear conditions throughout the day.,4.7,61.1,1010.8,67.7,7.0,9.4,73.0,65.5,83.2,72.9,65.5,82.2,0.0,,241.5,9.7,13.9,10.0,0.93,05:52:44,20:05:01
260,Los Angeles,2023-07-16,Clear,Clear conditions throughout the day.,2.5,63.0,1012.0,69.6,7.0,9.1,74.3,67.0,84.4,74.0,67.0,83.0,0.0,,230.9,8.7,19.7,10.0,0.97,05:53:22,20:04:35
261,Los Angeles,2023-07-17,Clear,Clear conditions throughout the day.,8.7,63.9,1012.7,70.0,7.0,9.1,75.5,68.7,88.6,75.1,68.7,87.3,0.0,,248.3,12.5,21.9,10.0,0.0,05:54:00,20:04:06
262,Los Angeles,2023-07-18,Clear,Clear conditions throughout the day.,2.5,62.7,1013.7,67.4,8.0,9.6,75.3,67.4,84.9,75.0,67.4,84.2,0.0,,244.8,7.0,18.3,10.0,0.03,05:54:39,20:03:36
263,Los Angeles,2023-07-19,Clear,Clear conditions throughout the day.,2.0,60.5,1014.6,62.0,8.0,9.8,75.6,67.3,86.0,75.6,67.3,85.5,0.0,,249.9,8.4,20.8,10.0,0.07,05:55:18,20:03:05
264,Los Angeles,2023-07-20,Clear,Clear conditions throughout the day.,4.7,61.2,1013.9,61.9,7.0,9.8,76.3,67.5,87.1,76.2,67.5,86.5,0.0,,245.1,7.9,20.8,10.0,0.1,05:55:57,20:02:32
265,Los Angeles,2023-07-21,Clear,Clear conditions throughout the day.,8.3,62.2,1012.4,68.6,8.0,9.1,73.7,66.7,83.0,73.6,66.7,81.9,0.0,,242.5,6.4,23.0,10.0,0.13,05:56:37,20:01:57
266,Los Angeles,2023-07-22,Partially cloudy,Clearing in the afternoon.,22.3,62.3,1010.8,71.5,7.0,7.3,72.9,64.9,82.7,72.7,64.9,81.5,0.0,,235.5,7.2,16.1,10.0,0.17,05:57:18,20:01:21
267,Los Angeles,2023-07-23,Partially cloudy,Clearing in the afternoon.,30.2,63.5,1012.8,73.2,7.0,8.6,73.2,67.3,87.6,73.0,67.3,86.7,0.0,,232.4,9.2,21.9,10.0,0.2,05:57:58,20:00:44
268,Los Angeles,2023-07-24,Clear,Clear conditions throughout the day.,6.4,64.3,1014.6,69.8,8.0,9.0,75.8,69.2,85.2,75.3,69.2,83.2,0.0,,246.7,10.7,19.7,10.0,0.23,05:58:40,20:00:05
269,Los Angeles,2023-07-25,Clear,Clear conditions throughout the day.,9.2,63.7,1013.9,66.1,7.0,8.9,77.3,68.4,89.2,76.9,68.4,88.4,0.0,,253.4,7.7,17.2,10.0,0.25,05:59:21,19:59:24
270,Los Angeles,2023-07-26,Clear,Clear conditions throughout the day.,5.4,62.3,1012.8,59.2,7.0,9.4,79.2,70.2,91.0,79.1,70.2,90.1,0.0,,241.8,7.5,16.1,10.0,0.3,06:00:03,19:58:42
271,Los Angeles,2023-07-27,Clear,Clear conditions throughout the day.,3.5,62.6,1012.2,60.1,7.0,9.8,78.7,70.3,90.5,78.3,70.3,88.4,0.0,,246.8,10.0,16.1,10.0,0.33,06:00:45,19:57:58
272,Los Angeles,2023-07-28,Clear,Clear conditions throughout the day.,6.5,65.2,1012.7,70.7,7.0,9.0,76.5,70.2,86.5,75.8,70.2,84.1,0.0,,235.6,12.0,18.3,10.0,0.37,06:01:27,19:57:13
273,Los Angeles,2023-07-29,Clear,Clear conditions throughout the day.,3.9,65.0,1013.2,68.7,7.0,8.2,77.4,70.3,90.2,76.6,70.3,88.1,0.0,,244.0,12.2,17.2,10.0,0.4,06:02:10,19:56:27
274,Los Angeles,2023-07-30,Clear,Clear conditions throughout the day.,8.9,65.7,1012.1,69.7,7.0,8.4,77.3,70.3,89.3,76.7,70.3,86.1,0.0,,198.1,7.7,15.0,10.0,0.43,06:02:52,19:55:39
275,Los Angeles,2023-07-31,Clear,Clear conditions throughout the day.,9.2,65.8,1013.0,66.7,5.0,8.9,79.2,72.0,90.1,78.7,72.0,89.1,0.0,,219.4,6.0,30.0,10.0,0.47,06:03:35,19:54:50
276,Atlanta,2023-05-01,Clear,Clear conditions throughout the day.,11.6,35.3,1006.6,44.7,5.0,9.9,58.0,45.8,67.3,58.4,48.7,67.3,0.0,,266.4,18.9,35.3,10.0,0.37,06:49:01,20:20:54
277,Atlanta,2023-05-02,Clear,Clear conditions throughout the day.,9.4,34.3,1007.8,39.9,5.0,9.9,59.8,45.2,71.6,60.2,47.7,71.6,0.0,,275.8,22.2,38.6,10.0,0.4,06:48:01,20:21:40
278,Atlanta,2023-05-03,Clear,Clear conditions throughout the day.,1.8,33.4,1010.0,39.0,5.0,9.9,59.3,44.4,70.7,59.7,47.0,70.7,0.0,,303.5,21.3,32.0,10.0,0.43,06:47:03,20:22:26
279,Atlanta,2023-05-04,Partially cloudy,Partly cloudy throughout the day.,21.0,40.6,1015.3,52.2,5.0,9.9,60.2,45.3,73.5,60.2,45.3,73.5,0.0,,318.5,8.9,18.3,10.0,0.47,06:46:05,20:23:12
280,Atlanta,2023-05-05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,80.3,50.3,1019.6,72.5,5.0,9.8,59.3,53.8,64.1,59.3,53.8,64.1,0.027,['rain'],74.5,7.0,10.3,10.0,0.5,06:45:08,20:23:58
281,Atlanta,2023-05-06,Overcast,Cloudy skies throughout the day.,94.3,56.5,1022.5,73.3,5.0,9.9,65.7,58.3,74.3,65.7,58.3,74.3,0.0,,104.7,9.3,20.8,10.0,0.53,06:44:13,20:24:44
282,Atlanta,2023-05-07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,39.8,60.9,1020.2,74.2,5.0,9.8,70.5,57.9,83.0,70.2,57.9,81.6,0.003,['rain'],215.3,8.2,12.8,30.0,0.57,06:43:18,20:25:30
283,Atlanta,2023-05-08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,63.9,64.4,1016.1,75.7,5.0,9.7,73.3,65.5,83.6,73.0,65.5,82.1,0.122,['rain'],280.7,12.2,23.0,30.0,0.61,06:42:25,20:26:15
284,Atlanta,2023-05-09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,54.7,67.1,1015.5,78.9,5.0,8.6,75.0,67.3,86.3,74.5,67.3,83.0,0.023,['rain'],266.7,13.2,28.0,60.0,0.64,06:41:34,20:27:01
285,Atlanta,2023-05-10,Partially cloudy,Partly cloudy throughout the day.,31.3,61.0,1017.4,66.4,5.0,9.6,74.1,65.2,82.8,74.1,65.2,82.9,0.0,,75.9,9.6,16.1,10.0,0.68,06:40:43,20:27:47
286,Atlanta,2023-05-11,Partially cloudy,Partly cloudy throughout the day.,58.9,61.8,1019.4,68.5,5.0,9.7,73.2,67.5,79.7,73.2,67.5,79.7,0.0,,111.9,11.5,20.3,10.0,0.71,06:39:54,20:28:32
287,Atlanta,2023-05-12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,70.3,64.6,1020.1,83.0,5.0,9.3,70.1,66.4,75.4,70.1,66.4,75.4,0.184,['rain'],131.6,6.2,12.8,10.0,0.75,06:39:06,20:29:17
288,Atlanta,2023-05-13,Partially cloudy,Partly cloudy throughout the day.,61.7,65.2,1019.4,77.7,5.0,6.9,74.0,65.0,87.0,73.6,65.0,85.7,0.0,,328.3,8.0,9.2,30.0,0.78,06:38:19,20:30:02
289,Atlanta,2023-05-14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,36.9,65.6,1019.2,68.2,5.0,9.7,78.7,66.7,90.6,77.9,66.7,88.5,0.077,['rain'],339.4,11.4,29.8,30.0,0.82,06:37:34,20:30:47
290,Atlanta,2023-05-15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,53.1,66.5,1020.5,74.4,5.0,9.7,76.4,68.8,85.5,75.8,68.8,83.7,0.299,['rain'],80.4,10.3,13.9,30.0,0.86,06:36:50,20:31:31
291,Atlanta,2023-05-16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,72.6,67.4,1014.3,82.2,5.0,8.8,74.5,67.5,89.2,73.8,67.5,86.7,0.403,['rain'],239.6,20.2,46.1,30.0,0.89,06:36:08,20:32:16
292,Atlanta,2023-05-17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,74.5,65.5,1009.9,83.7,5.0,9.4,70.9,65.9,78.0,70.9,65.9,78.0,0.077,['rain'],290.6,8.2,17.2,30.0,0.93,06:35:27,20:32:59
293,Atlanta,2023-05-18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,93.8,63.2,1014.9,86.7,5.0,8.3,67.4,64.6,70.4,67.4,64.6,70.4,0.105,['rain'],79.4,16.7,32.7,10.0,0.96,06:34:47,20:33:43
294,Atlanta,2023-05-19,Partially cloudy,Partly cloudy throughout the day.,89.7,58.5,1019.5,75.3,5.0,9.9,66.7,61.7,73.2,66.7,61.7,73.2,0.0,,92.8,12.7,26.9,10.0,0.0,06:34:09,20:34:26
295,Atlanta,2023-05-20,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,93.6,63.7,1017.1,80.9,5.0,9.5,69.9,64.8,76.1,69.9,64.8,76.1,0.01,['rain'],169.8,7.9,10.3,10.0,0.03,06:33:32,20:35:09
296,Atlanta,2023-05-21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,78.3,64.5,1015.2,79.1,5.0,9.7,71.8,64.2,81.8,71.8,64.2,80.1,0.27,['rain'],37.8,9.2,21.9,10.0,0.06,06:32:57,20:35:52
297,Atlanta,2023-05-22,"Rain, Overcast",Cloudy skies throughout the day with rain.,91.3,61.6,1016.9,81.3,5.0,8.8,67.6,63.4,71.2,67.6,63.4,71.2,0.185,['rain'],75.9,13.8,24.2,10.0,0.1,06:32:23,20:36:34
298,Atlanta,2023-05-23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,96.2,56.6,1018.1,72.3,5.0,9.3,66.4,63.2,72.0,66.4,63.2,72.0,0.075,['rain'],69.1,14.9,24.2,10.0,0.13,06:31:50,20:37:15
299,Atlanta,2023-05-24,Partially cloudy,Partly cloudy throughout the day.,65.0,52.3,1015.9,53.2,5.0,9.9,70.5,64.3,78.9,70.5,64.3,78.9,0.0,,60.4,13.0,20.8,10.0,0.16,06:31:20,20:37:56
300,Atlanta,2023-05-25,Partially cloudy,Partly cloudy throughout the day.,29.0,50.0,1014.1,52.2,5.0,9.8,70.1,57.6,79.8,70.1,57.6,80.8,0.0,,66.4,13.9,26.0,10.0,0.19,06:30:50,20:38:36
301,Atlanta,2023-05-26,Partially cloudy,Partly cloudy throughout the day.,28.0,52.3,1017.3,54.5,5.0,9.9,69.9,61.9,77.2,69.9,61.9,77.2,0.0,,74.2,16.1,25.6,10.0,0.23,06:30:23,20:39:16
302,Atlanta,2023-05-27,Partially cloudy,Partly cloudy throughout the day.,23.8,43.6,1018.8,45.3,5.0,9.9,66.5,60.3,75.9,66.5,60.3,75.9,0.0,,62.7,18.2,34.8,10.0,0.25,06:29:56,20:39:56
303,Atlanta,2023-05-28,Partially cloudy,Partly cloudy throughout the day.,38.9,51.9,1015.4,60.0,5.0,9.9,67.1,56.5,77.9,67.1,56.5,77.9,0.0,,356.7,11.5,22.0,10.0,0.29,06:29:32,20:40:34
304,Atlanta,2023-05-29,Partially cloudy,Partly cloudy throughout the day.,51.8,54.5,1012.8,64.7,5.0,9.9,66.9,60.7,74.6,66.9,60.7,74.6,0.0,,311.8,11.4,19.7,10.0,0.32,06:29:09,20:41:12
305,Atlanta,2023-05-30,Partially cloudy,Partly cloudy throughout the day.,45.4,58.3,1013.7,68.0,5.0,9.9,70.3,58.4,81.0,70.3,58.4,80.6,0.0,,65.3,12.6,19.7,10.0,0.36,06:28:47,20:41:49
306,Atlanta,2023-05-31,Partially cloudy,Partly cloudy throughout the day.,73.1,61.9,1016.7,72.9,5.0,9.9,71.2,66.6,77.3,71.2,66.6,77.3,0.0,,79.0,14.5,33.3,10.0,0.39,06:28:27,20:42:26
307,Atlanta,2023-06-01,Partially cloudy,Partly cloudy throughout the day.,48.5,61.2,1016.2,69.8,5.0,9.9,72.7,63.4,83.0,72.5,63.4,82.8,0.0,,62.2,8.7,19.7,10.0,0.42,06:28:09,20:43:02
308,Atlanta,2023-06-02,Partially cloudy,Becoming cloudy in the afternoon.,29.6,59.5,1012.6,60.6,5.0,9.9,75.3,64.9,85.0,75.4,64.9,86.0,0.0,,51.6,11.5,20.8,10.0,0.45,06:27:52,20:43:37
309,Atlanta,2023-06-03,Partially cloudy,Partly cloudy throughout the day.,24.2,54.9,1009.6,51.9,5.0,9.9,75.4,63.6,85.0,76.2,63.6,87.9,0.0,,48.1,12.7,21.7,10.0,0.5,06:27:37,20:44:11
310,Atlanta,2023-06-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,47.8,61.5,1011.5,71.4,5.0,9.5,71.6,66.8,82.8,71.5,66.8,81.2,0.287,['rain'],52.6,10.9,32.2,30.0,0.52,06:27:24,20:44:44
311,Atlanta,2023-06-05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,43.1,63.5,1014.1,78.2,5.0,8.8,71.6,62.1,84.5,71.3,62.1,82.8,0.086,['rain'],135.6,5.8,10.3,30.0,0.55,06:27:12,20:45:16
312,Atlanta,2023-06-06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,31.8,64.1,1012.0,68.5,5.0,9.6,76.6,66.5,89.5,76.2,66.5,88.5,0.101,['rain'],283.8,12.3,37.8,30.0,0.59,06:27:01,20:45:47
313,Atlanta,2023-06-07,Partially cloudy,Partly cloudy throughout the day.,27.0,61.6,1007.9,61.8,5.0,9.3,77.3,65.9,86.8,77.3,65.9,87.3,0.0,,294.7,12.8,21.8,10.0,0.63,06:26:52,20:46:18
314,Atlanta,2023-06-08,Partially cloudy,Clearing in the afternoon.,42.6,56.8,1006.9,54.7,5.0,9.5,74.9,67.5,81.9,75.1,67.5,83.2,0.0,,329.9,12.9,24.7,10.0,0.66,06:26:45,20:46:47
315,Atlanta,2023-06-09,Partially cloudy,Clearing in the afternoon.,23.1,48.3,1010.3,44.6,5.0,9.6,72.0,62.1,80.7,72.4,62.1,82.5,0.0,,8.0,10.0,19.7,10.0,0.7,06:26:39,20:47:15
316,Atlanta,2023-06-10,Partially cloudy,Becoming cloudy in the afternoon.,29.6,52.8,1011.9,52.2,5.0,9.2,72.4,58.2,82.8,72.9,58.2,84.7,0.0,,172.7,6.7,11.4,10.0,0.75,06:26:35,20:47:42
317,Atlanta,2023-06-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,69.1,63.3,1009.8,70.8,5.0,8.9,74.3,67.4,88.2,73.8,67.4,84.8,0.382,['rain'],184.5,11.8,36.0,60.0,0.77,06:26:33,20:48:08
318,Atlanta,2023-06-12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,70.0,64.7,1009.2,77.7,5.0,9.8,72.4,65.9,79.5,72.4,65.9,79.5,0.124,['rain'],280.4,14.5,24.8,10.0,0.8,06:26:32,20:48:33
319,Atlanta,2023-06-13,Partially cloudy,Partly cloudy throughout the day.,38.6,57.7,1011.7,66.2,5.0,9.9,70.2,62.0,77.9,70.2,62.0,77.9,0.0,,285.8,13.1,24.2,10.0,0.84,06:26:32,20:48:57
320,Atlanta,2023-06-14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,72.0,66.5,1009.5,88.4,5.0,9.2,70.2,67.1,74.4,70.2,67.1,74.4,0.456,['rain'],219.9,11.0,20.8,30.0,0.87,06:26:34,20:49:20
321,Atlanta,2023-06-15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,75.4,66.2,1008.8,79.7,5.0,9.8,73.5,67.5,83.0,73.2,67.5,80.6,0.008,['rain'],230.1,11.4,19.7,30.0,0.91,06:26:38,20:49:41
322,Atlanta,2023-06-16,Partially cloudy,Partly cloudy throughout the day.,61.7,65.8,1009.8,69.3,8.0,9.7,78.4,70.5,87.5,78.0,70.5,87.3,0.0,,281.6,13.5,21.9,30.0,0.95,06:26:43,20:50:01
323,Atlanta,2023-06-17,Partially cloudy,Partly cloudy throughout the day.,26.2,63.2,1011.0,61.9,5.0,9.8,79.0,67.1,89.2,78.7,67.1,89.1,0.0,,320.6,7.8,19.7,30.0,0.98,06:26:49,20:50:19
324,Atlanta,2023-06-18,Partially cloudy,Partly cloudy throughout the day.,28.1,64.0,1011.3,67.1,5.0,8.4,77.0,66.0,87.0,76.3,66.0,84.7,0.0,,179.4,8.7,17.2,10.0,0.0,06:26:57,20:50:37
325,Atlanta,2023-06-19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,78.1,69.3,1009.9,85.3,5.0,9.1,74.0,67.5,78.7,74.0,67.5,78.7,0.938,['rain'],182.1,12.8,33.3,60.0,0.05,06:27:06,20:50:53
326,Atlanta,2023-06-20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,85.2,67.9,1008.9,82.6,5.0,9.3,74.0,70.3,83.1,73.8,70.3,81.1,0.236,['rain'],274.0,8.0,29.8,30.0,0.08,06:27:17,20:51:07
327,Atlanta,2023-06-21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,99.6,66.6,1009.8,89.4,5.0,8.2,69.9,66.4,72.9,69.9,66.4,72.9,0.437,['rain'],68.2,16.4,25.9,10.0,0.11,06:27:29,20:51:20
328,Atlanta,2023-06-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,84.9,65.3,1011.0,85.4,5.0,8.0,70.1,64.9,78.5,70.1,64.9,78.5,0.029,['rain'],42.2,12.1,23.0,30.0,0.15,06:27:43,20:51:32
329,Atlanta,2023-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,63.0,65.8,1013.3,77.4,5.0,9.1,74.3,67.4,83.1,73.9,67.4,80.9,0.02,['rain'],313.5,12.1,29.8,10.0,0.18,06:27:57,20:51:43
330,Atlanta,2023-06-24,Partially cloudy,Partly cloudy throughout the day.,27.7,63.0,1014.6,66.4,5.0,9.9,76.7,64.9,87.2,76.5,64.9,87.3,0.0,,310.6,11.5,20.9,10.0,0.21,06:28:13,20:51:51
331,Atlanta,2023-06-25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,40.7,65.5,1014.2,70.1,5.0,9.1,77.9,68.6,91.9,77.2,68.6,90.4,0.452,['rain'],280.5,17.5,54.5,10.0,0.24,06:28:31,20:51:59
332,Atlanta,2023-06-26,Partially cloudy,Partly cloudy throughout the day.,47.9,68.3,1010.7,76.1,5.0,9.3,79.6,66.8,95.5,77.3,66.8,89.4,0.0,,251.2,13.3,22.4,30.0,0.25,06:28:49,20:52:05
333,Atlanta,2023-06-27,Clear,Clear conditions throughout the day.,12.1,63.4,1010.9,59.6,5.0,9.9,80.0,70.6,88.2,79.9,70.6,88.3,0.0,,289.1,15.6,24.1,30.0,0.31,06:29:09,20:52:09
334,Atlanta,2023-06-28,Clear,Clear conditions throughout the day.,9.2,63.4,1013.7,61.3,5.0,9.7,79.4,67.2,89.7,78.8,67.2,88.9,0.0,,338.3,10.0,21.3,10.0,0.34,06:29:30,20:52:12
335,Atlanta,2023-06-29,Clear,Clear conditions throughout the day.,17.7,66.1,1015.8,64.6,5.0,6.1,81.6,68.9,93.7,80.1,68.9,90.9,0.0,,331.6,9.9,9.2,30.0,0.38,06:29:53,20:52:13
336,Atlanta,2023-06-30,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,29.4,69.0,1016.6,78.3,5.0,6.5,77.5,70.4,92.5,76.5,70.4,87.2,0.046,['rain'],330.2,18.6,36.9,30.0,0.41,06:30:16,20:52:13
337,Atlanta,2023-07-01,Partially cloudy,Partly cloudy throughout the day.,37.5,70.0,1015.7,72.7,5.0,9.6,82.9,71.7,101.6,80.4,71.7,94.1,0.0,,336.5,17.2,32.8,60.0,0.44,06:30:41,20:52:11
338,Atlanta,2023-07-02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,44.0,69.8,1014.6,73.1,5.0,9.7,82.1,71.1,101.4,79.5,71.1,91.7,0.077,['rain'],279.2,13.0,45.9,60.0,0.47,06:31:06,20:52:07
339,Atlanta,2023-07-03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,53.7,70.8,1015.5,79.7,5.0,9.5,80.5,71.0,95.8,77.9,71.0,88.3,0.412,['rain'],246.2,11.7,24.2,60.0,0.5,06:31:33,20:52:02
340,Atlanta,2023-07-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,50.5,70.6,1017.0,77.9,5.0,9.2,80.7,72.1,96.0,78.7,72.1,89.7,0.103,['rain'],294.1,10.0,19.7,60.0,0.54,06:32:00,20:51:55
341,Atlanta,2023-07-05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,41.6,71.4,1016.6,77.7,5.0,7.8,80.8,74.4,91.7,79.3,74.4,86.7,0.276,['rain'],328.6,11.6,39.1,30.0,0.58,06:32:29,20:51:47
342,Atlanta,2023-07-06,Partially cloudy,Partly cloudy throughout the day.,33.5,71.2,1014.2,74.6,5.0,9.8,83.3,72.9,96.6,80.6,72.9,90.6,0.0,,304.9,11.4,23.0,30.0,0.61,06:32:58,20:51:37
343,Atlanta,2023-07-07,Partially cloudy,Becoming cloudy in the afternoon.,37.6,70.8,1012.2,74.7,5.0,9.9,82.2,73.5,95.4,80.0,73.5,89.7,0.0,,293.4,10.5,25.3,30.0,0.65,06:33:29,20:51:25
344,Atlanta,2023-07-08,Partially cloudy,Partly cloudy throughout the day.,34.3,69.9,1011.2,70.6,5.0,9.9,83.6,72.6,94.4,81.2,72.6,90.4,0.0,,281.9,12.8,20.8,30.0,0.68,06:34:00,20:51:12
345,Atlanta,2023-07-09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,57.5,69.1,1011.5,70.5,5.0,9.7,81.8,73.1,91.7,80.3,73.1,88.6,0.085,['rain'],280.5,13.2,25.7,30.0,0.75,06:34:32,20:50:57
