,city,latitude,longitude,date,humidity,feelslike,feelslikemin,feelslikemax,temp,tempmin,tempmax
999,Seattle,47.6036,-122.329,2023-07-19,50.5,72.5,60.5,83.8,72.8,60.5,85.4
1000,Seattle,47.6036,-122.329,2023-07-20,57.8,72.4,63.0,82.6,72.4,63.0,83.1
1001,Seattle,47.6036,-122.329,2023-07-21,70.6,66.4,59.7,77.4,66.4,59.7,77.4
1002,Seattle,47.6036,-122.329,2023-07-22,65.5,68.8,57.4,80.7,68.8,57.4,80.6
1003,Seattle,47.6036,-122.329,2023-07-23,53.7,70.9,60.7,81.1,71.1,60.7,82.7
1004,Seattle,47.6036,-122.329,2023-07-24,71.3,64.0,59.1,72.3,64.0,59.1,72.3
1005,Seattle,47.6036,-122.329,2023-07-25,68.8,64.7,58.2,74.2,64.7,58.2,74.2
1006,Seattle,47.6036,-122.329,2023-07-26,59.3,66.2,58.3,74.0,66.2,58.3,74.0
1007,Seattle,47.6036,-122.329,2023-07-27,55.9,68.6,58.2,78.4,68.6,58.2,78.4
1008,Seattle,47.6036,-122.329,2023-07-28,64.6,66.9,57.0,79.0,66.9,57.0,79.0
1009,Seattle,47.6036,-122.329,2023-07-29,62.2,66.3,57.6,74.9,66.3,57.6,74.9
1010,Seattle,47.6036,-122.329,2023-07-30,59.1,66.8,59.5,75.8,66.8,59.5,75.8
1011,Seattle,47.6036,-122.329,2023-07-31,54.4,67.6,58.4,77.3,67.6,58.4,77.3
1012,Phoenix,33.4483,-112.076,2023-05-01,15.4,81.2,73.1,89.0,83.3,73.1,93.6
1013,Phoenix,33.4483,-112.076,2023-05-02,19.1,77.2,65.5,87.2,78.7,65.5,91.5
1014,Phoenix,33.4483,-112.076,2023-05-03,22.3,77.3,67.7,84.8,78.6,67.7,88.6
1015,Phoenix,33.4483,-112.076,2023-05-04,26.6,72.8,63.6,79.7,72.9,63.6,81.5
1016,Phoenix,33.4483,-112.076,2023-05-05,28.3,71.1,62.4,79.9,71.1,62.4,79.9
1017,Phoenix,33.4483,-112.076,2023-05-06,24.5,73.7,62.3,82.2,74.5,62.3,85.5
1018,Phoenix,33.4483,-112.076,2023-05-07,20.1,75.9,63.4,85.4,77.2,63.4,89.4
1019,Phoenix,33.4483,-112.076,2023-05-08,17.6,78.0,65.3,86.6,79.9,65.3,90.9
1020,Phoenix,33.4483,-112.076,2023-05-09,17.6,79.0,66.2,87.3,80.8,66.2,91.7
1021,Phoenix,33.4483,-112.076,2023-05-10,21.4,72.6,65.7,78.8,72.6,65.7,78.8
1022,Phoenix,33.4483,-112.076,2023-05-11,20.7,74.6,61.7,84.2,75.9,61.7,87.9
1023,Phoenix,33.4483,-112.076,2023-05-12,18.9,79.9,66.4,90.0,82.1,66.4,94.8
1024,Phoenix,33.4483,-112.076,2023-05-13,17.7,82.5,71.4,92.4,85.0,71.4,97.6
1025,Phoenix,33.4483,-112.076,2023-05-14,20.2,85.2,73.6,94.9,87.9,73.6,99.7
1026,Phoenix,33.4483,-112.076,2023-05-15,21.5,87.8,78.9,96.3,90.8,78.9,100.7
1027,Phoenix,33.4483,-112.076,2023-05-16,23.8,87.9,81.1,99.2,90.9,82.9,103.5
1028,Phoenix,33.4483,-112.076,2023-05-17,29.0,86.4,77.8,96.1,88.6,77.8,99.6
1029,Phoenix,33.4483,-112.076,2023-05-18,34.8,83.6,75.4,95.8,85.2,75.4,99.4
1030,Phoenix,33.4483,-112.076,2023-05-19,41.8,79.5,73.0,88.8,80.3,73.0,91.7
1031,Phoenix,33.4483,-112.076,2023-05-20,32.3,81.9,70.0,93.5,83.9,70.0,97.5
1032,Phoenix,33.4483,-112.076,2023-05-21,21.5,85.8,75.4,94.8,88.6,75.4,99.7
1033,Phoenix,33.4483,-112.076,2023-05-22,18.3,86.6,77.6,95.9,90.0,77.6,101.4
1034,Phoenix,33.4483,-112.076,2023-05-23,13.6,86.2,75.4,95.5,89.8,75.4,101.4
1035,Phoenix,33.4483,-112.076,2023-05-24,14.5,84.7,74.8,93.1,87.9,74.8,98.4
1036,Phoenix,33.4483,-112.076,2023-05-25,12.9,84.2,73.6,93.0,87.3,73.6,98.4
1037,Phoenix,33.4483,-112.076,2023-05-26,14.4,82.8,72.7,92.8,85.4,72.7,98.2
1038,Phoenix,33.4483,-112.076,2023-05-27,13.5,82.5,70.9,92.1,85.2,70.9,97.3
1039,Phoenix,33.4483,-112.076,2023-05-28,13.2,83.2,71.5,92.9,86.1,71.5,98.3
1040,Phoenix,33.4483,-112.076,2023-05-29,12.8,84.4,74.3,94.1,87.5,74.3,99.4
1041,Phoenix,33.4483,-112.076,2023-05-30,14.3,83.8,73.4,93.1,86.6,73.4,98.5
1042,Phoenix,33.4483,-112.076,2023-05-31,16.1,79.7,70.4,88.0,81.5,70.4,92.4
1043,Phoenix,33.4483,-112.076,2023-06-01,20.5,79.0,68.9,86.5,81.0,68.9,90.6
1044,Phoenix,33.4483,-112.076,2023-06-02,17.9,81.5,73.4,88.7,83.8,73.4,93.2
1045,Phoenix,33.4483,-112.076,2023-06-03,17.4,85.3,75.2,95.4,88.4,75.2,100.6
1046,Phoenix,33.4483,-112.076,2023-06-04,14.1,87.5,78.4,98.6,91.2,78.4,104.6
1047,Phoenix,33.4483,-112.076,2023-06-05,10.7,87.5,78.4,97.7,91.5,78.4,104.8
1048,Phoenix,33.4483,-112.076,2023-06-06,10.6,83.7,72.8,92.9,86.9,72.8,98.4
1049,Phoenix,33.4483,-112.076,2023-06-07,11.7,81.9,70.6,91.3,84.4,70.6,96.4
1050,Phoenix,33.4483,-112.076,2023-06-08,10.9,82.2,71.6,89.9,84.8,71.6,94.6
1051,Phoenix,33.4483,-112.076,2023-06-09,11.7,82.3,72.4,90.7,85.1,72.4,95.7
1052,Phoenix,33.4483,-112.076,2023-06-10,11.4,83.9,72.5,94.0,86.9,72.5,99.7
1053,Phoenix,33.4483,-112.076,2023-06-11,16.3,82.1,73.4,90.7,84.5,73.4,95.6
1054,Phoenix,33.4483,-112.076,2023-06-12,23.8,80.0,71.6,86.6,81.9,71.6,90.7
1055,Phoenix,33.4483,-112.076,2023-06-13,21.5,82.3,74.5,90.8,84.7,74.5,95.2
1056,Phoenix,33.4483,-112.076,2023-06-14,18.0,84.3,73.5,94.1,87.2,73.5,99.6
1057,Phoenix,33.4483,-112.076,2023-06-15,17.9,85.3,76.5,93.4,88.4,76.5,98.3
1058,Phoenix,33.4483,-112.076,2023-06-16,14.5,86.6,77.5,95.3,90.3,77.5,101.0
1059,Phoenix,33.4483,-112.076,2023-06-17,14.0,87.4,75.7,97.7,90.9,75.7,103.4
1060,Phoenix,33.4483,-112.076,2023-06-18,12.4,89.4,78.5,100.9,93.8,78.5,108.3
1061,Phoenix,33.4483,-112.076,2023-06-19,10.7,88.2,78.0,97.4,92.4,78.0,103.3
1062,Phoenix,33.4483,-112.076,2023-06-20,12.6,88.6,79.5,97.9,92.9,81.5,104.4
1063,Phoenix,33.4483,-112.076,2023-06-21,13.6,88.2,77.8,97.3,92.2,77.8,103.6
1064,Phoenix,33.4483,-112.076,2023-06-22,8.3,87.8,76.7,97.8,91.8,76.7,104.4
1065,Phoenix,33.4483,-112.076,2023-06-23,6.8,85.8,78.5,94.3,89.3,78.5,100.3
1066,Phoenix,33.4483,-112.076,2023-06-24,6.0,86.5,72.3,97.3,90.3,72.3,104.5
1067,Phoenix,33.4483,-112.076,2023-06-25,7.5,90.0,78.3,100.9,94.7,78.3,108.7
1068,Phoenix,33.4483,-112.076,2023-06-26,8.3,91.9,79.5,110.3,97.0,81.5,110.3
1069,Phoenix,33.4483,-112.076,2023-06-27,8.6,91.0,78.9,101.0,96.2,80.5,109.3
1070,Phoenix,33.4483,-112.076,2023-06-28,13.1,90.2,79.6,100.5,94.6,81.5,106.4
1071,Phoenix,33.4483,-112.076,2023-06-29,10.0,89.1,78.7,98.7,93.5,79.7,105.5
1072,Phoenix,33.4483,-112.076,2023-06-30,11.2,90.5,78.6,100.2,95.2,79.4,107.6
1073,Phoenix,33.4483,-112.076,2023-07-01,11.1,94.7,80.2,112.5,98.5,82.6,112.5
1074,Phoenix,33.4483,-112.076,2023-07-02,10.8,97.8,82.3,114.5,101.4,85.3,114.5
1075,Phoenix,33.4483,-112.076,2023-07-03,14.6,98.9,85.4,114.7,101.9,88.3,114.7
1076,Phoenix,33.4483,-112.076,2023-07-04,13.8,96.3,85.9,111.3,100.6,89.0,111.3
1077,Phoenix,33.4483,-112.076,2023-07-05,13.0,94.9,84.7,102.6,99.8,88.2,108.7
1078,Phoenix,33.4483,-112.076,2023-07-06,14.3,97.2,82.7,112.7,100.4,85.4,112.7
1079,Phoenix,33.4483,-112.076,2023-07-07,12.6,95.2,82.9,110.2,99.9,85.7,110.2
1080,Phoenix,33.4483,-112.076,2023-07-08,10.9,95.5,83.2,111.2,100.1,86.7,111.2
1081,Phoenix,33.4483,-112.076,2023-07-09,10.1,96.0,84.8,110.4,101.0,88.6,110.4
1082,Phoenix,33.4483,-112.076,2023-07-10,18.7,97.3,87.9,106.4,100.0,91.5,107.7
1083,Phoenix,33.4483,-112.076,2023-07-11,27.3,101.6,92.3,110.8,100.7,91.7,108.7
1084,Phoenix,33.4483,-112.076,2023-07-12,23.7,100.8,92.9,109.4,101.3,94.5,109.6
1085,Phoenix,33.4483,-112.076,2023-07-13,21.8,102.8,94.0,113.6,103.5,94.4,113.6
1086,Phoenix,33.4483,-112.076,2023-07-14,18.7,103.5,91.4,114.7,104.8,93.5,114.7
1087,Phoenix,33.4483,-112.076,2023-07-15,19.2,105.4,91.4,116.6,105.9,92.5,116.6
1088,Phoenix,33.4483,-112.076,2023-07-16,23.8,104.8,93.1,112.6,104.2,93.6,112.6
1089,Phoenix,33.4483,-112.076,2023-07-17,23.4,104.2,94.6,114.8,103.9,94.6,114.8
1090,Phoenix,33.4483,-112.076,2023-07-18,21.1,105.2,93.9,117.5,105.4,93.6,117.5
1091,Phoenix,33.4483,-112.076,2023-07-19,17.1,106.1,95.6,117.6,107.2,96.7,117.6
1092,Phoenix,33.4483,-112.076,2023-07-20,16.9,104.3,90.6,118.5,105.9,92.6,118.5
1093,Phoenix,33.4483,-112.076,2023-07-21,19.6,102.5,89.5,114.6,103.6,92.6,114.6
1094,Phoenix,33.4483,-112.076,2023-07-22,18.2,104.5,94.1,115.6,105.6,95.6,115.6
1095,Phoenix,33.4483,-112.076,2023-07-23,24.1,101.3,91.1,113.5,101.8,91.6,113.5
1096,Phoenix,33.4483,-112.076,2023-07-24,21.0,103.0,92.2,114.7,103.8,93.5,114.7
1097,Phoenix,33.4483,-112.076,2023-07-25,19.2,104.4,91.5,116.4,105.3,92.6,116.4
1098,Phoenix,33.4483,-112.076,2023-07-26,18.4,105.3,90.0,116.6,106.3,88.9,116.6
1099,Phoenix,33.4483,-112.076,2023-07-27,26.7,102.1,90.9,114.4,101.6,89.1,114.4
1100,Phoenix,33.4483,-112.076,2023-07-28,22.8,105.1,97.1,114.6,104.7,96.5,114.6
1101,Phoenix,33.4483,-112.076,2023-07-29,20.9,103.8,93.4,112.7,104.5,94.5,112.7
1102,Phoenix,33.4483,-112.076,2023-07-30,23.5,102.6,93.5,110.5,102.7,93.3,110.5
1103,Phoenix,33.4483,-112.076,2023-07-31,36.4,96.3,85.4,108.7,95.0,82.8,106.5
