,city,latitude,longitude,date,humidity,feelslike,feelslikemin,feelslikemax,temp,tempmin,tempmax
730,Minneapolis,44.979,-93.2649,2023-07-26,69.1,83.3,69.6,98.0,80.7,69.6,91.9
731,Minneapolis,44.979,-93.2649,2023-07-27,67.8,88.5,74.3,104.8,84.3,74.3,95.2
732,Minneapolis,44.979,-93.2649,2023-07-28,70.3,78.2,71.4,94.4,77.1,71.4,88.9
733,Minneapolis,44.979,-93.2649,2023-07-29,63.2,72.5,63.1,80.5,72.5,63.1,80.4
734,Minneapolis,44.979,-93.2649,2023-07-30,58.5,71.4,61.8,79.8,71.4,61.8,80.1
735,Minneapolis,44.979,-93.2649,2023-07-31,57.4,72.9,60.3,82.1,73.2,60.3,83.4
736,Denver,39.74,-104.992,2023-05-01,42.9,53.6,35.7,70.4,55.1,39.4,70.4
737,Denver,39.74,-104.992,2023-05-02,45.6,56.0,40.7,70.7,56.5,43.4,70.7
738,Denver,39.74,-104.992,2023-05-03,38.4,61.7,45.8,75.6,62.2,47.9,75.6
739,Denver,39.74,-104.992,2023-05-04,45.6,58.9,51.3,72.9,58.9,51.3,72.9
740,Denver,39.74,-104.992,2023-05-05,48.9,56.2,39.0,71.8,57.1,42.7,71.8
741,Denver,39.74,-104.992,2023-05-06,36.3,54.4,37.1,69.5,55.9,41.9,69.5
742,Denver,39.74,-104.992,2023-05-07,35.9,55.3,38.5,68.0,55.9,42.1,68.0
743,Denver,39.74,-104.992,2023-05-08,51.9,55.0,35.0,70.0,56.4,40.2,70.0
744,Denver,39.74,-104.992,2023-05-09,60.9,58.0,39.0,76.2,59.3,43.6,76.2
745,Denver,39.74,-104.992,2023-05-10,88.9,52.8,45.2,60.2,53.0,48.4,60.2
746,Denver,39.74,-104.992,2023-05-11,97.6,42.4,40.0,45.0,46.5,44.8,47.9
747,Denver,39.74,-104.992,2023-05-12,80.4,47.5,39.5,58.4,50.6,45.4,58.4
748,Denver,39.74,-104.992,2023-05-13,74.9,50.9,41.5,58.2,51.6,44.2,58.2
749,Denver,39.74,-104.992,2023-05-14,92.3,48.7,43.2,57.4,50.9,48.0,57.4
750,Denver,39.74,-104.992,2023-05-15,84.7,50.3,42.5,59.0,51.4,46.7,59.0
751,Denver,39.74,-104.992,2023-05-16,56.3,60.4,45.4,73.8,60.8,48.8,73.8
752,Denver,39.74,-104.992,2023-05-17,53.4,62.7,45.5,75.2,62.9,49.5,75.2
753,Denver,39.74,-104.992,2023-05-18,82.3,54.5,46.2,64.3,54.8,48.7,64.3
754,Denver,39.74,-104.992,2023-05-19,90.6,50.2,46.0,53.2,50.9,49.3,53.2
755,Denver,39.74,-104.992,2023-05-20,73.1,54.9,41.1,67.2,55.9,44.3,67.2
756,Denver,39.74,-104.992,2023-05-21,53.7,59.9,45.2,72.0,60.3,48.2,72.0
757,Denver,39.74,-104.992,2023-05-22,53.8,60.5,45.9,71.5,60.8,48.8,71.5
758,Denver,39.74,-104.992,2023-05-23,54.6,63.1,51.0,74.6,63.1,51.0,74.6
759,Denver,39.74,-104.992,2023-05-24,67.8,59.1,51.4,70.1,59.1,51.4,70.1
760,Denver,39.74,-104.992,2023-05-25,63.7,59.2,45.3,73.5,59.4,49.2,73.5
761,Denver,39.74,-104.992,2023-05-26,69.7,58.7,46.3,76.0,58.9,48.6,76.0
762,Denver,39.74,-104.992,2023-05-27,61.0,61.6,46.1,75.7,61.8,49.5,75.7
763,Denver,39.74,-104.992,2023-05-28,57.9,60.9,43.0,75.2,61.3,46.9,75.2
764,Denver,39.74,-104.992,2023-05-29,46.9,66.4,54.5,79.9,66.4,54.5,79.9
765,Denver,39.74,-104.992,2023-05-30,51.3,62.1,51.3,79.8,62.1,51.3,79.8
766,Denver,39.74,-104.992,2023-05-31,53.3,62.4,45.9,77.0,62.7,48.8,77.0
767,Denver,39.74,-104.992,2023-06-01,70.2,57.8,48.6,67.3,57.9,49.6,67.3
768,Denver,39.74,-104.992,2023-06-02,64.3,59.4,45.8,67.6,59.5,48.0,67.6
769,Denver,39.74,-104.992,2023-06-03,87.2,54.3,51.8,58.1,54.3,51.8,58.1
770,Denver,39.74,-104.992,2023-06-04,94.5,53.7,52.2,55.9,53.7,52.2,55.9
771,Denver,39.74,-104.992,2023-06-05,80.0,58.3,51.6,68.2,58.3,51.6,68.2
772,Denver,39.74,-104.992,2023-06-06,68.3,60.7,51.7,75.2,60.7,51.7,75.2
773,Denver,39.74,-104.992,2023-06-07,63.8,61.0,46.8,72.9,61.1,49.5,72.9
774,Denver,39.74,-104.992,2023-06-08,61.9,62.9,52.7,75.0,62.9,52.7,75.0
775,Denver,39.74,-104.992,2023-06-09,53.8,63.0,54.8,75.9,63.0,54.8,75.9
776,Denver,39.74,-104.992,2023-06-10,62.3,59.8,46.1,72.0,60.1,48.8,72.0
777,Denver,39.74,-104.992,2023-06-11,78.3,56.5,46.7,64.0,56.5,48.7,64.0
778,Denver,39.74,-104.992,2023-06-12,82.9,54.1,49.0,62.9,54.1,49.9,62.9
779,Denver,39.74,-104.992,2023-06-13,82.1,52.7,45.6,61.9,53.1,47.4,61.9
780,Denver,39.74,-104.992,2023-06-14,58.7,60.6,42.3,74.6,61.3,45.8,74.6
781,Denver,39.74,-104.992,2023-06-15,59.9,62.2,54.7,70.3,62.2,54.7,70.3
782,Denver,39.74,-104.992,2023-06-16,94.1,54.0,50.3,57.4,54.0,50.3,57.4
783,Denver,39.74,-104.992,2023-06-17,71.6,57.8,47.1,67.7,57.8,47.1,67.7
784,Denver,39.74,-104.992,2023-06-18,45.3,66.9,52.0,79.9,66.9,52.0,80.5
785,Denver,39.74,-104.992,2023-06-19,32.4,73.2,60.8,83.3,74.0,60.8,86.4
786,Denver,39.74,-104.992,2023-06-20,36.2,69.7,60.4,80.5,70.0,60.4,82.7
787,Denver,39.74,-104.992,2023-06-21,62.0,66.3,54.2,77.7,66.3,54.2,77.7
788,Denver,39.74,-104.992,2023-06-22,78.2,62.6,55.7,74.6,62.6,55.7,74.6
789,Denver,39.74,-104.992,2023-06-23,72.8,67.3,55.2,81.3,67.4,55.2,82.9
790,Denver,39.74,-104.992,2023-06-24,42.6,66.7,45.4,79.5,67.0,49.5,80.3
791,Denver,39.74,-104.992,2023-06-25,58.4,66.1,51.3,79.7,66.1,51.3,79.7
792,Denver,39.74,-104.992,2023-06-26,55.7,70.4,55.3,83.1,70.9,55.3,85.1
793,Denver,39.74,-104.992,2023-06-27,39.4,74.7,62.7,85.9,75.9,62.7,89.8
794,Denver,39.74,-104.992,2023-06-28,62.7,70.9,61.5,82.0,70.8,61.5,81.7
795,Denver,39.74,-104.992,2023-06-29,68.0,66.5,58.4,80.6,66.5,58.4,80.7
796,Denver,39.74,-104.992,2023-06-30,74.8,60.7,53.5,68.0,60.7,53.5,68.0
797,Denver,39.74,-104.992,2023-07-01,57.3,65.7,51.8,78.1,65.7,51.8,78.1
798,Denver,39.74,-104.992,2023-07-02,47.8,70.1,56.5,81.1,70.6,56.5,83.1
799,Denver,39.74,-104.992,2023-07-03,43.1,71.4,57.5,82.6,72.3,57.5,85.6
800,Denver,39.74,-104.992,2023-07-04,58.6,67.0,56.1,75.3,67.0,56.1,75.3
801,Denver,39.74,-104.992,2023-07-05,90.6,58.6,53.1,66.3,58.6,53.1,66.3
802,Denver,39.74,-104.992,2023-07-06,82.3,63.9,56.7,73.9,63.9,56.7,73.9
803,Denver,39.74,-104.992,2023-07-07,76.1,63.6,56.1,72.0,63.6,56.1,72.0
804,Denver,39.74,-104.992,2023-07-08,74.7,66.0,57.2,78.5,66.0,57.2,78.5
805,Denver,39.74,-104.992,2023-07-09,67.8,68.3,56.7,80.0,68.3,56.7,80.0
806,Denver,39.74,-104.992,2023-07-10,48.9,73.6,61.0,84.7,74.5,61.0,87.9
807,Denver,39.74,-104.992,2023-07-11,35.8,76.3,64.7,87.1,77.6,64.7,91.0
808,Denver,39.74,-104.992,2023-07-12,38.7,74.5,61.6,83.8,75.5,61.6,86.8
809,Denver,39.74,-104.992,2023-07-13,42.6,76.3,65.0,85.9,77.5,65.0,89.6
810,Denver,39.74,-104.992,2023-07-14,54.6,72.0,65.4,79.0,72.0,65.4,79.0
811,Denver,39.74,-104.992,2023-07-15,58.5,69.6,58.2,81.9,69.7,58.2,82.9
812,Denver,39.74,-104.992,2023-07-16,44.3,73.5,62.7,83.2,74.1,62.7,85.8
813,Denver,39.74,-104.992,2023-07-17,31.1,77.7,62.4,90.0,79.3,62.4,94.4
814,Denver,39.74,-104.992,2023-07-18,34.7,77.1,65.6,89.4,78.1,65.6,93.2
815,Denver,39.74,-104.992,2023-07-19,47.7,74.7,65.1,83.7,75.3,65.1,86.5
816,Denver,39.74,-104.992,2023-07-20,77.5,66.3,57.9,74.9,66.3,57.9,74.9
817,Denver,39.74,-104.992,2023-07-21,68.8,66.4,54.0,80.3,66.5,54.0,81.4
818,Denver,39.74,-104.992,2023-07-22,50.2,71.2,58.3,83.9,72.0,58.3,87.3
819,Denver,39.74,-104.992,2023-07-23,36.0,76.0,62.8,90.7,77.3,62.8,95.1
820,Denver,39.74,-104.992,2023-07-24,34.6,77.5,64.4,90.5,78.8,64.4,94.2
821,Denver,39.74,-104.992,2023-07-25,38.6,77.7,66.9,90.7,78.7,66.9,93.7
822,Denver,39.74,-104.992,2023-07-26,44.8,75.1,65.9,86.1,75.9,65.9,89.4
823,Denver,39.74,-104.992,2023-07-27,43.9,74.9,63.0,86.8,76.2,63.0,91.0
824,Denver,39.74,-104.992,2023-07-28,46.6,72.8,61.8,87.0,73.4,61.8,90.7
825,Denver,39.74,-104.992,2023-07-29,51.7,74.1,63.3,85.8,74.2,63.3,86.8
826,Denver,39.74,-104.992,2023-07-30,39.6,76.2,63.2,87.6,77.2,63.2,90.9
827,Denver,39.74,-104.992,2023-07-31,59.4,73.0,63.2,86.2,73.3,63.2,88.7
828,San Francisco,37.7771,-122.42,2023-05-01,71.7,54.3,52.1,58.5,54.3,52.1,58.5
829,San Francisco,37.7771,-122.42,2023-05-02,76.5,52.8,45.0,57.6,53.3,49.2,57.6
830,San Francisco,37.7771,-122.42,2023-05-03,81.2,53.7,50.7,59.0,53.7,50.7,59.0
831,San Francisco,37.7771,-122.42,2023-05-04,79.1,54.2,50.3,59.0,54.2,50.3,59.0
832,San Francisco,37.7771,-122.42,2023-05-05,73.0,55.6,53.1,60.3,55.6,53.1,60.3
833,San Francisco,37.7771,-122.42,2023-05-06,77.7,56.5,53.6,61.1,56.5,53.6,61.1
834,San Francisco,37.7771,-122.42,2023-05-07,70.9,56.2,50.7,63.5,56.2,50.7,63.5
835,San Francisco,37.7771,-122.42,2023-05-08,71.0,56.7,52.1,63.5,56.7,52.1,63.5
836,San Francisco,37.7771,-122.42,2023-05-09,73.1,57.2,50.6,63.9,57.2,50.6,63.9
837,San Francisco,37.7771,-122.42,2023-05-10,68.2,56.3,53.4,60.9,56.3,53.4,60.9
838,San Francisco,37.7771,-122.42,2023-05-11,71.8,57.2,54.5,62.4,57.2,54.5,62.4
839,San Francisco,37.7771,-122.42,2023-05-12,77.5,57.3,53.4,65.5,57.3,53.4,65.5
840,San Francisco,37.7771,-122.42,2023-05-13,73.5,63.1,53.4,80.5,63.1,53.4,80.5
841,San Francisco,37.7771,-122.42,2023-05-14,75.2,61.3,53.2,71.1,61.3,53.2,71.1
842,San Francisco,37.7771,-122.42,2023-05-15,76.8,60.5,55.5,66.8,60.5,55.5,66.8
843,San Francisco,37.7771,-122.42,2023-05-16,79.4,59.9,54.6,71.5,59.9,54.6,71.5
844,San Francisco,37.7771,-122.42,2023-05-17,82.3,57.4,53.2,64.5,57.4,53.2,64.5
845,San Francisco,37.7771,-122.42,2023-05-18,79.0,57.6,53.6,63.5,57.6,53.6,63.5
846,San Francisco,37.7771,-122.42,2023-05-19,79.6,57.7,54.6,62.4,57.7,54.6,62.4
847,San Francisco,37.7771,-122.42,2023-05-20,82.9,56.5,53.4,62.2,56.5,53.4,62.2
848,San Francisco,37.7771,-122.42,2023-05-21,78.4,58.9,54.5,67.3,58.9,54.5,67.3
849,San Francisco,37.7771,-122.42,2023-05-22,76.1,59.5,54.0,70.0,59.5,54.0,70.0
850,San Francisco,37.7771,-122.42,2023-05-23,71.0,58.5,54.0,65.9,58.5,54.0,65.9
851,San Francisco,37.7771,-122.42,2023-05-24,70.3,57.6,53.6,65.0,57.6,53.6,65.0
852,San Francisco,37.7771,-122.42,2023-05-25,71.4,58.0,54.0,64.4,58.0,54.0,64.4
853,San Francisco,37.7771,-122.42,2023-05-26,71.3,58.3,55.5,64.9,58.3,55.5,64.9
854,San Francisco,37.7771,-122.42,2023-05-27,75.0,58.1,54.3,64.9,58.1,54.3,64.9
855,San Francisco,37.7771,-122.42,2023-05-28,78.9,56.5,54.6,59.3,56.5,54.6,59.3
856,San Francisco,37.7771,-122.42,2023-05-29,68.6,59.8,55.1,66.8,59.8,55.1,66.8
857,San Francisco,37.7771,-122.42,2023-05-30,68.6,59.7,56.2,65.6,59.7,56.2,65.6
858,San Francisco,37.7771,-122.42,2023-05-31,72.8,57.4,53.6,63.1,57.4,53.6,63.1
859,San Francisco,37.7771,-122.42,2023-06-01,70.1,58.4,53.8,65.8,58.4,53.8,65.8
860,San Francisco,37.7771,-122.42,2023-06-02,69.8,58.7,53.0,67.7,58.7,53.0,67.7
861,San Francisco,37.7771,-122.42,2023-06-03,71.8,60.2,52.6,71.4,60.2,52.6,71.4
862,San Francisco,37.7771,-122.42,2023-06-04,75.6,59.3,53.6,67.8,59.3,53.6,67.8
863,San Francisco,37.7771,-122.42,2023-06-05,73.9,60.4,53.9,68.0,60.4,53.9,68.0
864,San Francisco,37.7771,-122.42,2023-06-06,71.0,61.7,58.4,67.0,61.7,58.4,67.0
865,San Francisco,37.7771,-122.42,2023-06-07,68.2,62.5,57.5,69.0,62.5,57.5,69.0
866,San Francisco,37.7771,-122.42,2023-06-08,70.3,62.0,55.5,68.3,62.0,55.5,68.3
867,San Francisco,37.7771,-122.42,2023-06-09,70.1,60.1,56.9,65.0,60.1,56.9,65.0
868,San Francisco,37.7771,-122.42,2023-06-10,78.0,57.6,54.6,65.8,57.6,54.6,65.8
869,San Francisco,37.7771,-122.42,2023-06-11,75.0,60.0,55.1,68.0,60.0,55.1,68.0
870,San Francisco,37.7771,-122.42,2023-06-12,71.8,61.5,57.5,67.5,61.5,57.5,67.5
871,San Francisco,37.7771,-122.42,2023-06-13,74.7,61.0,57.3,67.3,61.0,57.3,67.3
872,San Francisco,37.7771,-122.42,2023-06-14,76.4,60.8,55.5,69.5,60.8,55.5,69.5
873,San Francisco,37.7771,-122.42,2023-06-15,73.0,62.0,56.9,71.3,62.0,56.9,71.3
874,San Francisco,37.7771,-122.42,2023-06-16,75.4,62.5,57.8,71.2,62.5,57.8,71.2
875,San Francisco,37.7771,-122.42,2023-06-17,76.7,61.5,57.5,69.5,61.5,57.5,69.5
876,San Francisco,37.7771,-122.42,2023-06-18,67.9,61.7,57.5,67.1,61.7,57.5,67.1
877,San Francisco,37.7771,-122.42,2023-06-19,63.9,59.9,54.6,66.6,59.9,54.6,66.6
878,San Francisco,37.7771,-122.42,2023-06-20,64.9,59.6,50.8,68.8,59.6,50.8,68.8
879,San Francisco,37.7771,-122.42,2023-06-21,73.5,58.6,53.1,66.5,58.6,53.1,66.5
880,San Francisco,37.7771,-122.42,2023-06-22,69.3,60.0,54.2,67.5,60.0,54.2,67.5
881,San Francisco,37.7771,-122.42,2023-06-23,70.6,60.9,57.5,66.5,60.9,57.5,66.5
882,San Francisco,37.7771,-122.42,2023-06-24,70.4,60.1,57.1,65.6,60.1,57.1,65.6
883,San Francisco,37.7771,-122.42,2023-06-25,73.8,59.0,56.2,63.6,59.0,56.2,63.6
884,San Francisco,37.7771,-122.42,2023-06-26,78.6,58.0,54.6,63.4,58.0,54.6,63.4
885,San Francisco,37.7771,-122.42,2023-06-27,80.7,57.3,54.2,63.8,57.3,54.2,63.8
886,San Francisco,37.7771,-122.42,2023-06-28,80.1,57.3,53.6,63.3,57.3,53.6,63.3
887,San Francisco,37.7771,-122.42,2023-06-29,77.0,60.3,54.2,70.6,60.3,54.2,70.6
888,San Francisco,37.7771,-122.42,2023-06-30,75.7,61.9,54.3,72.9,61.9,54.3,72.9
889,San Francisco,37.7771,-122.42,2023-07-01,66.9,67.5,54.8,82.6,67.6,54.8,83.5
890,San Francisco,37.7771,-122.42,2023-07-02,62.7,69.7,60.7,79.8,69.7,60.7,79.8
891,San Francisco,37.7771,-122.42,2023-07-03,75.8,63.6,57.9,70.5,63.6,57.9,70.5
892,San Francisco,37.7771,-122.42,2023-07-04,74.1,61.5,57.1,68.9,61.5,57.1,68.9
893,San Francisco,37.7771,-122.42,2023-07-05,72.2,62.1,56.7,69.9,62.1,56.7,69.9
894,San Francisco,37.7771,-122.42,2023-07-06,75.5,60.7,57.5,66.8,60.7,57.5,66.8
895,San Francisco,37.7771,-122.42,2023-07-07,79.7,58.3,55.3,62.6,58.3,55.3,62.6
896,San Francisco,37.7771,-122.42,2023-07-08,73.2,59.1,55.7,64.9,59.1,55.7,64.9
897,San Francisco,37.7771,-122.42,2023-07-09,78.9,58.2,55.1,62.8,58.2,55.1,62.8
898,San Francisco,37.7771,-122.42,2023-07-10,80.9,58.7,54.2,66.5,58.7,54.2,66.5
899,San Francisco,37.7771,-122.42,2023-07-11,76.4,61.4,53.9,72.5,61.4,53.9,72.5
900,San Francisco,37.7771,-122.42,2023-07-12,78.7,59.9,56.2,66.8,59.9,56.2,66.8
901,San Francisco,37.7771,-122.42,2023-07-13,76.1,61.9,55.3,72.2,61.9,55.3,72.2
902,San Francisco,37.7771,-122.42,2023-07-14,77.9,62.1,55.8,74.5,62.1,55.8,74.5
903,San Francisco,37.7771,-122.42,2023-07-15,76.1,63.6,56.6,77.5,63.6,56.6,77.5
904,San Francisco,37.7771,-122.42,2023-07-16,73.2,64.6,56.9,75.4,64.6,56.9,75.4
905,San Francisco,37.7771,-122.42,2023-07-17,68.3,66.5,60.7,75.4,66.5,60.7,75.4
906,San Francisco,37.7771,-122.42,2023-07-18,76.8,61.7,56.7,69.0,61.7,56.7,69.0
907,San Francisco,37.7771,-122.42,2023-07-19,78.6,61.2,56.7,68.7,61.2,56.7,68.7
908,San Francisco,37.7771,-122.42,2023-07-20,75.5,63.2,57.3,73.3,63.2,57.3,73.3
909,San Francisco,37.7771,-122.42,2023-07-21,72.6,63.6,56.3,73.8,63.6,56.3,73.8
910,San Francisco,37.7771,-122.42,2023-07-22,69.9,65.1,54.9,78.8,65.1,54.9,78.8
911,San Francisco,37.7771,-122.42,2023-07-23,71.9,64.1,59.8,70.0,64.1,59.8,70.0
912,San Francisco,37.7771,-122.42,2023-07-24,75.3,62.7,56.3,69.5,62.7,56.3,69.5
913,San Francisco,37.7771,-122.42,2023-07-25,74.7,64.5,57.1,75.2,64.5,57.1,75.2
914,San Francisco,37.7771,-122.42,2023-07-26,78.1,62.9,58.1,70.2,62.9,58.1,70.2
915,San Francisco,37.7771,-122.42,2023-07-27,74.0,62.3,58.4,67.5,62.3,58.4,67.5
916,San Francisco,37.7771,-122.42,2023-07-28,73.0,62.5,56.6,70.8,62.5,56.6,70.8
917,San Francisco,37.7771,-122.42,2023-07-29,77.2,61.8,56.7,70.6,61.8,56.7,70.6
918,San Francisco,37.7771,-122.42,2023-07-30,75.0,63.1,56.2,72.1,63.1,56.2,72.1
919,San Francisco,37.7771,-122.42,2023-07-31,75.8,62.9,57.6,70.3,62.9,57.6,70.3
920,Seattle,47.6036,-122.329,2023-05-01,72.6,53.1,50.3,55.9,53.1,50.3,55.9
921,Seattle,47.6036,-122.329,2023-05-02,68.6,59.2,50.4,70.3,59.2,50.4,70.3
922,Seattle,47.6036,-122.329,2023-05-03,67.4,61.2,53.0,72.2,61.2,53.0,72.2
923,Seattle,47.6036,-122.329,2023-05-04,80.7,53.0,50.1,55.5,53.0,50.1,55.5
924,Seattle,47.6036,-122.329,2023-05-05,90.5,48.1,44.6,51.4,49.8,48.9,51.4
925,Seattle,47.6036,-122.329,2023-05-06,78.5,53.0,45.5,61.3,53.3,47.4,61.3
926,Seattle,47.6036,-122.329,2023-05-07,67.0,54.9,49.6,62.0,54.9,49.6,62.0
927,Seattle,47.6036,-122.329,2023-05-08,63.6,56.8,51.4,64.7,56.8,51.4,64.7
928,Seattle,47.6036,-122.329,2023-05-09,63.4,56.4,50.1,64.5,56.4,50.1,64.5
929,Seattle,47.6036,-122.329,2023-05-10,57.6,58.9,47.7,70.5,58.9,47.7,70.5
930,Seattle,47.6036,-122.329,2023-05-11,56.1,61.2,50.4,74.0,61.2,50.4,74.0
931,Seattle,47.6036,-122.329,2023-05-12,51.8,65.8,52.4,79.2,65.8,52.4,79.2
932,Seattle,47.6036,-122.329,2023-05-13,49.1,70.1,56.2,81.3,70.3,56.2,82.5
933,Seattle,47.6036,-122.329,2023-05-14,41.9,73.8,61.1,83.7,74.6,61.1,86.7
934,Seattle,47.6036,-122.329,2023-05-15,48.3,74.3,63.0,86.7,74.8,63.0,89.1
935,Seattle,47.6036,-122.329,2023-05-16,68.3,66.1,57.5,77.7,66.1,57.5,77.7
936,Seattle,47.6036,-122.329,2023-05-17,66.3,66.9,57.0,77.4,66.9,57.0,77.4
937,Seattle,47.6036,-122.329,2023-05-18,69.3,66.7,58.3,76.4,66.7,58.3,76.4
938,Seattle,47.6036,-122.329,2023-05-19,68.9,63.7,54.5,74.4,63.7,54.5,74.4
939,Seattle,47.6036,-122.329,2023-05-20,58.3,66.8,57.8,75.5,66.8,57.8,75.5
940,Seattle,47.6036,-122.329,2023-05-21,78.0,56.2,52.6,61.6,56.2,52.6,61.6
941,Seattle,47.6036,-122.329,2023-05-22,69.8,55.7,47.6,62.1,55.7,49.1,62.1
942,Seattle,47.6036,-122.329,2023-05-23,58.6,56.2,46.6,64.3,56.6,49.2,64.3
943,Seattle,47.6036,-122.329,2023-05-24,58.8,61.5,55.1,68.8,61.5,55.1,68.8
944,Seattle,47.6036,-122.329,2023-05-25,57.5,65.1,54.5,75.5,65.1,54.5,75.5
945,Seattle,47.6036,-122.329,2023-05-26,55.1,69.0,57.4,80.0,69.0,57.4,80.6
946,Seattle,47.6036,-122.329,2023-05-27,69.3,60.7,54.3,69.6,60.7,54.3,69.6
947,Seattle,47.6036,-122.329,2023-05-28,70.2,56.4,46.9,65.1,56.6,49.8,65.1
948,Seattle,47.6036,-122.329,2023-05-29,75.0,57.9,51.0,69.2,57.9,51.0,69.2
949,Seattle,47.6036,-122.329,2023-05-30,66.5,54.6,45.4,61.6,54.9,48.9,61.6
950,Seattle,47.6036,-122.329,2023-05-31,59.5,55.8,51.2,63.7,55.8,51.2,63.7
951,Seattle,47.6036,-122.329,2023-06-01,58.1,58.3,50.3,68.4,58.3,50.3,68.4
952,Seattle,47.6036,-122.329,2023-06-02,57.7,61.1,51.8,72.4,61.1,51.8,72.4
953,Seattle,47.6036,-122.329,2023-06-03,57.9,61.5,49.7,73.0,61.5,49.7,73.0
954,Seattle,47.6036,-122.329,2023-06-04,48.4,59.9,52.3,67.9,59.9,52.3,67.9
955,Seattle,47.6036,-122.329,2023-06-05,48.0,61.7,51.1,71.8,61.7,51.1,71.8
956,Seattle,47.6036,-122.329,2023-06-06,45.0,67.3,54.4,78.2,67.3,54.4,78.2
957,Seattle,47.6036,-122.329,2023-06-07,39.9,71.2,57.5,82.5,71.8,57.5,85.3
958,Seattle,47.6036,-122.329,2023-06-08,63.5,63.9,54.5,73.9,63.9,54.5,73.9
959,Seattle,47.6036,-122.329,2023-06-09,84.3,55.5,53.9,61.4,55.5,53.9,61.4
960,Seattle,47.6036,-122.329,2023-06-10,88.3,56.1,52.5,60.9,56.1,52.5,60.9
961,Seattle,47.6036,-122.329,2023-06-11,74.6,62.2,54.6,70.3,62.2,54.6,70.3
962,Seattle,47.6036,-122.329,2023-06-12,64.9,69.1,56.2,81.2,69.1,56.2,82.2
963,Seattle,47.6036,-122.329,2023-06-13,71.8,60.9,55.5,68.4,60.9,55.5,68.4
964,Seattle,47.6036,-122.329,2023-06-14,59.5,58.0,53.1,65.0,58.0,53.1,65.0
965,Seattle,47.6036,-122.329,2023-06-15,63.2,59.7,46.9,71.5,59.8,48.9,71.5
966,Seattle,47.6036,-122.329,2023-06-16,70.8,61.7,55.0,69.9,61.7,55.0,69.9
967,Seattle,47.6036,-122.329,2023-06-17,82.8,55.4,52.6,58.9,55.4,52.6,58.9
968,Seattle,47.6036,-122.329,2023-06-18,70.9,53.3,46.5,60.4,53.4,48.4,60.4
969,Seattle,47.6036,-122.329,2023-06-19,74.0,53.7,46.1,61.6,54.2,48.3,61.6
970,Seattle,47.6036,-122.329,2023-06-20,83.8,54.6,51.2,58.5,54.6,51.2,58.5
971,Seattle,47.6036,-122.329,2023-06-21,72.5,60.5,52.5,69.7,60.5,52.5,69.7
972,Seattle,47.6036,-122.329,2023-06-22,64.4,64.1,53.2,75.4,64.1,53.2,75.4
973,Seattle,47.6036,-122.329,2023-06-23,58.6,67.5,56.5,80.0,67.5,56.5,80.0
974,Seattle,47.6036,-122.329,2023-06-24,66.3,60.4,52.9,69.9,60.4,52.9,69.9
975,Seattle,47.6036,-122.329,2023-06-25,65.3,64.4,53.2,76.7,64.4,53.2,76.7
976,Seattle,47.6036,-122.329,2023-06-26,70.3,63.9,54.4,73.5,63.9,54.4,73.5
977,Seattle,47.6036,-122.329,2023-06-27,71.3,63.3,55.3,74.5,63.3,55.3,74.5
978,Seattle,47.6036,-122.329,2023-06-28,67.9,66.9,56.3,79.8,66.9,56.3,79.8
979,Seattle,47.6036,-122.329,2023-06-29,65.8,68.7,58.3,80.7,68.7,58.3,80.5
980,Seattle,47.6036,-122.329,2023-06-30,61.0,69.0,60.9,77.8,69.0,60.9,77.8
981,Seattle,47.6036,-122.329,2023-07-01,49.3,66.9,56.9,78.6,66.9,56.9,78.6
982,Seattle,47.6036,-122.329,2023-07-02,51.7,67.2,56.7,77.6,67.2,56.7,77.6
983,Seattle,47.6036,-122.329,2023-07-03,52.1,68.8,56.2,78.2,68.8,56.2,78.2
984,Seattle,47.6036,-122.329,2023-07-04,48.1,72.4,58.9,82.6,73.0,58.9,85.1
985,Seattle,47.6036,-122.329,2023-07-05,45.0,74.7,61.5,85.1,75.5,61.5,88.4
986,Seattle,47.6036,-122.329,2023-07-06,54.1,72.2,61.3,83.4,72.4,61.3,84.1
987,Seattle,47.6036,-122.329,2023-07-07,69.3,63.7,56.7,73.9,63.7,56.7,73.9
988,Seattle,47.6036,-122.329,2023-07-08,64.8,63.7,56.3,74.1,63.7,56.3,74.1
989,Seattle,47.6036,-122.329,2023-07-09,61.6,65.8,55.1,78.2,65.8,55.1,78.2
990,Seattle,47.6036,-122.329,2023-07-10,65.4,63.0,56.3,70.2,63.0,56.3,70.2
991,Seattle,47.6036,-122.329,2023-07-11,60.4,66.4,57.4,76.8,66.4,57.4,76.8
992,Seattle,47.6036,-122.329,2023-07-12,68.0,65.1,56.4,75.4,65.1,56.4,75.4
993,Seattle,47.6036,-122.329,2023-07-13,60.9,67.8,56.3,79.9,67.8,56.3,80.1
994,Seattle,47.6036,-122.329,2023-07-14,53.6,71.6,59.1,82.8,71.9,59.1,84.7
995,Seattle,47.6036,-122.329,2023-07-15,48.2,73.8,61.7,84.6,74.3,61.7,87.2
996,Seattle,47.6036,-122.329,2023-07-16,55.3,71.3,60.9,81.4,71.3,60.9,82.1
997,Seattle,47.6036,-122.329,2023-07-17,61.2,67.2,61.3,76.2,67.2,61.3,76.2
998,Seattle,47.6036,-122.329,2023-07-18,56.6,68.4,58.3,78.9,68.4,58.3,78.9
